Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,106365,636
Aaron_Sorkin_,105641,620
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,73481.7,119
Abdullah_,138995,1456
Abdullah_Gul_,144527,1525
Abdullah_al-Attiyah_,108841,702
Abdullatif_Sener_,107711,672
Abel_Pacheco_,121845,1070
Abid_Hamid_Mahmud_Al-Tikriti_,129112,1252
Adam_Sandler_,93203,344
Adam_Scott_,122269,1080
Adel_Al-Jubeir_,115491,887
Adolfo_Aguilar_Zinser_,151106,1596
Adolfo_Rodriguez_Saa_,181189,1673
Adrian_McPherson_,132601,1311
Adrian_Nastase_,126877,1192
Adrien_Brody_,110931,769
Ahmad_Masood_,99046,457
Ahmed_Chalabi_,148958,1574
Ahmet_Necdet_Sezer_,117913,961
Ai_Sugiyama_,152173,1604
Aicha_El_Ouafi_,122450,1086
Aitor_Gonzalez_,0,2
Akbar_Hashemi_Rafsanjani_,130775,1283
Akhmed_Zakayev_,89478,279
Al_Davis_,108273,682
Al_Gore_,85375,221
Al_Pacino_,81499.8,167
Al_Sharpton_,126669,1185
Alan_Ball_,69630.3,98
Alan_Greenspan_,139028,1457
Alan_Mulally_,89105,273
Alastair_Campbell_,134152,1342
Albert_Costa_,108647,698
Alberto_Fujimori_,108865,703
Alberto_Ruiz_Gallardon_,119830,1019
Albrecht_Mentz_,122875,1094
Aldo_Paredes_,121781,1066
Alec_Baldwin_,140179,1472
Alejandro_Atchugarry_,126657,1184
Alejandro_Avila_,93400,348
Alejandro_Toledo_,92557.3,329
Aleksander_Kwasniewski_,91789,316
Alex_Barros_,131850,1303
Alex_Penelas_,117485,945
Alex_Sink_,141109,1486
Alexander_Downer_,99908,481
Alexander_Losyukov_,118653,978
Alexander_Rumyantsev_,92835,333
Alexandra_Stevenson_,114896,869
Alexandra_Vodjanikova_,111470,791
Ali_Abbas_,82026,175
Ali_Khamenei_,0,3
Ali_Naimi_,103795,572
Alice_Fisher_,0,4
Alicia_Silverstone_,116534,911
Alimzhan_Tokhtakhounov_,117694,949
Alison_Lohman_,142117,1499
Allen_Iverson_,101985,538
Allison_Janney_,69327.8,95
Allyson_Felix_,133107,1321
Alvaro_Noboa_,121881,1071
Alvaro_Silva_Calderon_,111834,801
Alvaro_Uribe_,89431,277
Amanda_Beard_,105862,625
Amanda_Bynes_,109309,712
Amanda_Coetzer_,0,5
Amber_Tamblyn_,105858,624
Amelia_Vega_,147098,1557
Amelie_Mauresmo_,142033,1496
Amer_al-Saadi_,136362,1402
Amram_Mitzna_,89752.6,284
Ana_Guevara_,101024,509
Ana_Palacio_,129232,1253
Anastasia_Myskina_,125873,1167
Anders_Ebbeson_,117143,933
Anders_Fogh_Rasmussen_,83974.5,200
Andre_Agassi_,163900,1650
Andrei_Mikhnevich_,138742,1450
Andrew_Bunner_,0,6
Andrew_Cuomo_,100114,484
Andrew_Niccol_,176784,1670
Andrew_Weissmann_,75510.5,131
Andy_Hebb_,108930,706
Andy_Roddick_,117025,928
Angela_Bassett_,71941,111
Angela_Lansbury_,137192,1418
Angela_Merkel_,79012,152
Angelina_Jolie_,139419,1464
Angelo_Reyes_,119611,1010
