Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,931,1506
Aaron_Sorkin_,1,1
Abdel_Nasser_Assidi_,2,4
Abdoulaye_Wade_,3,7
Abdullah_,1223,1635
Abdullah_Gul_,312,769
Abdullah_al-Attiyah_,1141,1614
Abdullatif_Sener_,968,1525
Abel_Pacheco_,1187,1628
Abid_Hamid_Mahmud_Al-Tikriti_,437,987
Adam_Sandler_,411,950
Adam_Scott_,699,1310
Adel_Al-Jubeir_,799,1404
Adolfo_Aguilar_Zinser_,1118,1605
Adolfo_Rodriguez_Saa_,340,822
Adrian_McPherson_,4,10
Adrian_Nastase_,303,754
Adrien_Brody_,327,795
Ahmad_Masood_,5,13
Ahmed_Chalabi_,403,940
Ahmet_Necdet_Sezer_,143,394
Ai_Sugiyama_,839,1443
Aicha_El_Ouafi_,863,1464
Aitor_Gonzalez_,1054,1575
Akbar_Hashemi_Rafsanjani_,134,372
Akhmed_Zakayev_,786,1390
Al_Davis_,564,1162
Al_Gore_,827,1430
Al_Pacino_,386,904
Al_Sharpton_,899,1489
Alan_Ball_,166,453
Alan_Greenspan_,315,775
Alan_Mulally_,298,742
Alastair_Campbell_,271,686
Albert_Costa_,292,733
Alberto_Fujimori_,325,791
Alberto_Ruiz_Gallardon_,663,1274
Albrecht_Mentz_,910,1497
Aldo_Paredes_,6,16
Alec_Baldwin_,59,170
Alejandro_Atchugarry_,647,1254
Alejandro_Avila_,7,19
Alejandro_Toledo_,126,349
Aleksander_Kwasniewski_,191,512
Alex_Barros_,8,22
Alex_Penelas_,329,798
Alex_Sink_,515,1097
Alexander_Downer_,7,20
Alexander_Losyukov_,25,73
Alexander_Rumyantsev_,139,386
Alexandra_Stevenson_,1039,1563
Alexandra_Vodjanikova_,392,918
Ali_Abbas_,376,891
Ali_Khamenei_,687,1301
Ali_Naimi_,233,606
Alice_Fisher_,9,25
Alicia_Silverstone_,10,28
Alimzhan_Tokhtakhounov_,427,974
Alison_Lohman_,484,1058
Allen_Iverson_,1055,1576
Allison_Janney_,116,323
Allyson_Felix_,1102,1598
Alvaro_Noboa_,402,937
Alvaro_Silva_Calderon_,11,31
Alvaro_Uribe_,201,536
Amanda_Beard_,539,1131
Amanda_Bynes_,12,34
Amanda_Coetzer_,1151,1616
Amber_Tamblyn_,369,880
Amelia_Vega_,115,321
Amelie_Mauresmo_,1356,1665
Amer_al-Saadi_,478,1048
Amram_Mitzna_,254,647
Ana_Guevara_,648,1256
Ana_Palacio_,227,593
Anastasia_Myskina_,12,35
Anders_Ebbeson_,1202,1630
Anders_Fogh_Rasmussen_,1310,1658
Andre_Agassi_,777,1381
Andrei_Mikhnevich_,254,648
Andrew_Bunner_,13,37
Andrew_Cuomo_,184,497
Andrew_Niccol_,217,569
Andrew_Weissmann_,830,1434
Andy_Hebb_,14,40
Andy_Roddick_,602,1203
Angela_Bassett_,110,306
Angela_Lansbury_,15,43
Angela_Merkel_,56,161
Angelina_Jolie_,244,629
Angelo_Reyes_,277,700
Anibal_Ibarra_,442,994
Ann_Veneman_,229,598
Anna_Kournikova_,917,1501
Anna_Nicole_Smith_,345,833
Anne_Krueger_,343,830
