Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,144712,1329
Aaron_Sorkin_,154913,1472
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,157152,1492
Abdullah_,103369,487
Abdullah_Gul_,131094,1040
Abdullah_al-Attiyah_,107051,549
Abdullatif_Sener_,117372,741
Abel_Pacheco_,128644,988
Abid_Hamid_Mahmud_Al-Tikriti_,0,2
Adam_Sandler_,69585.5,299
Adam_Scott_,113824,661
Adel_Al-Jubeir_,0,3
Adolfo_Aguilar_Zinser_,139093,1222
Adolfo_Rodriguez_Saa_,0,4
Adrian_McPherson_,143637,1315
Adrian_Nastase_,126577,947
Adrien_Brody_,121539,831
Ahmad_Masood_,122798,857
Ahmed_Chalabi_,164206,1556
Ahmet_Necdet_Sezer_,110539,605
Ai_Sugiyama_,150829,1420
Aicha_El_Ouafi_,123051,868
Aitor_Gonzalez_,0,5
Akbar_Hashemi_Rafsanjani_,123100,870
Akhmed_Zakayev_,104552,508
Al_Davis_,154291,1462
Al_Gore_,148272,1383
Al_Pacino_,96552.3,401
Al_Sharpton_,101125,453
Alan_Ball_,167697,1578
Alan_Greenspan_,143601,1314
Alan_Mulally_,149330,1398
Alastair_Campbell_,149724,1402
Albert_Costa_,126516,944
Alberto_Fujimori_,0,6
Alberto_Ruiz_Gallardon_,143090,1301
Albrecht_Mentz_,147583,1371
Aldo_Paredes_,117891,762
Alec_Baldwin_,87318.5,345
Alejandro_Atchugarry_,0,7
Alejandro_Avila_,0,8
Alejandro_Toledo_,102378,473
Aleksander_Kwasniewski_,130622,1031
Alex_Barros_,80203,320
Alex_Penelas_,109711,593
Alex_Sink_,171864,1599
Alexander_Downer_,130101,1020
Alexander_Losyukov_,164291,1557
Alexander_Rumyantsev_,55311.5,288
Alexandra_Stevenson_,151872,1434
Alexandra_Vodjanikova_,0,9
Ali_Abbas_,0,10
Ali_Khamenei_,124765,903
Ali_Naimi_,106068,534
Alice_Fisher_,148876,1392
Alicia_Silverstone_,175083,1611
Alimzhan_Tokhtakhounov_,114900,685
Alison_Lohman_,138040,1195
Allen_Iverson_,150070,1409
Allison_Janney_,163787,1552
Allyson_Felix_,147012,1364
Alvaro_Noboa_,137779,1189
Alvaro_Silva_Calderon_,128118,979
Alvaro_Uribe_,123581,883
Amanda_Beard_,106531,542
Amanda_Bynes_,113009,643
Amanda_Coetzer_,97459,414
Amber_Tamblyn_,118611,772
Amelia_Vega_,89028,351
Amelie_Mauresmo_,118319,769
Amer_al-Saadi_,126952,956
Amram_Mitzna_,147689,1372
Ana_Guevara_,160948,1532
Ana_Palacio_,138301,1202
Anastasia_Myskina_,122067,841
Anders_Ebbeson_,0,11
Anders_Fogh_Rasmussen_,59366,293
Andre_Agassi_,161700,1538
Andrei_Mikhnevich_,0,12
Andrew_Bunner_,148432,1386
Andrew_Cuomo_,139075,1220
Andrew_Niccol_,171578,1596
Andrew_Weissmann_,217242,1667
Andy_Hebb_,0,13
Andy_Roddick_,132209,1068
Angela_Bassett_,111859,630
Angela_Lansbury_,119241,786
Angela_Merkel_,0,14
Angelina_Jolie_,112797,640
Angelo_Reyes_,102385,474
