Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,81520.3,193
Aaron_Sorkin_,87482.3,251
Abdel_Nasser_Assidi_,130524,1075
Abdoulaye_Wade_,94535.3,353
Abdullah_,132466,1123
Abdullah_Gul_,124514,921
Abdullah_al-Attiyah_,146328,1427
Abdullatif_Sener_,101297,449
Abel_Pacheco_,109350,595
Abid_Hamid_Mahmud_Al-Tikriti_,135942,1207
Adam_Sandler_,141593,1335
Adam_Scott_,133152,1140
Adel_Al-Jubeir_,94303.5,346
Adolfo_Aguilar_Zinser_,151866,1516
Adolfo_Rodriguez_Saa_,156460,1569
Adrian_McPherson_,89910.5,285
Adrian_Nastase_,94652.8,356
Adrien_Brody_,145110,1403
Ahmad_Masood_,151791,1513
Ahmed_Chalabi_,132831,1132
Ahmet_Necdet_Sezer_,133342,1146
Ai_Sugiyama_,113428,670
Aicha_El_Ouafi_,140272,1308
Aitor_Gonzalez_,148851,1465
Akbar_Hashemi_Rafsanjani_,149798,1489
Akhmed_Zakayev_,105554,523
Al_Davis_,98854.6,407
Al_Gore_,81610,194
Al_Pacino_,112242,648
Al_Sharpton_,144781,1399
Alan_Ball_,84723,224
Alan_Greenspan_,100352,432
Alan_Mulally_,71700,137
Alastair_Campbell_,109605,601
Albert_Costa_,99931,425
Alberto_Fujimori_,124255,919
Alberto_Ruiz_Gallardon_,108475,577
Albrecht_Mentz_,98126,401
Aldo_Paredes_,0,1
Alec_Baldwin_,129441,1056
Alejandro_Atchugarry_,164925,1630
Alejandro_Avila_,122992,890
Alejandro_Toledo_,107254,554
Aleksander_Kwasniewski_,105677,526
Alex_Barros_,118243,776
Alex_Penelas_,130545,1076
Alex_Sink_,130725,1081
Alexander_Downer_,94413.8,351
Alexander_Losyukov_,110235,609
Alexander_Rumyantsev_,0,2
Alexandra_Stevenson_,88761,264
Alexandra_Vodjanikova_,102649,472
Ali_Abbas_,133023,1138
Ali_Khamenei_,155298,1557
Ali_Naimi_,114277,692
Alice_Fisher_,142716,1362
Alicia_Silverstone_,132084,1112
Alimzhan_Tokhtakhounov_,0,3
Alison_Lohman_,111438,633
Allen_Iverson_,146239,1423
Allison_Janney_,113830,680
Allyson_Felix_,143567,1375
Alvaro_Noboa_,137654,1242
Alvaro_Silva_Calderon_,173395,1662
Alvaro_Uribe_,125791,953
Amanda_Beard_,103168,481
Amanda_Bynes_,165590,1633
Amanda_Coetzer_,101084,445
Amber_Tamblyn_,125495,942
Amelia_Vega_,153858,1540
Amelie_Mauresmo_,136635,1220
Amer_al-Saadi_,113478,672
Amram_Mitzna_,94613.5,354
Ana_Guevara_,82982.5,204
Ana_Palacio_,143569,1376
Anastasia_Myskina_,128380,1032
Anders_Ebbeson_,110336,610
Anders_Fogh_Rasmussen_,134659,1170
Andre_Agassi_,100979,443
Andrei_Mikhnevich_,117097,751
Andrew_Bunner_,80527,187
Andrew_Cuomo_,126274,975
Andrew_Niccol_,136801,1224
Andrew_Weissmann_,71819,138
Andy_Hebb_,127861,1018
Andy_Roddick_,164363,1628
Angela_Bassett_,136954,1229
Angela_Lansbury_,0,4
Angela_Merkel_,148001,1454
Angelina_Jolie_,75957.5,161
