Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2353,706
Aaron_Sorkin_,2764,1009
Abdel_Nasser_Assidi_,3190,1288
Abdoulaye_Wade_,3681,1516
Abdullah_,2767,1013
Abdullah_Gul_,1210,126
Abdullah_al-Attiyah_,3544,1464
Abdullatif_Sener_,2287,654
Abel_Pacheco_,3256,1331
Abid_Hamid_Mahmud_Al-Tikriti_,4277,1651
Adam_Sandler_,3220,1314
Adam_Scott_,3717,1527
Adel_Al-Jubeir_,3512,1447
Adolfo_Aguilar_Zinser_,2730,972
Adolfo_Rodriguez_Saa_,2354,708
Adrian_McPherson_,3832,1557
Adrian_Nastase_,2690,936
Adrien_Brody_,1354,176
Ahmad_Masood_,1982,469
Ahmed_Chalabi_,1118,99
Ahmet_Necdet_Sezer_,2844,1077
Ai_Sugiyama_,2743,983
Aicha_El_Ouafi_,4406,1665
Aitor_Gonzalez_,4182,1641
Akbar_Hashemi_Rafsanjani_,1047,79
Akhmed_Zakayev_,2871,1102
Al_Davis_,2394,733
Al_Gore_,3121,1253
Al_Pacino_,2369,719
Al_Sharpton_,2967,1153
Alan_Ball_,2846,1079
Alan_Greenspan_,2105,540
Alan_Mulally_,2051,516
Alastair_Campbell_,3107,1240
Albert_Costa_,4416,1666
Alberto_Fujimori_,2281,650
Alberto_Ruiz_Gallardon_,1562,261
Albrecht_Mentz_,1692,312
Aldo_Paredes_,1455,211
Alec_Baldwin_,3063,1214
Alejandro_Atchugarry_,2054,519
Alejandro_Avila_,4446,1667
Alejandro_Toledo_,2859,1091
Aleksander_Kwasniewski_,2309,674
Alex_Barros_,4346,1660
Alex_Penelas_,2394,734
Alex_Sink_,2739,978
Alexander_Downer_,842,42
Alexander_Losyukov_,2036,504
Alexander_Rumyantsev_,1881,411
Alexandra_Stevenson_,3040,1202
Alexandra_Vodjanikova_,3338,1381
Ali_Abbas_,3297,1360
Ali_Khamenei_,2428,752
Ali_Naimi_,2669,918
Alice_Fisher_,1920,426
Alicia_Silverstone_,2746,986
Alimzhan_Tokhtakhounov_,2632,892
Alison_Lohman_,2311,678
Allen_Iverson_,3455,1426
Allison_Janney_,3406,1409
Allyson_Felix_,3772,1540
Alvaro_Noboa_,2237,618
Alvaro_Silva_Calderon_,1218,127
Alvaro_Uribe_,1974,465
Amanda_Beard_,3153,1266
Amanda_Bynes_,1179,119
Amanda_Coetzer_,2551,837
Amber_Tamblyn_,2716,957
Amelia_Vega_,2460,775
Amelie_Mauresmo_,3982,1601
Amer_al-Saadi_,1094,94
Amram_Mitzna_,2287,655
Ana_Guevara_,3462,1430
Ana_Palacio_,1046,77
Anastasia_Myskina_,3884,1576
Anders_Ebbeson_,2673,922
Anders_Fogh_Rasmussen_,2758,1000
Andre_Agassi_,2981,1162
Andrei_Mikhnevich_,4103,1626
Andrew_Bunner_,2553,838
Andrew_Cuomo_,1625,284
Andrew_Niccol_,4105,1628
Andrew_Weissmann_,2916,1133
Andy_Hebb_,1477,222
Andy_Roddick_,3535,1459
Angela_Bassett_,2089,532
Angela_Lansbury_,1816,383
Angela_Merkel_,2710,952
Angelina_Jolie_,2458,773
Angelo_Reyes_,3292,1356
