Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,3387,1377
Aaron_Sorkin_,1297,154
Abdel_Nasser_Assidi_,2722,993
Abdoulaye_Wade_,4267,1620
Abdullah_,3227,1308
Abdullah_Gul_,3441,1406
Abdullah_al-Attiyah_,3518,1435
Abdullatif_Sener_,3887,1541
Abel_Pacheco_,2833,1074
Abid_Hamid_Mahmud_Al-Tikriti_,1655,309
Adam_Sandler_,1535,249
Adam_Scott_,2728,999
Adel_Al-Jubeir_,2100,569
Adolfo_Aguilar_Zinser_,3817,1523
Adolfo_Rodriguez_Saa_,1989,500
Adrian_McPherson_,4389,1639
Adrian_Nastase_,2718,992
Adrien_Brody_,1648,302
Ahmad_Masood_,1321,165
Ahmed_Chalabi_,2229,648
Ahmet_Necdet_Sezer_,1903,455
Ai_Sugiyama_,2439,798
Aicha_El_Ouafi_,2072,554
Aitor_Gonzalez_,3008,1186
Akbar_Hashemi_Rafsanjani_,1690,327
Akhmed_Zakayev_,2801,1053
Al_Davis_,2834,1075
Al_Gore_,4066,1581
Al_Pacino_,2634,933
Al_Sharpton_,4889,1679
Alan_Ball_,3158,1285
Alan_Greenspan_,3023,1201
Alan_Mulally_,2316,704
Alastair_Campbell_,4195,1607
Albert_Costa_,2793,1048
Alberto_Fujimori_,2619,918
Alberto_Ruiz_Gallardon_,1691,330
Albrecht_Mentz_,2508,852
Aldo_Paredes_,2654,952
Alec_Baldwin_,2506,849
Alejandro_Atchugarry_,1717,348
Alejandro_Avila_,2631,928
Alejandro_Toledo_,653,21
Aleksander_Kwasniewski_,3524,1437
Alex_Barros_,1241,133
Alex_Penelas_,498,11
Alex_Sink_,2546,873
Alexander_Downer_,896,48
Alexander_Losyukov_,3176,1287
Alexander_Rumyantsev_,838,37
Alexandra_Stevenson_,3349,1362
Alexandra_Vodjanikova_,2067,550
Ali_Abbas_,2949,1145
Ali_Khamenei_,2355,725
Ali_Naimi_,3030,1213
Alice_Fisher_,2567,890
Alicia_Silverstone_,2604,912
Alimzhan_Tokhtakhounov_,2365,732
Alison_Lohman_,2346,720
Allen_Iverson_,4137,1593
Allison_Janney_,2907,1115
Allyson_Felix_,4113,1590
Alvaro_Noboa_,1753,366
Alvaro_Silva_Calderon_,2164,611
Alvaro_Uribe_,3611,1459
Amanda_Beard_,2419,781
Amanda_Bynes_,537,13
Amanda_Coetzer_,3662,1480
Amber_Tamblyn_,1957,476
Amelia_Vega_,1181,117
Amelie_Mauresmo_,2430,792
Amer_al-Saadi_,2550,877
Amram_Mitzna_,2389,752
Ana_Guevara_,3985,1563
Ana_Palacio_,1783,388
Anastasia_Myskina_,2930,1132
Anders_Ebbeson_,3320,1349
Anders_Fogh_Rasmussen_,2151,599
Andre_Agassi_,3648,1471
Andrei_Mikhnevich_,3652,1474
Andrew_Bunner_,2201,624
Andrew_Cuomo_,1659,311
Andrew_Niccol_,846,39
Andrew_Weissmann_,3221,1306
Andy_Hebb_,1765,376
Andy_Roddick_,2959,1158
Angela_Bassett_,2955,1156
Angela_Lansbury_,3229,1310
Angela_Merkel_,987,68
Angelina_Jolie_,2006,512
Angelo_Reyes_,2417,779
Anibal_Ibarra_,1714,346
