Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,3007,1161
Aaron_Sorkin_,1707,324
Abdel_Nasser_Assidi_,2768,983
Abdoulaye_Wade_,3969,1582
Abdullah_,3765,1518
Abdullah_Gul_,3142,1241
Abdullah_al-Attiyah_,2511,816
Abdullatif_Sener_,2837,1025
Abel_Pacheco_,1498,237
Abid_Hamid_Mahmud_Al-Tikriti_,3220,1285
Adam_Sandler_,854,64
Adam_Scott_,3065,1203
Adel_Al-Jubeir_,4375,1659
Adolfo_Aguilar_Zinser_,2423,757
Adolfo_Rodriguez_Saa_,3260,1313
Adrian_McPherson_,3772,1524
Adrian_Nastase_,2944,1119
Adrien_Brody_,2022,493
Ahmad_Masood_,3476,1432
Ahmed_Chalabi_,3182,1261
Ahmet_Necdet_Sezer_,1392,197
Ai_Sugiyama_,2957,1133
Aicha_El_Ouafi_,3635,1487
Aitor_Gonzalez_,3222,1291
Akbar_Hashemi_Rafsanjani_,2153,576
Akhmed_Zakayev_,2673,920
Al_Davis_,3733,1510
Al_Gore_,3039,1184
Al_Pacino_,1294,155
Al_Sharpton_,3025,1171
Alan_Ball_,2165,588
Alan_Greenspan_,3287,1330
Alan_Mulally_,3041,1187
Alastair_Campbell_,3443,1417
Albert_Costa_,2672,918
Alberto_Fujimori_,2409,745
Alberto_Ruiz_Gallardon_,1195,131
Albrecht_Mentz_,1302,158
Aldo_Paredes_,4236,1642
Alec_Baldwin_,1698,321
Alejandro_Atchugarry_,2923,1099
Alejandro_Avila_,2349,712
Alejandro_Toledo_,2194,613
Aleksander_Kwasniewski_,2323,696
Alex_Barros_,2915,1092
Alex_Penelas_,710,49
Alex_Sink_,2371,725
Alexander_Downer_,1389,194
Alexander_Losyukov_,3287,1331
Alexander_Rumyantsev_,1732,335
Alexandra_Stevenson_,2422,756
Alexandra_Vodjanikova_,3449,1421
Ali_Abbas_,2161,583
Ali_Khamenei_,2871,1055
Ali_Naimi_,1420,206
Alice_Fisher_,3085,1214
Alicia_Silverstone_,2375,730
Alison_Lohman_,2450,773
Allen_Iverson_,2804,1004
Allison_Janney_,1748,345
Allyson_Felix_,4021,1598
Alvaro_Noboa_,1787,369
Alvaro_Silva_Calderon_,3190,1266
Alvaro_Uribe_,2862,1049
Amanda_Beard_,2385,738
Amanda_Bynes_,1336,167
Amanda_Coetzer_,4442,1665
Amber_Tamblyn_,1342,170
Amelia_Vega_,2465,786
Amelie_Mauresmo_,2599,865
Amer_al-Saadi_,2026,497
Amram_Mitzna_,2195,614
Ana_Guevara_,3020,1166
Ana_Palacio_,1315,161
Anastasia_Myskina_,2531,825
Anders_Ebbeson_,2833,1022
Anders_Fogh_Rasmussen_,939,85
Andre_Agassi_,4008,1596
Andrei_Mikhnevich_,3705,1501
Andrew_Bunner_,2064,518
Andrew_Cuomo_,623,38
Andrew_Niccol_,2960,1135
Andrew_Weissmann_,2843,1033
Andy_Hebb_,2320,694
Andy_Roddick_,3667,1494
Angela_Bassett_,2529,822
Angela_Lansbury_,984,95
Angela_Merkel_,1255,147
Angelina_Jolie_,2150,575
Angelo_Reyes_,1844,402
Anibal_Ibarra_,3930,1576
Ann_Veneman_,1785,368
