Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2543,866
Aaron_Sorkin_,2606,913
Abdel_Nasser_Assidi_,2710,979
Abdoulaye_Wade_,4188,1621
Abdullah_,2019,523
Abdullah_Gul_,2033,534
Abdullah_al-Attiyah_,3907,1554
Abdullatif_Sener_,3381,1346
Abel_Pacheco_,4298,1638
Abid_Hamid_Mahmud_Al-Tikriti_,3864,1540
Adam_Sandler_,2110,581
Adam_Scott_,4411,1648
Adel_Al-Jubeir_,2401,768
Adolfo_Aguilar_Zinser_,1609,309
Adolfo_Rodriguez_Saa_,2753,1002
Adrian_McPherson_,4656,1672
Adrian_Nastase_,1655,328
Adrien_Brody_,2550,869
Ahmad_Masood_,2046,542
Ahmed_Chalabi_,775,46
Ahmet_Necdet_Sezer_,3254,1284
Ai_Sugiyama_,2960,1124
Aicha_El_Ouafi_,3810,1516
Aitor_Gonzalez_,3448,1382
Akbar_Hashemi_Rafsanjani_,1969,497
Akhmed_Zakayev_,1331,191
Al_Davis_,2451,801
Al_Gore_,4035,1588
Al_Pacino_,2318,708
Al_Sharpton_,2766,1011
Alan_Ball_,1603,307
Alan_Greenspan_,3454,1387
Alan_Mulally_,2679,958
Alastair_Campbell_,3376,1345
Albert_Costa_,4586,1665
Alberto_Fujimori_,2268,678
Alberto_Ruiz_Gallardon_,1207,149
Albrecht_Mentz_,3127,1209
Aldo_Paredes_,900,67
Alec_Baldwin_,1502,261
Alejandro_Atchugarry_,2488,828
Alejandro_Avila_,2307,699
Alejandro_Toledo_,2308,700
Aleksander_Kwasniewski_,1428,234
Alex_Barros_,1829,406
Alex_Penelas_,2263,675
Alex_Sink_,1986,507
Alexander_Downer_,2135,593
Alexander_Losyukov_,1250,161
Alexander_Rumyantsev_,3085,1187
Alexandra_Stevenson_,3049,1170
Alexandra_Vodjanikova_,1852,418
Ali_Abbas_,3670,1474
Ali_Khamenei_,2943,1116
Ali_Naimi_,2020,525
Alice_Fisher_,2364,744
Alicia_Silverstone_,3374,1343
Alimzhan_Tokhtakhounov_,2505,845
Alison_Lohman_,1900,445
Allen_Iverson_,2555,876
Allison_Janney_,2865,1066
Allyson_Felix_,3418,1364
Alvaro_Noboa_,2514,851
Alvaro_Silva_Calderon_,2597,911
Alvaro_Uribe_,2514,852
Amanda_Beard_,2899,1096
Amanda_Bynes_,3051,1173
Amanda_Coetzer_,3583,1443
Amber_Tamblyn_,2108,579
Amelia_Vega_,1596,300
Amelie_Mauresmo_,1513,263
Amer_al-Saadi_,2013,520
Amram_Mitzna_,3203,1255
Ana_Guevara_,2354,733
Ana_Palacio_,2445,799
Anastasia_Myskina_,4318,1643
Anders_Ebbeson_,2252,665
Anders_Fogh_Rasmussen_,3190,1243
Andre_Agassi_,2985,1140
Andrei_Mikhnevich_,2049,543
Andrew_Bunner_,2886,1086
Andrew_Cuomo_,2325,715
Andrew_Niccol_,3937,1561
Andrew_Weissmann_,2762,1009
Andy_Hebb_,1923,455
Andy_Roddick_,3579,1442
Angela_Bassett_,1883,432
Angela_Lansbury_,2389,761
Angela_Merkel_,3085,1188
Angelina_Jolie_,1301,181
Angelo_Reyes_,3483,1402
