Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,569,1170
Aaron_Sorkin_,336,805
Abdel_Nasser_Assidi_,1,1
Abdoulaye_Wade_,681,1297
Abdullah_,113,312
Abdullah_Gul_,292,722
Abdullah_al-Attiyah_,1123,1605
Abdullatif_Sener_,604,1212
Abel_Pacheco_,1018,1554
Abid_Hamid_Mahmud_Al-Tikriti_,1010,1546
Adam_Sandler_,221,570
Adam_Scott_,1026,1558
Adel_Al-Jubeir_,1027,1559
Adolfo_Aguilar_Zinser_,403,915
Adolfo_Rodriguez_Saa_,1215,1638
Adrian_McPherson_,1184,1631
Adrian_Nastase_,429,962
Adrien_Brody_,333,800
Ahmad_Masood_,654,1271
Ahmed_Chalabi_,269,671
Ahmet_Necdet_Sezer_,918,1495
Ai_Sugiyama_,1086,1592
Aicha_El_Ouafi_,109,301
Aitor_Gonzalez_,283,704
Akbar_Hashemi_Rafsanjani_,103,286
Akhmed_Zakayev_,337,808
Al_Davis_,104,289
Al_Gore_,560,1153
Al_Pacino_,581,1184
Al_Sharpton_,387,894
Alan_Ball_,314,767
Alan_Greenspan_,795,1413
Alan_Mulally_,52,152
Alastair_Campbell_,173,460
Albert_Costa_,500,1071
Alberto_Fujimori_,722,1346
Alberto_Ruiz_Gallardon_,301,743
Albrecht_Mentz_,772,1392
Aldo_Paredes_,714,1336
Alec_Baldwin_,1051,1577
Alejandro_Atchugarry_,481,1042
Alejandro_Avila_,954,1517
Alejandro_Toledo_,595,1202
Aleksander_Kwasniewski_,562,1158
Alex_Barros_,2,4
Alex_Penelas_,103,287
Alex_Sink_,600,1206
Alexander_Downer_,289,715
Alexander_Losyukov_,78,221
Alexander_Rumyantsev_,419,946
Alexandra_Stevenson_,237,604
Alexandra_Vodjanikova_,1198,1636
Ali_Abbas_,158,423
Ali_Khamenei_,1174,1627
Ali_Naimi_,428,960
Alice_Fisher_,3,7
Alicia_Silverstone_,932,1507
Alimzhan_Tokhtakhounov_,501,1074
Alison_Lohman_,483,1048
Allen_Iverson_,638,1256
Allison_Janney_,981,1530
Allyson_Felix_,59,173
Alvaro_Noboa_,278,694
Alvaro_Silva_Calderon_,50,146
Alvaro_Uribe_,348,829
Amanda_Beard_,547,1137
Amanda_Bynes_,414,936
Amanda_Coetzer_,494,1064
Amber_Tamblyn_,79,224
Amelia_Vega_,260,649
Amelie_Mauresmo_,991,1535
Amer_al-Saadi_,476,1034
Amram_Mitzna_,36,106
Ana_Guevara_,783,1404
Ana_Palacio_,208,539
Anastasia_Myskina_,926,1501
Anders_Ebbeson_,771,1391
Anders_Fogh_Rasmussen_,455,1003
Andre_Agassi_,414,937
Andrei_Mikhnevich_,27,79
Andrew_Bunner_,4,10
Andrew_Cuomo_,170,452
Andrew_Niccol_,548,1139
Andrew_Weissmann_,374,875
Andy_Hebb_,376,878
Andy_Roddick_,496,1066
Angela_Bassett_,1012,1547
Angela_Lansbury_,504,1078
Angela_Merkel_,134,365
Angelina_Jolie_,450,995
Angelo_Reyes_,1230,1643
Anibal_Ibarra_,785,1406
Ann_Veneman_,212,551
Anna_Kournikova_,327,791
Anna_Nicole_Smith_,265,660
