Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.708948,294
Aaron_Sorkin_,0.864427,775
Abdel_Nasser_Assidi_,0.858365,757
Abdoulaye_Wade_,0.928564,983
Abdullah_,0.57875,66
Abdullah_Gul_,0.620511,130
Abdullah_al-Attiyah_,0.982754,1118
Abdullatif_Sener_,0.673824,219
Abel_Pacheco_,0.752211,432
Abid_Hamid_Mahmud_Al-Tikriti_,0.856896,754
Adam_Sandler_,1.1311,1460
Adam_Scott_,1.24823,1634
Adel_Al-Jubeir_,0.778562,523
Adolfo_Aguilar_Zinser_,0.732051,378
Adolfo_Rodriguez_Saa_,0.887847,857
Adrian_McPherson_,0.71943,327
Adrian_Nastase_,0.794812,577
Adrien_Brody_,0.917492,945
Ahmad_Masood_,0.497815,18
Ahmed_Chalabi_,0.471958,9
Ahmet_Necdet_Sezer_,1.1116,1431
Ai_Sugiyama_,0.735291,387
Aicha_El_Ouafi_,0.805612,617
Aitor_Gonzalez_,0.889559,862
Akbar_Hashemi_Rafsanjani_,0.730985,373
Akhmed_Zakayev_,0.802509,599
Al_Davis_,0.694397,262
Al_Gore_,0.930028,990
Al_Pacino_,1.05985,1306
Al_Sharpton_,0.711282,300
Alan_Ball_,0.910238,925
Alan_Greenspan_,0.76606,481
Alan_Mulally_,1.19173,1559
Alastair_Campbell_,0.769921,494
Albert_Costa_,1.07139,1342
Alberto_Fujimori_,0.873938,800
Alberto_Ruiz_Gallardon_,0.605061,98
Albrecht_Mentz_,1.10245,1419
Aldo_Paredes_,0.584167,71
Alec_Baldwin_,0.757451,450
Alejandro_Atchugarry_,0.798744,592
Alejandro_Avila_,0.597231,87
Alejandro_Toledo_,0.808945,632
Aleksander_Kwasniewski_,1.15457,1504
Alex_Barros_,0.678649,227
Alex_Penelas_,1.03883,1253
Alex_Sink_,1.16125,1513
Alexander_Downer_,0.812439,643
Alexander_Losyukov_,0.915253,936
Alexander_Rumyantsev_,0.939782,1012
Alexandra_Stevenson_,1.07986,1362
Alexandra_Vodjanikova_,0.910067,924
Ali_Abbas_,1.16425,1518
Ali_Khamenei_,0.856797,753
Ali_Naimi_,0.935146,1001
Alice_Fisher_,0.655725,187
Alicia_Silverstone_,0.821066,667
Alimzhan_Tokhtakhounov_,1.17298,1528
Alison_Lohman_,1.27089,1651
Allen_Iverson_,1.09621,1399
Allison_Janney_,1.23101,1611
Allyson_Felix_,0.550177,45
Alvaro_Noboa_,0.833074,697
Alvaro_Silva_Calderon_,0.817018,659
Alvaro_Uribe_,0.689769,253
Amanda_Beard_,0.962925,1070
Amanda_Bynes_,0.855409,747
Amanda_Coetzer_,0.608013,102
Amber_Tamblyn_,1.16919,1524
Amelia_Vega_,1.05498,1296
Amelie_Mauresmo_,1.21507,1590
Amer_al-Saadi_,0.651231,180
Amram_Mitzna_,0.498574,19
Ana_Guevara_,1.17344,1529
Ana_Palacio_,0.958295,1056
Anastasia_Myskina_,0.774877,512
Anders_Ebbeson_,0.745751,420
Anders_Fogh_Rasmussen_,0.615184,119
Andre_Agassi_,0.930518,992
Andrei_Mikhnevich_,0.642446,169
Andrew_Bunner_,0.698176,275
