Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,125253,955
Aaron_Sorkin_,85719,260
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,166573,1627
Abdullah_,111803,597
Abdullah_Gul_,140771,1339
Abdullah_al-Attiyah_,86428,264
Abdullatif_Sener_,124475,941
Abel_Pacheco_,132219,1135
Abid_Hamid_Mahmud_Al-Tikriti_,74519,226
Adam_Sandler_,124419,938
Adam_Scott_,82917,246
Adel_Al-Jubeir_,107618,511
Adolfo_Aguilar_Zinser_,145154,1414
Adolfo_Rodriguez_Saa_,141251,1346
Adrian_McPherson_,118740,765
Adrian_Nastase_,110566,569
Adrien_Brody_,135166,1214
Ahmad_Masood_,138171,1286
Ahmed_Chalabi_,99697,382
Ahmet_Necdet_Sezer_,0,2
Ai_Sugiyama_,134774,1206
Aicha_El_Ouafi_,124701,946
Aitor_Gonzalez_,0,3
Akbar_Hashemi_Rafsanjani_,122049,859
Akhmed_Zakayev_,136655,1254
Al_Davis_,0,4
Al_Gore_,164991,1618
Al_Pacino_,104834,456
Al_Sharpton_,145791,1426
Alan_Ball_,0,5
Alan_Greenspan_,120825,822
Alan_Mulally_,108877,537
Alastair_Campbell_,128086,1025
Albert_Costa_,134215,1189
Alberto_Fujimori_,126842,996
Alberto_Ruiz_Gallardon_,0,6
Albrecht_Mentz_,146077,1433
Aldo_Paredes_,0,7
Alec_Baldwin_,159322,1586
Alejandro_Atchugarry_,0,8
Alejandro_Avila_,145190,1415
Alejandro_Toledo_,128624,1034
Aleksander_Kwasniewski_,130512,1085
Alex_Barros_,158290,1576
Alex_Penelas_,159096,1585
Alex_Sink_,150842,1495
Alexander_Downer_,122729,885
Alexander_Losyukov_,97856,362
Alexander_Rumyantsev_,0,9
Alexandra_Stevenson_,125979,971
Alexandra_Vodjanikova_,156693,1556
Ali_Abbas_,127367,1009
Ali_Khamenei_,130857,1094
Ali_Naimi_,0,10
Alice_Fisher_,117305,735
Alicia_Silverstone_,138118,1284
Alimzhan_Tokhtakhounov_,129827,1070
Alison_Lohman_,0,11
Allen_Iverson_,134514,1197
Allison_Janney_,0,12
Allyson_Felix_,133908,1176
Alvaro_Noboa_,126896,998
Alvaro_Silva_Calderon_,107160,500
Alvaro_Uribe_,128655,1035
Amanda_Beard_,133761,1173
Amanda_Bynes_,125665,964
Amanda_Coetzer_,167721,1633
Amber_Tamblyn_,97232,351
Amelia_Vega_,79471,237
Amelie_Mauresmo_,141308,1349
Amer_al-Saadi_,140169,1325
Amram_Mitzna_,0,13
Ana_Guevara_,136858,1258
Ana_Palacio_,98553,370
Anastasia_Myskina_,108905,538
Anders_Ebbeson_,131758,1120
Anders_Fogh_Rasmussen_,116576,715
Andre_Agassi_,102088,409
Andrei_Mikhnevich_,0,14
Andrew_Bunner_,104983,460
Andrew_Cuomo_,0,15
Andrew_Niccol_,0,16
Andrew_Weissmann_,0,17
Andy_Hebb_,125714,966
Andy_Roddick_,143905,1391
Angela_Bassett_,130479,1083
Angela_Lansbury_,141498,1352
Angela_Merkel_,126497,984
Angelina_Jolie_,117586,748
Angelo_Reyes_,141254,1347
Anibal_Ibarra_,105373,470
