Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.636928,280
Aaron_Sorkin_,0.593902,157
Abdel_Nasser_Assidi_,0.813063,1062
Abdoulaye_Wade_,0.764071,808
Abdullah_,0.599559,167
Abdullah_Gul_,0.713467,568
Abdullah_al-Attiyah_,0.841498,1188
Abdullatif_Sener_,0.782994,901
Abel_Pacheco_,0.902369,1420
Abid_Hamid_Mahmud_Al-Tikriti_,0.785522,918
Adam_Sandler_,0.869804,1297
Adam_Scott_,1.00111,1621
Adel_Al-Jubeir_,0.706008,529
Adolfo_Aguilar_Zinser_,0.527465,58
Adolfo_Rodriguez_Saa_,0.975332,1597
Adrian_McPherson_,0.711448,558
Adrian_Nastase_,0.794769,967
Adrien_Brody_,0.704062,524
Ahmad_Masood_,0.930656,1505
Ahmed_Chalabi_,0.740402,690
Ahmet_Necdet_Sezer_,0.665886,378
Ai_Sugiyama_,0.993227,1614
Aicha_El_Ouafi_,0.55454,95
Aitor_Gonzalez_,0.73673,681
Akbar_Hashemi_Rafsanjani_,0.774776,862
Akhmed_Zakayev_,0.85189,1225
Al_Davis_,0.673443,401
Al_Gore_,0.786121,922
Al_Pacino_,0.823905,1110
Al_Sharpton_,0.788187,934
Alan_Ball_,0.76471,811
Alan_Greenspan_,0.995945,1619
Alan_Mulally_,0.543195,77
Alastair_Campbell_,0.611008,205
Albert_Costa_,0.769752,837
Alberto_Fujimori_,0.632436,262
Alberto_Ruiz_Gallardon_,0.943294,1539
Albrecht_Mentz_,0.903254,1422
Aldo_Paredes_,0.934515,1520
Alec_Baldwin_,0.87909,1335
Alejandro_Atchugarry_,0.681193,426
Alejandro_Avila_,0.531689,63
Alejandro_Toledo_,0.694483,484
Aleksander_Kwasniewski_,0.854336,1235
Alex_Barros_,0.760937,786
Alex_Penelas_,0.549205,85
Alex_Sink_,0.545318,81
Alexander_Downer_,0.911674,1446
Alexander_Losyukov_,0.612352,206
Alexander_Rumyantsev_,0.761302,790
Alexandra_Stevenson_,0.706744,534
Alexandra_Vodjanikova_,0.939005,1529
Ali_Abbas_,0.927592,1496
Ali_Khamenei_,0.584337,143
Ali_Naimi_,0.593233,156
Alice_Fisher_,0.743167,703
Alicia_Silverstone_,0.966283,1582
Alimzhan_Tokhtakhounov_,0.779536,888
Alison_Lohman_,0.622588,233
Allen_Iverson_,0.403753,6
Allison_Janney_,0.830221,1139
Allyson_Felix_,0.630597,257
Alvaro_Noboa_,0.719022,597
Alvaro_Silva_Calderon_,0.537014,68
Alvaro_Uribe_,0.690756,472
Amanda_Beard_,0.623687,235
Amanda_Bynes_,0.876475,1326
Amanda_Coetzer_,0.720877,608
Amber_Tamblyn_,0.705895,528
Amelia_Vega_,0.851051,1222
Amelie_Mauresmo_,0.734034,670
Amer_al-Saadi_,0.550216,87
Amram_Mitzna_,0.683384,437
Ana_Guevara_,0.743543,709
Anastasia_Myskina_,0.642245,293
Anders_Ebbeson_,0.888653,1375
Anders_Fogh_Rasmussen_,0.813053,1061
Andre_Agassi_,0.551852,90
Andrei_Mikhnevich_,0.643992,300
Andrew_Bunner_,0.541849,74
Andrew_Cuomo_,0.626011,242
