Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,77336.5,130
Aaron_Sorkin_,117046,733
Abdel_Nasser_Assidi_,140168,1312
Abdoulaye_Wade_,101753,397
Abdullah_,142509,1354
Abdullah_Gul_,94400.5,290
Abdullah_al-Attiyah_,113944,655
Abdullatif_Sener_,120068,809
Abel_Pacheco_,113413,636
Abid_Hamid_Mahmud_Al-Tikriti_,164880,1612
Adam_Sandler_,148511,1456
Adam_Scott_,120189,813
Adel_Al-Jubeir_,111359,589
Adolfo_Aguilar_Zinser_,146469,1421
Adolfo_Rodriguez_Saa_,0,1
Adrian_McPherson_,125315,947
Adrian_Nastase_,83963,174
Adrien_Brody_,118611,769
Ahmad_Masood_,167399,1623
Ahmed_Chalabi_,151415,1506
Ahmet_Necdet_Sezer_,80764.7,146
Ai_Sugiyama_,119024,782
Aicha_El_Ouafi_,114656,674
Aitor_Gonzalez_,127823,1013
Akbar_Hashemi_Rafsanjani_,102727,426
Akhmed_Zakayev_,105911,475
Al_Davis_,101014,386
Al_Gore_,117088,734
Al_Pacino_,100274,376
Al_Sharpton_,148702,1462
Alan_Ball_,102331,412
Alan_Greenspan_,158859,1569
Alan_Mulally_,101260,389
Alastair_Campbell_,117586,746
Albert_Costa_,131366,1095
Alberto_Fujimori_,156375,1549
Alberto_Ruiz_Gallardon_,104930,457
Albrecht_Mentz_,137474,1258
Aldo_Paredes_,128001,1020
Alec_Baldwin_,119254,790
Alejandro_Atchugarry_,169732,1632
Alejandro_Avila_,157862,1561
Alejandro_Toledo_,102063,406
Aleksander_Kwasniewski_,111498,593
Alex_Barros_,143695,1377
Alex_Penelas_,154052,1531
Alex_Sink_,89823.5,232
Alexander_Downer_,132818,1137
Alexander_Losyukov_,84499,179
Alexander_Rumyantsev_,122055,866
Alexandra_Stevenson_,114515,667
Alexandra_Vodjanikova_,85659,183
Ali_Abbas_,138072,1268
Ali_Khamenei_,108315,525
Ali_Naimi_,105306,463
Alice_Fisher_,132473,1128
Alicia_Silverstone_,104451,447
Alimzhan_Tokhtakhounov_,0,2
Alison_Lohman_,114798,679
Allen_Iverson_,0,3
Allison_Janney_,145096,1394
Allyson_Felix_,137442,1256
Alvaro_Noboa_,124019,920
Alvaro_Silva_Calderon_,165232,1613
Alvaro_Uribe_,108799,537
Amanda_Beard_,94629,294
Amanda_Bynes_,94437,291
Amanda_Coetzer_,98611,350
Amber_Tamblyn_,138669,1287
Amelia_Vega_,172740,1643
Amelie_Mauresmo_,149995,1477
Amer_al-Saadi_,160367,1582
Amram_Mitzna_,103769,439
Ana_Guevara_,92195.3,264
Ana_Palacio_,84055,176
Anastasia_Myskina_,109560,553
Anders_Ebbeson_,131804,1105
Anders_Fogh_Rasmussen_,93472,280
Andre_Agassi_,109603,554
Andrei_Mikhnevich_,118494,766
Andrew_Bunner_,129460,1055
Andrew_Cuomo_,124996,938
Andrew_Niccol_,126865,989
Andrew_Weissmann_,86218.3,193
Andy_Hebb_,105826,472
Andy_Roddick_,126345,978
Angela_Bassett_,121769,855
Angela_Lansbury_,121945,859
Angela_Merkel_,125864,964
Angelina_Jolie_,101776,399
Angelo_Reyes_,75955.8,123
