Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,131106,1126
Aaron_Sorkin_,95849.5,252
Abdel_Nasser_Assidi_,144314,1435
Abdoulaye_Wade_,115529,701
Abdullah_,135597,1242
Abdullah_Gul_,162428,1621
Abdullah_al-Attiyah_,135445,1237
Abdullatif_Sener_,154842,1567
Abel_Pacheco_,123152,913
Abid_Hamid_Mahmud_Al-Tikriti_,139109,1313
Adam_Sandler_,105511,449
Adam_Scott_,126459,1019
Adel_Al-Jubeir_,114967,671
Adolfo_Aguilar_Zinser_,114034,646
Adolfo_Rodriguez_Saa_,141674,1383
Adrian_McPherson_,116082,712
Adrian_Nastase_,127341,1045
Adrien_Brody_,157236,1583
Ahmad_Masood_,107902,503
Ahmed_Chalabi_,96809.5,270
Ahmet_Necdet_Sezer_,96942,273
Ai_Sugiyama_,137694,1282
Aicha_El_Ouafi_,134789,1218
Aitor_Gonzalez_,141128,1371
Akbar_Hashemi_Rafsanjani_,95585.3,246
Akhmed_Zakayev_,127610,1053
Al_Davis_,90220,190
Al_Gore_,96819.8,271
Al_Pacino_,84410,133
Al_Sharpton_,111283,577
Alan_Ball_,107582,492
Alan_Greenspan_,148448,1506
Alan_Mulally_,147452,1489
Alastair_Campbell_,101908,359
Albert_Costa_,117686,757
Alberto_Fujimori_,135376,1235
Alberto_Ruiz_Gallardon_,0,1
Albrecht_Mentz_,122417,891
Aldo_Paredes_,111156,576
Alec_Baldwin_,146739,1472
Alejandro_Atchugarry_,161444,1616
Alejandro_Avila_,157977,1589
Alejandro_Toledo_,119653,812
Aleksander_Kwasniewski_,151501,1541
Alex_Barros_,161022,1610
Alex_Penelas_,116104,713
Alex_Sink_,144244,1433
Alexander_Downer_,114835,663
Alexander_Losyukov_,86226,148
Alexander_Rumyantsev_,122383,890
Alexandra_Stevenson_,95708.5,247
Alexandra_Vodjanikova_,131582,1142
Ali_Abbas_,127355,1047
Ali_Khamenei_,99524.3,316
Ali_Naimi_,64703,47
Alice_Fisher_,90112.5,188
Alicia_Silverstone_,87497.6,152
Alimzhan_Tokhtakhounov_,74414,72
Alison_Lohman_,98807,304
Allen_Iverson_,99886,319
Allison_Janney_,126176,1012
Allyson_Felix_,92928.5,209
Alvaro_Noboa_,97119,276
Alvaro_Silva_Calderon_,158433,1594
Alvaro_Uribe_,123101,910
Amanda_Beard_,66304.5,51
Amanda_Bynes_,104075,414
Amanda_Coetzer_,145695,1462
Amber_Tamblyn_,114108,648
Amelia_Vega_,114943,670
Amelie_Mauresmo_,136235,1256
Amer_al-Saadi_,140659,1358
Amram_Mitzna_,89541.3,178
Ana_Guevara_,105432,444
Ana_Palacio_,116877,734
Anastasia_Myskina_,146050,1468
Anders_Ebbeson_,93877.5,221
Anders_Fogh_Rasmussen_,135279,1232
Andre_Agassi_,135003,1222
Andrei_Mikhnevich_,125774,996
Andrew_Bunner_,143394,1419
Andrew_Cuomo_,120231,833
Andrew_Niccol_,76332,79
Andrew_Weissmann_,117689,759
Andy_Hebb_,123297,920
Andy_Roddick_,151833,1546
Angela_Bassett_,133920,1199
Angela_Lansbury_,98285,295
Angela_Merkel_,140020,1336
Angelina_Jolie_,124638,959
