Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,1.03058,1497
Aaron_Sorkin_,0.654447,705
Abdel_Nasser_Assidi_,0.712612,874
Abdoulaye_Wade_,1.12125,1579
Abdullah_,0.411956,52
Abdullah_Gul_,1.17935,1612
Abdullah_al-Attiyah_,1.16693,1607
Abdullatif_Sener_,0.591603,499
Abel_Pacheco_,0.630986,642
Abid_Hamid_Mahmud_Al-Tikriti_,0.755068,989
Adam_Sandler_,0.365804,17
Adam_Scott_,1.06097,1523
Adel_Al-Jubeir_,0.777433,1053
Adolfo_Aguilar_Zinser_,0.82169,1150
Adolfo_Rodriguez_Saa_,0.701825,840
Adrian_McPherson_,1.12954,1585
Adrian_Nastase_,0.956033,1400
Adrien_Brody_,0.527005,301
Ahmad_Masood_,0.706398,852
Ahmed_Chalabi_,1.05395,1515
Ahmet_Necdet_Sezer_,0.564902,416
Ai_Sugiyama_,0.747264,971
Aicha_El_Ouafi_,0.890191,1290
Aitor_Gonzalez_,1.14336,1595
Akbar_Hashemi_Rafsanjani_,0.548771,365
Akhmed_Zakayev_,0.538865,340
Al_Davis_,0.996864,1457
Al_Gore_,0.496925,223
Al_Pacino_,0.493096,215
Al_Sharpton_,0.554337,384
Alan_Ball_,0.823683,1155
Alan_Greenspan_,0.783889,1067
Alan_Mulally_,0.624471,617
Alastair_Campbell_,1.35564,1675
Albert_Costa_,0.864489,1243
Alberto_Fujimori_,0.684573,789
Alberto_Ruiz_Gallardon_,0.545545,354
Albrecht_Mentz_,0.550894,374
Aldo_Paredes_,1.16945,1608
Alec_Baldwin_,0.478194,180
Alejandro_Atchugarry_,0.658732,733
Alejandro_Avila_,0.849891,1209
Alejandro_Toledo_,0.415938,56
Aleksander_Kwasniewski_,0.709451,864
Alex_Barros_,0.840524,1193
Alex_Penelas_,0.59509,518
Alex_Sink_,0.830307,1172
Alexander_Downer_,0.462901,141
Alexander_Losyukov_,1.1148,1571
Alexander_Rumyantsev_,0.470643,157
Alexandra_Stevenson_,0.830501,1173
Alexandra_Vodjanikova_,0.683172,784
Ali_Abbas_,0.94936,1390
Ali_Khamenei_,1.29206,1663
Ali_Naimi_,0.574697,445
Alice_Fisher_,0.699865,835
Alicia_Silverstone_,0.684909,792
Alimzhan_Tokhtakhounov_,0.537652,338
Alison_Lohman_,0.753226,985
Allen_Iverson_,0.747595,972
Allison_Janney_,0.583736,477
Allyson_Felix_,0.961298,1410
Alvaro_Noboa_,0.493664,218
Alvaro_Silva_Calderon_,0.558737,394
Alvaro_Uribe_,0.814501,1137
Amanda_Beard_,0.785693,1070
Amanda_Bynes_,0.425382,72
Amanda_Coetzer_,0.878983,1270
Amber_Tamblyn_,0.478429,181
Amelia_Vega_,0.429813,79
Amelie_Mauresmo_,0.594945,517
Amer_al-Saadi_,0.660585,737
Amram_Mitzna_,0.658138,727
Ana_Guevara_,0.513436,267
Ana_Palacio_,0.587183,490
Anastasia_Myskina_,1.15313,1601
Anders_Ebbeson_,0.921857,1344
Anders_Fogh_Rasmussen_,0.939286,1374
Andre_Agassi_,0.996025,1456
Andrei_Mikhnevich_,0.813258,1129
Andrew_Bunner_,1.1403,1593
