Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,149958,1417
Aaron_Sorkin_,120623,684
Abdel_Nasser_Assidi_,140707,1229
Abdoulaye_Wade_,147059,1360
Abdullah_,77400.6,187
Abdullah_Gul_,142793,1276
Abdullah_al-Attiyah_,136676,1121
Abdullatif_Sener_,168978,1635
Abel_Pacheco_,97142,298
Abid_Hamid_Mahmud_Al-Tikriti_,143242,1286
Adam_Sandler_,143311,1290
Adam_Scott_,0,1
Adel_Al-Jubeir_,139112,1191
Adolfo_Aguilar_Zinser_,120258,681
Adolfo_Rodriguez_Saa_,107325,428
Adrian_McPherson_,128086,880
Adrian_Nastase_,125770,819
Adrien_Brody_,149891,1415
Ahmed_Chalabi_,84532,212
Ahmet_Necdet_Sezer_,119625,659
Ai_Sugiyama_,147190,1365
Aicha_El_Ouafi_,159113,1552
Aitor_Gonzalez_,127603,863
Akbar_Hashemi_Rafsanjani_,131703,979
Akhmed_Zakayev_,120092,674
Al_Davis_,0,2
Al_Gore_,168120,1628
Al_Pacino_,136764,1125
Al_Sharpton_,142093,1260
Alan_Ball_,0,3
Alan_Greenspan_,127185,855
Alan_Mulally_,131938,985
Alastair_Campbell_,132607,1005
Albert_Costa_,101421,346
Alberto_Fujimori_,0,4
Alberto_Ruiz_Gallardon_,170347,1640
Albrecht_Mentz_,104443,382
Aldo_Paredes_,136968,1133
Alec_Baldwin_,115823,587
Alejandro_Atchugarry_,172505,1649
Alejandro_Avila_,145796,1338
Alejandro_Toledo_,126061,828
Aleksander_Kwasniewski_,103246,366
Alex_Barros_,136549,1115
Alex_Penelas_,145288,1328
Alex_Sink_,0,5
Alexander_Downer_,114544,560
Alexander_Losyukov_,94847.3,274
Alexander_Rumyantsev_,147205,1366
Alexandra_Stevenson_,171054,1644
Alexandra_Vodjanikova_,85861,222
Ali_Abbas_,152902,1463
Ali_Khamenei_,127975,877
Ali_Naimi_,145039,1324
Alice_Fisher_,135237,1083
Alicia_Silverstone_,113425,543
Alimzhan_Tokhtakhounov_,0,6
Alison_Lohman_,122414,722
Allen_Iverson_,119830,667
Allison_Janney_,0,7
Allyson_Felix_,108398,442
Alvaro_Noboa_,115563,580
Alvaro_Silva_Calderon_,175848,1659
Alvaro_Uribe_,108836,450
Amanda_Beard_,164652,1603
Amanda_Bynes_,164780,1604
Amanda_Coetzer_,0,8
Amber_Tamblyn_,148094,1385
Amelia_Vega_,155831,1505
Amelie_Mauresmo_,136896,1131
Amer_al-Saadi_,125888,824
Amram_Mitzna_,0,9
Ana_Guevara_,134553,1062
Ana_Palacio_,132836,1013
Anastasia_Myskina_,140576,1227
Anders_Ebbeson_,142010,1258
Anders_Fogh_Rasmussen_,113573,546
Andre_Agassi_,128154,885
Andrei_Mikhnevich_,110779,494
Andrew_Bunner_,127612,864
Andrew_Cuomo_,157286,1531
Andrew_Niccol_,0,10
Andrew_Weissmann_,93677,268
Andy_Hebb_,144124,1308
Andy_Roddick_,135688,1098
Angela_Bassett_,102203,359
Angela_Lansbury_,146539,1349
Angela_Merkel_,122957,740
Angelina_Jolie_,132767,1010
Angelo_Reyes_,0,11
Anibal_Ibarra_,113350,541
