Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,3188,1257
Aaron_Sorkin_,2625,908
Abdel_Nasser_Assidi_,3348,1347
Abdoulaye_Wade_,4135,1623
Abdullah_,1395,196
Abdullah_Gul_,2384,750
Abdullah_al-Attiyah_,3334,1340
Abdullatif_Sener_,2528,846
Abel_Pacheco_,2469,810
Abid_Hamid_Mahmud_Al-Tikriti_,4123,1620
Adam_Sandler_,2939,1100
Adam_Scott_,2236,651
Adel_Al-Jubeir_,3481,1417
Adolfo_Aguilar_Zinser_,2139,593
Adolfo_Rodriguez_Saa_,2304,697
Adrian_McPherson_,4172,1624
Adrian_Nastase_,2142,597
Adrien_Brody_,2731,970
Ahmed_Chalabi_,592,13
Ahmet_Necdet_Sezer_,3082,1200
Ai_Sugiyama_,3828,1556
Aicha_El_Ouafi_,4577,1674
Aitor_Gonzalez_,3399,1376
Akbar_Hashemi_Rafsanjani_,2390,754
Akhmed_Zakayev_,2394,756
Al_Davis_,2317,702
Al_Gore_,3902,1573
Al_Pacino_,3404,1378
Al_Sharpton_,3347,1345
Alan_Ball_,1873,427
Alan_Greenspan_,3541,1455
Alan_Mulally_,2422,779
Alastair_Campbell_,3310,1322
Albert_Costa_,3465,1410
Alberto_Fujimori_,1849,415
Alberto_Ruiz_Gallardon_,4100,1615
Albrecht_Mentz_,1646,311
Aldo_Paredes_,3027,1163
Alec_Baldwin_,2229,645
Alejandro_Atchugarry_,2684,943
Alejandro_Avila_,4278,1641
Alejandro_Toledo_,2375,743
Aleksander_Kwasniewski_,3164,1248
Alex_Barros_,1705,336
Alex_Penelas_,2757,982
Alex_Sink_,2794,1008
Alexander_Downer_,1133,109
Alexander_Losyukov_,831,44
Alexander_Rumyantsev_,3161,1245
Alexandra_Stevenson_,4378,1656
Alexandra_Vodjanikova_,2099,561
Ali_Abbas_,3295,1316
Ali_Khamenei_,3147,1236
Ali_Naimi_,3417,1389
Alice_Fisher_,2564,867
Alicia_Silverstone_,2975,1122
Alimzhan_Tokhtakhounov_,2514,834
Alison_Lohman_,2796,1011
Allen_Iverson_,2781,1000
Allison_Janney_,2301,695
Allyson_Felix_,2322,706
Alvaro_Noboa_,1901,447
Alvaro_Silva_Calderon_,3405,1379
Alvaro_Uribe_,1907,449
Amanda_Beard_,3235,1287
Amanda_Bynes_,2177,614
Amanda_Coetzer_,1723,351
Amber_Tamblyn_,3680,1500
Amelia_Vega_,2704,957
Amelie_Mauresmo_,4115,1617
Amer_al-Saadi_,1108,102
Amram_Mitzna_,1974,478
Ana_Guevara_,3943,1584
Ana_Palacio_,1900,446
Anastasia_Myskina_,2645,920
Anders_Ebbeson_,2994,1135
Anders_Fogh_Rasmussen_,2170,611
Andre_Agassi_,2836,1046
Andrei_Mikhnevich_,1730,354
Andrew_Bunner_,1983,486
Andrew_Cuomo_,3163,1247
Andrew_Niccol_,1718,344
Andrew_Weissmann_,2541,856
Andy_Hebb_,2894,1075
Andy_Roddick_,2194,623
Angela_Bassett_,3157,1241
Angela_Lansbury_,2977,1124
Angela_Merkel_,1427,208
Angelina_Jolie_,2079,551
Angelo_Reyes_,1761,369
Anibal_Ibarra_,2088,555
