Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,114308,499
Aaron_Sorkin_,116638,549
Abdel_Nasser_Assidi_,128078,843
Abdoulaye_Wade_,0,1
Abdullah_,128956,864
Abdullah_Gul_,158188,1560
Abdullah_al-Attiyah_,100747,296
Abdullatif_Sener_,142466,1255
Abel_Pacheco_,147326,1382
Abid_Hamid_Mahmud_Al-Tikriti_,111395,450
Adam_Sandler_,107725,388
Adam_Scott_,158949,1567
Adel_Al-Jubeir_,140475,1211
Adolfo_Aguilar_Zinser_,121205,649
Adolfo_Rodriguez_Saa_,146627,1361
Adrian_McPherson_,127684,824
Adrian_Nastase_,148520,1413
Adrien_Brody_,138824,1155
Ahmad_Masood_,0,2
Ahmed_Chalabi_,124861,750
Ahmet_Necdet_Sezer_,128808,860
Ai_Sugiyama_,68897,163
Aicha_El_Ouafi_,136575,1088
Aitor_Gonzalez_,139051,1164
Akbar_Hashemi_Rafsanjani_,137815,1129
Akhmed_Zakayev_,135921,1066
Al_Davis_,0,3
Al_Gore_,131252,923
Al_Pacino_,124304,737
Al_Sharpton_,127968,836
Alan_Ball_,79126,175
Alan_Greenspan_,145265,1330
Alan_Mulally_,0,4
Alastair_Campbell_,163268,1613
Albert_Costa_,136199,1073
Alberto_Fujimori_,98654.5,273
Alberto_Ruiz_Gallardon_,138252,1139
Albrecht_Mentz_,101209,303
Aldo_Paredes_,0,5
Alec_Baldwin_,148037,1402
Alejandro_Atchugarry_,134029,999
Alejandro_Avila_,137247,1112
Alejandro_Toledo_,132584,961
Aleksander_Kwasniewski_,120528,636
Alex_Barros_,0,6
Alex_Penelas_,116734,551
Alex_Sink_,128418,853
Alexander_Downer_,108332,398
Alexander_Losyukov_,124505,743
Alexander_Rumyantsev_,0,7
Alexandra_Stevenson_,147273,1379
Alexandra_Vodjanikova_,145695,1344
Ali_Abbas_,126589,789
Ali_Khamenei_,0,8
Ali_Naimi_,146879,1368
Alice_Fisher_,129222,875
Alicia_Silverstone_,0,9
Alimzhan_Tokhtakhounov_,108415,401
Alison_Lohman_,0,10
Allen_Iverson_,149906,1440
Allison_Janney_,126066,772
Allyson_Felix_,137281,1114
Alvaro_Noboa_,112470,463
Alvaro_Silva_Calderon_,137721,1124
Alvaro_Uribe_,107817,390
Amanda_Beard_,0,11
Amanda_Bynes_,140992,1224
Amanda_Coetzer_,141677,1239
Amber_Tamblyn_,142508,1258
Amelia_Vega_,168429,1644
Amelie_Mauresmo_,121818,668
Amer_al-Saadi_,137966,1134
Amram_Mitzna_,134997,1031
Ana_Guevara_,117850,575
Ana_Palacio_,139562,1181
Anastasia_Myskina_,173886,1660
Anders_Ebbeson_,143019,1279
Anders_Fogh_Rasmussen_,99335,278
Andre_Agassi_,137807,1128
Andrei_Mikhnevich_,92986,235
Andrew_Bunner_,113545,486
Andrew_Cuomo_,115245,521
Andrew_Niccol_,146806,1367
Andrew_Weissmann_,126572,787
Andy_Hebb_,135654,1055
Andy_Roddick_,137141,1109
Angela_Bassett_,86396.5,198
Angela_Lansbury_,107433,383
Angela_Merkel_,171905,1652
Angelina_Jolie_,144814,1315
Angelo_Reyes_,117890,578
