Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1551,259
Aaron_Sorkin_,2659,916
Abdel_Nasser_Assidi_,2727,961
Abdoulaye_Wade_,2831,1031
Abdullah_,3150,1243
Abdullah_Gul_,1885,457
Abdullah_al-Attiyah_,2831,1032
Abdullatif_Sener_,2488,806
Abel_Pacheco_,3034,1170
Abid_Hamid_Mahmud_Al-Tikriti_,3433,1374
Adam_Sandler_,2181,625
Adam_Scott_,3472,1393
Adel_Al-Jubeir_,3591,1444
Adolfo_Aguilar_Zinser_,2792,1007
Adolfo_Rodriguez_Saa_,2664,919
Adrian_McPherson_,2068,549
Adrian_Nastase_,3774,1538
Adrien_Brody_,3334,1327
Ahmad_Masood_,3687,1503
Ahmed_Chalabi_,3613,1464
Ahmet_Necdet_Sezer_,2105,575
Ai_Sugiyama_,2960,1124
Aicha_El_Ouafi_,2037,531
Aitor_Gonzalez_,4681,1676
Akbar_Hashemi_Rafsanjani_,1882,453
Akhmed_Zakayev_,2267,688
Al_Davis_,2307,711
Al_Gore_,2255,681
Al_Pacino_,1859,439
Al_Sharpton_,3442,1377
Alan_Ball_,1875,446
Alan_Greenspan_,3459,1387
Alan_Mulally_,1944,485
Alastair_Campbell_,1815,419
Albert_Costa_,2908,1084
Alberto_Fujimori_,1551,260
Alberto_Ruiz_Gallardon_,2880,1061
Albrecht_Mentz_,2218,654
Aldo_Paredes_,3372,1347
Alec_Baldwin_,3449,1381
Alejandro_Atchugarry_,3744,1528
Alejandro_Avila_,2567,859
Alejandro_Toledo_,2534,840
Aleksander_Kwasniewski_,1334,172
Alex_Barros_,2090,562
Alex_Penelas_,873,55
Alex_Sink_,2689,936
Alexander_Downer_,3047,1185
Alexander_Losyukov_,3093,1217
Alexander_Rumyantsev_,2298,705
Alexandra_Stevenson_,3522,1409
Alexandra_Vodjanikova_,4760,1677
Ali_Abbas_,1048,84
Ali_Khamenei_,2737,972
Alice_Fisher_,3594,1448
Alicia_Silverstone_,1453,215
Alimzhan_Tokhtakhounov_,1049,85
Alison_Lohman_,2151,603
Allen_Iverson_,3823,1552
Allison_Janney_,2669,924
Allyson_Felix_,4469,1665
Alvaro_Noboa_,3639,1477
Alvaro_Silva_Calderon_,3046,1184
Alvaro_Uribe_,3077,1204
Amanda_Beard_,1148,109
Amanda_Bynes_,1069,91
Amanda_Coetzer_,4080,1614
Amber_Tamblyn_,909,60
Amelia_Vega_,3127,1230
Amelie_Mauresmo_,2303,709
Amer_al-Saadi_,1307,163
Amram_Mitzna_,1608,296
Ana_Guevara_,2935,1097
Ana_Palacio_,854,52
Anastasia_Myskina_,3351,1338
Anders_Ebbeson_,4349,1655
Anders_Fogh_Rasmussen_,4867,1679
Andre_Agassi_,1401,196
Andrei_Mikhnevich_,3632,1473
Andrew_Bunner_,1564,268
Andrew_Cuomo_,766,35
Andrew_Niccol_,1218,135
Andrew_Weissmann_,3330,1324
Andy_Hebb_,841,50
Andy_Roddick_,3117,1223
Angela_Bassett_,4075,1612
Angela_Lansbury_,2674,927
Angela_Merkel_,1309,165
Angelina_Jolie_,2478,801
Angelo_Reyes_,2728,963
Anibal_Ibarra_,1991,503
