Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.966974,1485
Aaron_Sorkin_,0.806865,1079
Abdel_Nasser_Assidi_,0.611092,376
Abdoulaye_Wade_,1.15422,1666
Abdullah_,0.51194,122
Abdullah_Gul_,0.793267,1038
Abdullah_al-Attiyah_,0.991486,1536
Abdullatif_Sener_,0.787055,1015
Abel_Pacheco_,0.821304,1142
Abid_Hamid_Mahmud_Al-Tikriti_,0.534458,166
Adam_Sandler_,0.653402,521
Adam_Scott_,0.96807,1486
Adel_Al-Jubeir_,0.810561,1092
Adolfo_Aguilar_Zinser_,0.543622,198
Adolfo_Rodriguez_Saa_,0.818369,1129
Adrian_McPherson_,1.15997,1668
Adrian_Nastase_,0.610605,374
Adrien_Brody_,0.666,581
Ahmad_Masood_,0.483917,69
Ahmed_Chalabi_,0.539248,178
Ahmet_Necdet_Sezer_,0.763262,921
Ai_Sugiyama_,0.737867,820
Aicha_El_Ouafi_,0.98198,1510
Aitor_Gonzalez_,0.789313,1019
Akbar_Hashemi_Rafsanjani_,0.697872,688
Akhmed_Zakayev_,0.681356,632
Al_Davis_,0.988155,1527
Al_Gore_,1.13327,1659
Al_Pacino_,1.12914,1658
Al_Sharpton_,0.496943,84
Alan_Ball_,0.984367,1516
Alan_Greenspan_,0.635529,456
Alan_Mulally_,0.598565,331
Alastair_Campbell_,1.12207,1654
Albert_Costa_,0.975276,1502
Alberto_Fujimori_,0.814979,1114
Alberto_Ruiz_Gallardon_,0.568222,255
Albrecht_Mentz_,0.735982,812
Aldo_Paredes_,0.833282,1174
Alec_Baldwin_,0.710144,723
Alejandro_Atchugarry_,0.719536,759
Alejandro_Avila_,0.965025,1482
Alejandro_Toledo_,0.650478,505
Aleksander_Kwasniewski_,1.03665,1590
Alex_Barros_,0.507277,109
Alex_Penelas_,0.700701,696
Alex_Sink_,0.944787,1441
Alexander_Downer_,0.561019,234
Alexander_Losyukov_,0.61661,390
Alexander_Rumyantsev_,0.776375,979
Alexandra_Stevenson_,0.85644,1237
Alexandra_Vodjanikova_,0.541559,187
Ali_Abbas_,0.657733,538
Ali_Khamenei_,0.72531,777
Ali_Naimi_,0.772354,962
Alicia_Silverstone_,0.990479,1532
Alimzhan_Tokhtakhounov_,0.817298,1123
Alison_Lohman_,1.01828,1574
Allen_Iverson_,0.747793,863
Allison_Janney_,0.881624,1308
Allyson_Felix_,0.675242,608
Alvaro_Noboa_,0.750613,874
Alvaro_Silva_Calderon_,0.543046,195
Alvaro_Uribe_,0.872772,1280
Amanda_Beard_,0.995644,1543
Amanda_Bynes_,0.652754,516
Amanda_Coetzer_,0.972355,1495
Amber_Tamblyn_,0.72992,787
Amelia_Vega_,0.58634,301
Amelie_Mauresmo_,1.05821,1612
Amer_al-Saadi_,0.918694,1390
Amram_Mitzna_,0.837318,1185
Ana_Guevara_,0.68888,658
Ana_Palacio_,0.524048,146
Anastasia_Myskina_,0.811721,1096
Anders_Ebbeson_,1.0755,1629
Anders_Fogh_Rasmussen_,0.511017,119
Andre_Agassi_,0.974122,1497
Andrei_Mikhnevich_,0.79839,1049
Andrew_Bunner_,0.747823,864
Andrew_Cuomo_,0.915318,1383
