Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,238,635
Aaron_Sorkin_,451,1014
Abdel_Nasser_Assidi_,213,576
Abdoulaye_Wade_,414,956
Abdullah_,267,692
Abdullah_Gul_,288,733
Abdullah_al-Attiyah_,1355,1659
Abdullatif_Sener_,43,125
Abel_Pacheco_,980,1543
Abid_Hamid_Mahmud_Al-Tikriti_,687,1317
Adam_Sandler_,505,1099
Adam_Scott_,1340,1654
Adel_Al-Jubeir_,852,1462
Adolfo_Aguilar_Zinser_,583,1202
Adolfo_Rodriguez_Saa_,82,235
Adrian_McPherson_,1,1
Adrian_Nastase_,166,465
Adrien_Brody_,128,363
Ahmad_Masood_,311,776
Ahmed_Chalabi_,377,891
Ahmet_Necdet_Sezer_,957,1531
Ai_Sugiyama_,731,1359
Aicha_El_Ouafi_,684,1313
Aitor_Gonzalez_,550,1153
Akbar_Hashemi_Rafsanjani_,240,639
Akhmed_Zakayev_,470,1042
Al_Davis_,763,1386
Al_Gore_,428,981
Al_Pacino_,674,1301
Al_Sharpton_,1273,1639
Alan_Ball_,561,1166
Alan_Greenspan_,932,1514
Alan_Mulally_,893,1491
Alastair_Campbell_,205,556
Albert_Costa_,1110,1600
Alberto_Fujimori_,481,1063
Alberto_Ruiz_Gallardon_,204,554
Albrecht_Mentz_,753,1376
Aldo_Paredes_,2,4
Alec_Baldwin_,351,845
Alejandro_Atchugarry_,68,195
Alejandro_Avila_,619,1244
Alejandro_Toledo_,425,974
Aleksander_Kwasniewski_,774,1400
Alex_Barros_,236,629
Alex_Penelas_,111,316
Alex_Sink_,574,1191
Alexander_Downer_,88,252
Alexander_Losyukov_,332,814
Alexander_Rumyantsev_,285,726
Alexandra_Stevenson_,988,1545
Alexandra_Vodjanikova_,3,7
Ali_Abbas_,348,839
Ali_Khamenei_,4,10
Ali_Naimi_,417,961
Alice_Fisher_,409,947
Alicia_Silverstone_,360,859
Alimzhan_Tokhtakhounov_,962,1534
Alison_Lohman_,475,1052
Allen_Iverson_,5,13
Allison_Janney_,550,1154
Allyson_Felix_,1041,1566
Alvaro_Noboa_,386,905
Alvaro_Silva_Calderon_,153,431
Alvaro_Uribe_,173,481
Amanda_Beard_,6,16
Amanda_Bynes_,59,171
Amanda_Coetzer_,7,19
Amber_Tamblyn_,338,822
Amelia_Vega_,139,394
Amelie_Mauresmo_,298,752
Amer_al-Saadi_,467,1036
Amram_Mitzna_,213,577
Ana_Guevara_,1165,1612
Ana_Palacio_,4,11
Anastasia_Myskina_,1130,1604
Anders_Ebbeson_,37,107
Anders_Fogh_Rasmussen_,704,1334
Andre_Agassi_,778,1404
Andrei_Mikhnevich_,227,609
Andrew_Bunner_,652,1281
Andrew_Cuomo_,162,454
Andrew_Niccol_,8,22
Andrew_Weissmann_,579,1197
Andy_Hebb_,357,854
Andy_Roddick_,869,1474
Angela_Bassett_,193,531
Angela_Lansbury_,229,613
Angela_Merkel_,49,142
Angelina_Jolie_,391,914
Angelo_Reyes_,810,1434
Anibal_Ibarra_,285,727
Ann_Veneman_,164,460
Anna_Kournikova_,245,649
Anna_Nicole_Smith_,57,166
Anne_Krueger_,24,68
Anne_McLellan_,293,743
