Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.757489,1077
Aaron_Sorkin_,0.888156,1393
Abdel_Nasser_Assidi_,0.75756,1078
Abdoulaye_Wade_,0.82828,1251
Abdullah_,0.30522,2
Abdullah_Gul_,0.629187,662
Abdullah_al-Attiyah_,1.03578,1604
Abdullatif_Sener_,0.481378,186
Abel_Pacheco_,0.995956,1561
Abid_Hamid_Mahmud_Al-Tikriti_,0.571615,466
Adam_Sandler_,0.796403,1183
Adam_Scott_,0.8779,1370
Adel_Al-Jubeir_,0.812702,1211
Adolfo_Aguilar_Zinser_,0.612461,602
Adolfo_Rodriguez_Saa_,0.811904,1210
Adrian_McPherson_,0.97875,1538
Adrian_Nastase_,0.39497,42
Adrien_Brody_,0.786239,1153
Ahmad_Masood_,0.469481,160
Ahmed_Chalabi_,0.389806,33
Ahmet_Necdet_Sezer_,0.931479,1471
Ai_Sugiyama_,0.553178,397
Aicha_El_Ouafi_,0.418794,69
Aitor_Gonzalez_,0.82711,1248
Akbar_Hashemi_Rafsanjani_,0.703675,903
Akhmed_Zakayev_,0.475685,174
Al_Davis_,0.517458,280
Al_Gore_,0.94278,1488
Al_Pacino_,1.17606,1662
Al_Sharpton_,0.471773,170
Alan_Ball_,0.854262,1316
Alan_Greenspan_,0.757201,1075
Alan_Mulally_,0.41895,70
Alastair_Campbell_,1.00368,1569
Albert_Costa_,0.905088,1424
Alberto_Fujimori_,0.687729,854
Alberto_Ruiz_Gallardon_,0.677029,806
Albrecht_Mentz_,0.861311,1334
Aldo_Paredes_,0.526953,317
Alec_Baldwin_,0.580614,492
Alejandro_Atchugarry_,0.557481,413
Alejandro_Avila_,0.767519,1114
Alejandro_Toledo_,0.488022,203
Aleksander_Kwasniewski_,0.888002,1392
Alex_Barros_,0.783827,1150
Alex_Penelas_,0.58924,525
Alex_Sink_,0.654062,741
Alexander_Downer_,0.509288,251
Alexander_Losyukov_,0.401524,48
Alexander_Rumyantsev_,0.948677,1497
Alexandra_Stevenson_,0.659719,752
Alexandra_Vodjanikova_,0.561146,425
Ali_Abbas_,0.831242,1256
Ali_Khamenei_,0.739139,1021
Ali_Naimi_,0.817859,1219
Alice_Fisher_,0.51049,255
Alicia_Silverstone_,0.990652,1553
Alimzhan_Tokhtakhounov_,0.933196,1479
Alison_Lohman_,1.2254,1675
Allen_Iverson_,0.738942,1020
Allison_Janney_,0.87742,1368
Allyson_Felix_,0.440329,107
Alvaro_Noboa_,0.924543,1453
Alvaro_Silva_Calderon_,0.662773,762
Alvaro_Uribe_,0.848486,1303
Amanda_Beard_,0.860225,1328
Amanda_Bynes_,0.696154,882
Amanda_Coetzer_,0.485095,196
Amber_Tamblyn_,0.837549,1274
Amelia_Vega_,0.68533,846
Amelie_Mauresmo_,1.12194,1653
Amer_al-Saadi_,0.919033,1443
Amram_Mitzna_,0.77356,1132
Ana_Guevara_,0.650413,728
Ana_Palacio_,0.66856,776
Anastasia_Myskina_,0.753309,1065
Anders_Ebbeson_,0.685503,847
Anders_Fogh_Rasmussen_,0.420744,74
Andre_Agassi_,0.736118,1010
Andrei_Mikhnevich_,0.401947,51
Andrew_Bunner_,0.510861,256
