Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,138492,1282
Aaron_Sorkin_,145975,1440
Abdel_Nasser_Assidi_,122539,796
Abdoulaye_Wade_,75660,98
Abdullah_,141183,1349
Abdullah_Gul_,131583,1099
Abdullah_al-Attiyah_,140252,1329
Abdullatif_Sener_,112983,523
Abel_Pacheco_,115326,584
Abid_Hamid_Mahmud_Al-Tikriti_,126194,919
Adam_Sandler_,117351,640
Adam_Scott_,130752,1077
Adel_Al-Jubeir_,124231,861
Adolfo_Aguilar_Zinser_,138672,1286
Adolfo_Rodriguez_Saa_,122740,803
Adrian_McPherson_,133611,1157
Adrian_Nastase_,0,1
Adrien_Brody_,119360,702
Ahmad_Masood_,140697,1339
Ahmed_Chalabi_,161077,1623
Ahmet_Necdet_Sezer_,69416,85
Ai_Sugiyama_,106123,370
Aicha_El_Ouafi_,93480,189
Aitor_Gonzalez_,119150,688
Akbar_Hashemi_Rafsanjani_,137140,1251
Akhmed_Zakayev_,142353,1374
Al_Davis_,109282,442
Al_Gore_,110843,481
Al_Pacino_,125438,905
Al_Sharpton_,150628,1512
Alan_Ball_,108984,432
Alan_Greenspan_,137047,1244
Alan_Mulally_,117084,628
Alastair_Campbell_,79585.7,105
Albert_Costa_,108014,408
Alberto_Fujimori_,97511,247
Alberto_Ruiz_Gallardon_,138932,1293
Albrecht_Mentz_,0,2
Aldo_Paredes_,133909,1165
Alec_Baldwin_,171672,1666
Alejandro_Atchugarry_,117934,655
Alejandro_Avila_,150415,1505
Alejandro_Toledo_,132325,1121
Aleksander_Kwasniewski_,107391,396
Alex_Barros_,139242,1301
Alex_Penelas_,88376.5,151
Alex_Sink_,131078,1087
Alexander_Downer_,115136,574
Alexander_Losyukov_,155060,1565
Alexander_Rumyantsev_,143438,1391
Alexandra_Stevenson_,115969,602
Alexandra_Vodjanikova_,132626,1134
Ali_Abbas_,119295,697
Ali_Khamenei_,143008,1385
Ali_Naimi_,102998,326
Alice_Fisher_,124985,885
Alicia_Silverstone_,95134,214
Alimzhan_Tokhtakhounov_,95588,224
Alison_Lohman_,109424,446
Allen_Iverson_,178496,1673
Allison_Janney_,122996,816
Allyson_Felix_,129095,1030
Alvaro_Noboa_,142855,1382
Alvaro_Silva_Calderon_,137815,1268
Alvaro_Uribe_,139855,1319
Amanda_Beard_,100827,289
Amanda_Bynes_,128644,1015
Amanda_Coetzer_,150457,1507
Amber_Tamblyn_,97556.8,248
Amelia_Vega_,98010.7,257
Amelie_Mauresmo_,121589,761
Amer_al-Saadi_,101818,305
Amram_Mitzna_,103629,335
Ana_Guevara_,137847,1270
Ana_Palacio_,118741,677
Anastasia_Myskina_,120190,729
Anders_Ebbeson_,113227,530
Anders_Fogh_Rasmussen_,119659,711
Andre_Agassi_,125189,892
Andrei_Mikhnevich_,109640,453
Andrew_Bunner_,129247,1034
Andrew_Cuomo_,113628,541
Andrew_Niccol_,102920,324
Andrew_Weissmann_,139411,1306
Andy_Hebb_,115576,593
Andy_Roddick_,133911,1166
Angela_Bassett_,128027,990
Angela_Lansbury_,97844,253
Angela_Merkel_,168673,1657
Angelina_Jolie_,149275,1494
Angelo_Reyes_,109242,440
