Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,135948,1220
Aaron_Sorkin_,129607,1027
Abdel_Nasser_Assidi_,95816.5,228
Abdoulaye_Wade_,112218,515
Abdullah_,130909,1070
Abdullah_Gul_,150022,1479
Abdullah_al-Attiyah_,139207,1307
Abdullatif_Sener_,127511,975
Abel_Pacheco_,134096,1170
Abid_Hamid_Mahmud_Al-Tikriti_,100898,300
Adam_Sandler_,122225,796
Adam_Scott_,138610,1289
Adel_Al-Jubeir_,89854.5,152
Adolfo_Aguilar_Zinser_,127081,955
Adolfo_Rodriguez_Saa_,191118,1673
Adrian_McPherson_,131881,1108
Adrian_Nastase_,107718,414
Adrien_Brody_,132796,1128
Ahmad_Masood_,90160,155
Ahmed_Chalabi_,133799,1155
Ahmet_Necdet_Sezer_,134692,1191
Ai_Sugiyama_,96099.7,232
Aicha_El_Ouafi_,124124,854
Aitor_Gonzalez_,130812,1065
Akbar_Hashemi_Rafsanjani_,126469,938
Akhmed_Zakayev_,154270,1539
Al_Davis_,114433,576
Al_Gore_,143085,1381
Al_Pacino_,128906,1009
Al_Sharpton_,156376,1563
Alan_Ball_,105018,358
Alan_Greenspan_,94431,212
Alan_Mulally_,108990,439
Alastair_Campbell_,92056,176
Albert_Costa_,99725,278
Alberto_Fujimori_,144022,1397
Alberto_Ruiz_Gallardon_,129191,1019
Albrecht_Mentz_,119389,713
Aldo_Paredes_,0,1
Alec_Baldwin_,158660,1588
Alejandro_Atchugarry_,152646,1514
Alejandro_Avila_,97672,249
Alejandro_Toledo_,110867,486
Aleksander_Kwasniewski_,111936,504
Alex_Barros_,154241,1538
Alex_Penelas_,180491,1667
Alex_Sink_,114909,588
Alexander_Downer_,131935,1111
Alexander_Losyukov_,128128,991
Alexander_Rumyantsev_,0,2
Alexandra_Stevenson_,118979,700
Alexandra_Vodjanikova_,124488,867
Ali_Abbas_,127223,964
Ali_Khamenei_,139739,1320
Ali_Naimi_,133734,1153
Alice_Fisher_,105736,375
Alicia_Silverstone_,126748,946
Alimzhan_Tokhtakhounov_,102122,315
Alison_Lohman_,150571,1485
Allen_Iverson_,126008,915
Allison_Janney_,107382,404
Allyson_Felix_,136539,1235
Alvaro_Noboa_,137493,1255
Alvaro_Silva_Calderon_,203941,1676
Alvaro_Uribe_,146678,1434
Amanda_Beard_,161984,1614
Amanda_Bynes_,112506,526
Amanda_Coetzer_,0,3
Amber_Tamblyn_,76126.7,93
Amelia_Vega_,112017,508
Amelie_Mauresmo_,131104,1078
Amer_al-Saadi_,151099,1493
Amram_Mitzna_,117965,670
Ana_Guevara_,126792,948
Ana_Palacio_,149909,1476
Anastasia_Myskina_,121168,757
Anders_Ebbeson_,137255,1250
Anders_Fogh_Rasmussen_,98351,258
Andre_Agassi_,145143,1412
Andrei_Mikhnevich_,149384,1473
Andrew_Bunner_,92928,185
Andrew_Cuomo_,0,4
Andrew_Niccol_,89807.8,149
Andrew_Weissmann_,125154,886
Andy_Hebb_,135649,1209
Andy_Roddick_,108356,429
Angela_Bassett_,134385,1181
Angela_Lansbury_,133544,1147
Angela_Merkel_,98530,259
Angelina_Jolie_,130045,1045
