Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2985,1164
Aaron_Sorkin_,3178,1285
Abdel_Nasser_Assidi_,2582,872
Abdoulaye_Wade_,3284,1346
Abdullah_,4280,1645
Abdullah_Gul_,3331,1367
Abdullah_al-Attiyah_,3331,1368
Abdullatif_Sener_,4059,1612
Abel_Pacheco_,2407,759
Abid_Hamid_Mahmud_Al-Tikriti_,3791,1556
Adam_Sandler_,2840,1071
Adam_Scott_,3324,1364
Adel_Al-Jubeir_,3452,1430
Adolfo_Aguilar_Zinser_,2539,846
Adolfo_Rodriguez_Saa_,2637,913
Adrian_McPherson_,3027,1198
Adrian_Nastase_,3268,1339
Adrien_Brody_,2007,502
Ahmad_Masood_,2574,865
Ahmed_Chalabi_,2319,696
Ahmet_Necdet_Sezer_,2678,954
Ai_Sugiyama_,1612,249
Aicha_El_Ouafi_,2466,790
Aitor_Gonzalez_,4709,1676
Akbar_Hashemi_Rafsanjani_,1934,450
Akhmed_Zakayev_,2641,918
Al_Davis_,3263,1334
Al_Gore_,3514,1459
Al_Pacino_,2235,638
Al_Sharpton_,4141,1628
Alan_Ball_,2124,574
Alan_Greenspan_,3523,1467
Alan_Mulally_,2186,604
Alastair_Campbell_,3556,1477
Albert_Costa_,4029,1606
Alberto_Fujimori_,2471,797
Alberto_Ruiz_Gallardon_,2812,1053
Albrecht_Mentz_,2018,509
Aldo_Paredes_,2208,621
Alec_Baldwin_,3981,1592
Alejandro_Atchugarry_,3593,1491
Alejandro_Avila_,4228,1637
Alejandro_Toledo_,2860,1083
Aleksander_Kwasniewski_,2052,533
Alex_Barros_,2618,899
Alex_Penelas_,1674,281
Alex_Sink_,2274,668
Alexander_Downer_,1434,179
Alexander_Losyukov_,3494,1449
Alexander_Rumyantsev_,1851,394
Alexandra_Stevenson_,2619,902
Alexandra_Vodjanikova_,2516,826
Ali_Abbas_,685,24
Ali_Khamenei_,3827,1568
Ali_Naimi_,1569,230
Alice_Fisher_,2263,660
Alicia_Silverstone_,2985,1165
Alimzhan_Tokhtakhounov_,960,56
Alison_Lohman_,1585,239
Allen_Iverson_,3725,1540
Allison_Janney_,1688,289
Allyson_Felix_,4213,1636
Alvaro_Noboa_,1830,374
Alvaro_Silva_Calderon_,3112,1253
Alvaro_Uribe_,2555,853
Amanda_Beard_,1910,432
Amanda_Bynes_,619,16
Amanda_Coetzer_,2894,1104
Amber_Tamblyn_,1593,241
Amelia_Vega_,1872,409
Amelie_Mauresmo_,1765,343
Amer_al-Saadi_,3485,1443
Amram_Mitzna_,3033,1201
Ana_Guevara_,2005,500
Ana_Palacio_,2800,1045
Anastasia_Myskina_,2108,563
Anders_Ebbeson_,4492,1670
Anders_Fogh_Rasmussen_,1306,148
Andre_Agassi_,2021,512
Andrei_Mikhnevich_,3411,1411
Andrew_Bunner_,3658,1518
Andrew_Cuomo_,847,42
Andrew_Niccol_,1860,402
Andrew_Weissmann_,2475,799
Andy_Hebb_,1985,492
Andy_Roddick_,2831,1062
Angela_Bassett_,3472,1438
Angela_Lansbury_,1380,163
Angela_Merkel_,1666,272
Angelina_Jolie_,2244,643
Angelo_Reyes_,2352,721
