Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,143,389
Aaron_Sorkin_,344,802
Abdel_Nasser_Assidi_,413,910
Abdoulaye_Wade_,1124,1599
Abdullah_,896,1471
Abdullah_Gul_,324,764
Abdullah_al-Attiyah_,559,1129
Abdullatif_Sener_,862,1450
Abel_Pacheco_,122,337
Abid_Hamid_Mahmud_Al-Tikriti_,613,1198
Adam_Sandler_,17,48
Adam_Scott_,464,989
Adel_Al-Jubeir_,401,890
Adolfo_Aguilar_Zinser_,1018,1555
Adolfo_Rodriguez_Saa_,1,1
Adrian_McPherson_,1141,1607
Adrian_Nastase_,135,370
Adrien_Brody_,642,1234
Ahmad_Masood_,760,1362
Ahmed_Chalabi_,417,916
Ahmet_Necdet_Sezer_,152,410
Ai_Sugiyama_,257,645
Aicha_El_Ouafi_,650,1243
Aitor_Gonzalez_,506,1053
Akbar_Hashemi_Rafsanjani_,272,672
Akhmed_Zakayev_,574,1146
Al_Davis_,1119,1594
Al_Gore_,36,104
Al_Pacino_,44,127
Al_Sharpton_,1025,1557
Alan_Ball_,738,1338
Alan_Greenspan_,1157,1612
Alan_Mulally_,2,4
Alastair_Campbell_,1006,1544
Albert_Costa_,780,1379
Alberto_Fujimori_,766,1367
Alberto_Ruiz_Gallardon_,3,7
Albrecht_Mentz_,166,444
Aldo_Paredes_,475,1005
Alec_Baldwin_,294,709
Alejandro_Atchugarry_,646,1239
Alejandro_Avila_,880,1464
Alejandro_Toledo_,506,1054
Aleksander_Kwasniewski_,554,1121
Alex_Barros_,329,777
Alex_Penelas_,109,305
Alex_Sink_,598,1181
Alexander_Downer_,29,84
Alexander_Losyukov_,113,316
Alexander_Rumyantsev_,171,457
Alexandra_Stevenson_,257,646
Alexandra_Vodjanikova_,206,529
Ali_Abbas_,395,881
Ali_Khamenei_,1024,1556
Ali_Naimi_,43,124
Alice_Fisher_,987,1532
Alicia_Silverstone_,909,1480
Alimzhan_Tokhtakhounov_,125,345
Alison_Lohman_,375,853
Allen_Iverson_,593,1170
Allison_Janney_,492,1029
Allyson_Felix_,750,1349
Alvaro_Noboa_,424,925
Alvaro_Silva_Calderon_,187,487
Alvaro_Uribe_,193,500
Amanda_Beard_,543,1103
Amanda_Bynes_,153,412
Amanda_Coetzer_,4,10
Amber_Tamblyn_,98,279
Amelia_Vega_,182,478
Amelie_Mauresmo_,1014,1549
Amer_al-Saadi_,183,480
Amram_Mitzna_,160,430
Ana_Guevara_,148,399
Ana_Palacio_,166,445
Anastasia_Myskina_,496,1035
Anders_Ebbeson_,165,441
Anders_Fogh_Rasmussen_,520,1077
Andre_Agassi_,784,1384
Andrei_Mikhnevich_,5,13
Andrew_Bunner_,434,942
Andrew_Cuomo_,180,474
Andrew_Niccol_,208,535
Andrew_Weissmann_,557,1125
Andy_Hebb_,6,16
Andy_Roddick_,597,1180
Angela_Bassett_,632,1223
Angela_Lansbury_,15,42
Angela_Merkel_,142,386
Angelina_Jolie_,355,819
Angelo_Reyes_,112,313
Anibal_Ibarra_,681,1280
Ann_Veneman_,228,579
Anna_Kournikova_,266,665
Anna_Nicole_Smith_,494,1032
Anne_Krueger_,656,1250
