Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.730227,728
Aaron_Sorkin_,0.662737,548
Abdel_Nasser_Assidi_,0.55097,276
Abdoulaye_Wade_,0.795441,915
Abdullah_,0.531175,246
Abdullah_Gul_,0.957455,1309
Abdullah_al-Attiyah_,0.871838,1102
Abdullatif_Sener_,1.00249,1407
Abel_Pacheco_,0.960689,1317
Abid_Hamid_Mahmud_Al-Tikriti_,0.554701,284
Adam_Sandler_,0.580549,352
Adam_Scott_,0.962455,1319
Adel_Al-Jubeir_,0.829229,996
Adolfo_Aguilar_Zinser_,0.79184,901
Adolfo_Rodriguez_Saa_,0.50332,195
Adrian_McPherson_,1.31259,1655
Adrian_Nastase_,0.516166,220
Adrien_Brody_,0.464978,130
Ahmad_Masood_,0.678149,589
Ahmed_Chalabi_,0.682234,598
Ahmet_Necdet_Sezer_,0.957188,1308
Ai_Sugiyama_,0.822781,980
Aicha_El_Ouafi_,0.694599,636
Aitor_Gonzalez_,0.862077,1083
Akbar_Hashemi_Rafsanjani_,0.612416,420
Akhmed_Zakayev_,0.666894,565
Al_Davis_,0.840008,1025
Al_Gore_,1.18312,1615
Al_Pacino_,0.689014,615
Al_Sharpton_,0.656385,528
Alan_Ball_,0.993511,1382
Alan_Greenspan_,0.478589,149
Alan_Mulally_,1.01082,1423
Alastair_Campbell_,1.33757,1662
Albert_Costa_,1.05429,1479
Alberto_Fujimori_,0.90189,1183
Alberto_Ruiz_Gallardon_,0.481716,155
Albrecht_Mentz_,0.743703,762
Aldo_Paredes_,0.796666,919
Alec_Baldwin_,0.65818,533
Alejandro_Atchugarry_,0.538606,255
Alejandro_Avila_,1.00215,1404
Alejandro_Toledo_,0.639817,479
Aleksander_Kwasniewski_,0.513569,212
Alex_Barros_,0.390237,32
Alex_Penelas_,0.555421,288
Alex_Sink_,1.00708,1414
Alexander_Downer_,0.410206,65
Alexander_Losyukov_,0.75273,785
Alexander_Rumyantsev_,0.998078,1394
Alexandra_Stevenson_,0.972041,1341
Alexandra_Vodjanikova_,0.469253,137
Ali_Abbas_,0.950602,1297
Ali_Khamenei_,1.28657,1646
Ali_Naimi_,1.00248,1406
Alice_Fisher_,0.564357,306
Alicia_Silverstone_,0.902266,1185
Alimzhan_Tokhtakhounov_,0.916787,1213
Alison_Lohman_,1.0888,1516
Allen_Iverson_,0.951897,1302
Allison_Janney_,0.896608,1168
Allyson_Felix_,0.783446,881
Alvaro_Noboa_,0.713293,680
Alvaro_Silva_Calderon_,0.574842,337
Alvaro_Uribe_,0.875236,1116
Amanda_Beard_,0.827493,992
Amanda_Bynes_,0.511887,211
Amanda_Coetzer_,0.821283,978
Amber_Tamblyn_,0.843273,1034
Amelia_Vega_,0.464276,128
Amelie_Mauresmo_,1.34279,1663
Amer_al-Saadi_,0.433879,89
Amram_Mitzna_,0.975712,1352
Ana_Guevara_,0.784382,884
Ana_Palacio_,0.386521,27
Anastasia_Myskina_,0.747566,769
Anders_Ebbeson_,1.01983,1433
Anders_Fogh_Rasmussen_,0.467844,136
Andre_Agassi_,0.732513,736
Andrei_Mikhnevich_,0.804957,939
Andrew_Bunner_,0.896015,1166
