Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,138575,1263
Aaron_Sorkin_,137962,1250
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,136254,1201
Abdullah_,98576.3,397
Abdullah_Gul_,115292,638
Abdullah_al-Attiyah_,131974,1074
Abdullatif_Sener_,129968,1014
Abel_Pacheco_,141334,1325
Abid_Hamid_Mahmud_Al-Tikriti_,115724,652
Adam_Sandler_,59704,301
Adam_Scott_,0,2
Adel_Al-Jubeir_,0,3
Adolfo_Aguilar_Zinser_,139572,1295
Adolfo_Rodriguez_Saa_,138678,1268
Adrian_McPherson_,129902,1013
Adrian_Nastase_,138974,1277
Adrien_Brody_,142566,1352
Ahmad_Masood_,142406,1348
Ahmed_Chalabi_,146873,1431
Ahmet_Necdet_Sezer_,109767,541
Ai_Sugiyama_,116503,669
Aicha_El_Ouafi_,108881,526
Aitor_Gonzalez_,0,4
Akbar_Hashemi_Rafsanjani_,123544,854
Akhmed_Zakayev_,0,5
Al_Davis_,100815,411
Al_Gore_,132099,1078
Al_Pacino_,132300,1086
Al_Sharpton_,122781,828
Alan_Ball_,137678,1240
Alan_Greenspan_,138026,1252
Alan_Mulally_,124523,889
Alastair_Campbell_,156732,1562
Albert_Costa_,150729,1487
Alberto_Fujimori_,132607,1095
Alberto_Ruiz_Gallardon_,120105,760
Albrecht_Mentz_,121104,780
Aldo_Paredes_,127807,967
Alec_Baldwin_,148523,1454
Alejandro_Atchugarry_,87318,337
Alejandro_Avila_,0,6
Alejandro_Toledo_,106162,487
Aleksander_Kwasniewski_,114266,620
Alex_Barros_,161463,1604
Alex_Penelas_,119005,735
Alex_Sink_,110661,555
Alexander_Downer_,0,7
Alexander_Losyukov_,135739,1190
Alexander_Rumyantsev_,148208,1452
Alexandra_Stevenson_,138081,1253
Alexandra_Vodjanikova_,0,8
Ali_Abbas_,142589,1353
Ali_Khamenei_,0,9
Ali_Naimi_,121167,783
Alice_Fisher_,94616,372
Alicia_Silverstone_,115294,639
Alimzhan_Tokhtakhounov_,111448,564
Alison_Lohman_,110168,547
Allen_Iverson_,0,10
Allison_Janney_,127734,966
Allyson_Felix_,158902,1586
Alvaro_Noboa_,154360,1539
Alvaro_Silva_Calderon_,101796,421
Alvaro_Uribe_,163717,1617
Amanda_Beard_,104435,459
Amanda_Bynes_,150155,1475
Amanda_Coetzer_,93340,362
Amber_Tamblyn_,154885,1542
Amelia_Vega_,139260,1290
Amelie_Mauresmo_,76980,313
Amer_al-Saadi_,114279,622
Amram_Mitzna_,128687,993
Ana_Guevara_,131409,1060
Ana_Palacio_,103367,446
Anastasia_Myskina_,145482,1408
Anders_Ebbeson_,131028,1052
Anders_Fogh_Rasmussen_,117673,704
Andre_Agassi_,151862,1502
Andrei_Mikhnevich_,143080,1365
Andrew_Bunner_,132708,1099
Andrew_Cuomo_,130933,1049
Andrew_Niccol_,147306,1438
Andrew_Weissmann_,0,11
Andy_Hebb_,0,12
Andy_Roddick_,132737,1103
Angela_Bassett_,0,13
Angela_Lansbury_,147380,1440
Angela_Merkel_,169671,1641
Angelina_Jolie_,88581,343
Angelo_Reyes_,109379,535
