Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,170,450
Aaron_Sorkin_,1026,1560
Abdel_Nasser_Assidi_,772,1388
Abdoulaye_Wade_,1491,1678
Abdullah_,1216,1639
Abdullah_Gul_,303,721
Abdullah_al-Attiyah_,211,534
Abdullatif_Sener_,983,1532
Abel_Pacheco_,159,424
Abid_Hamid_Mahmud_Al-Tikriti_,210,533
Adam_Sandler_,80,231
Adam_Scott_,309,733
Adel_Al-Jubeir_,882,1475
Adolfo_Aguilar_Zinser_,677,1282
Adolfo_Rodriguez_Saa_,89,253
Adrian_McPherson_,714,1329
Adrian_Nastase_,1159,1621
Adrien_Brody_,404,899
Ahmad_Masood_,1,1
Ahmed_Chalabi_,411,913
Ahmet_Necdet_Sezer_,687,1296
Ai_Sugiyama_,168,445
Aicha_El_Ouafi_,347,805
Aitor_Gonzalez_,2,4
Akbar_Hashemi_Rafsanjani_,254,615
Akhmed_Zakayev_,518,1075
Al_Davis_,1141,1613
Al_Gore_,450,972
Al_Pacino_,152,408
Al_Sharpton_,903,1488
Alan_Ball_,415,919
Alan_Greenspan_,1231,1641
Alan_Mulally_,898,1485
Alastair_Campbell_,259,628
Albert_Costa_,141,381
Alberto_Fujimori_,293,700
Alberto_Ruiz_Gallardon_,3,7
Albrecht_Mentz_,338,789
Aldo_Paredes_,335,784
Alec_Baldwin_,644,1245
Alejandro_Atchugarry_,463,994
Alejandro_Avila_,641,1242
Alejandro_Toledo_,491,1035
Aleksander_Kwasniewski_,196,501
Alex_Barros_,370,840
Alex_Penelas_,104,290
Alex_Sink_,570,1153
Alexander_Downer_,180,470
Alexander_Losyukov_,260,631
Alexander_Rumyantsev_,430,942
Alexandra_Stevenson_,334,782
Alexandra_Vodjanikova_,372,844
Ali_Abbas_,231,573
Ali_Khamenei_,824,1433
Ali_Naimi_,394,881
Alice_Fisher_,1013,1551
Alicia_Silverstone_,279,668
Alimzhan_Tokhtakhounov_,184,480
Alison_Lohman_,257,624
Allen_Iverson_,404,900
Allison_Janney_,343,798
Allyson_Felix_,1033,1561
Alvaro_Noboa_,433,948
Alvaro_Silva_Calderon_,556,1133
Alvaro_Uribe_,537,1111
Amanda_Beard_,365,833
Amanda_Bynes_,64,188
Amanda_Coetzer_,1254,1647
Amber_Tamblyn_,16,45
Amelia_Vega_,274,659
Amelie_Mauresmo_,693,1306
Amer_al-Saadi_,188,485
Amram_Mitzna_,371,841
Ana_Guevara_,122,333
Ana_Palacio_,221,553
Anastasia_Myskina_,618,1214
Anders_Ebbeson_,757,1372
Anders_Fogh_Rasmussen_,362,829
Andre_Agassi_,787,1404
Andrei_Mikhnevich_,550,1124
Andrew_Bunner_,424,933
Andrew_Cuomo_,110,303
Andrew_Niccol_,143,387
Andrew_Weissmann_,4,10
Andy_Hebb_,35,102
Andy_Roddick_,952,1517
Angela_Bassett_,147,396
Angela_Lansbury_,22,63
Angela_Merkel_,52,153
Angelina_Jolie_,406,903
Angelo_Reyes_,58,171
Anibal_Ibarra_,74,214
Ann_Veneman_,318,750
Anna_Kournikova_,1397,1670
Anna_Nicole_Smith_,494,1039
Anne_Krueger_,863,1460
Anne_McLellan_,141,382
