Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,124029,1014
Aaron_Sorkin_,169071,1659
Abdel_Nasser_Assidi_,96791.3,382
Abdoulaye_Wade_,0,1
Abdullah_,93066.5,327
Abdullah_Gul_,150389,1565
Abdullah_al-Attiyah_,87534.5,268
Abdullatif_Sener_,123117,991
Abel_Pacheco_,111539,701
Abid_Hamid_Mahmud_Al-Tikriti_,120862,928
Adam_Sandler_,85140,252
Adam_Scott_,159064,1619
Adel_Al-Jubeir_,134958,1302
Adolfo_Aguilar_Zinser_,108245,614
Adolfo_Rodriguez_Saa_,113921,751
Adrian_McPherson_,130511,1201
Adrian_Nastase_,0,2
Adrien_Brody_,144028,1495
Ahmad_Masood_,167177,1651
Ahmed_Chalabi_,163389,1641
Ahmet_Necdet_Sezer_,111818,708
Ai_Sugiyama_,90051,298
Aicha_El_Ouafi_,97407,391
Aitor_Gonzalez_,121870,952
Akbar_Hashemi_Rafsanjani_,105915,570
Akhmed_Zakayev_,123592,1007
Al_Davis_,103925,520
Al_Gore_,89385,289
Al_Pacino_,104109,524
Al_Sharpton_,105629,564
Alan_Ball_,83862,239
Alan_Greenspan_,62304,150
Alan_Mulally_,130937,1211
Alastair_Campbell_,121893,953
Albert_Costa_,93978,341
Alberto_Fujimori_,114602,770
Alberto_Ruiz_Gallardon_,0,3
Albrecht_Mentz_,94084,343
Aldo_Paredes_,138532,1389
Alec_Baldwin_,96480,375
Alejandro_Atchugarry_,135656,1321
Alejandro_Avila_,127744,1120
Alejandro_Toledo_,126516,1089
Aleksander_Kwasniewski_,101936,484
Alex_Barros_,92626,323
Alex_Penelas_,94603,349
Alex_Sink_,0,4
Alexander_Downer_,68077,162
Alexander_Losyukov_,100675,457
Alexander_Rumyantsev_,122200,964
Alexandra_Stevenson_,0,5
Alexandra_Vodjanikova_,104812,546
Ali_Abbas_,136038,1336
Ali_Khamenei_,142864,1476
Ali_Naimi_,128206,1129
Alice_Fisher_,123687,1008
Alicia_Silverstone_,106158,574
Alimzhan_Tokhtakhounov_,103381,509
Alison_Lohman_,0,6
Allen_Iverson_,0,7
Allison_Janney_,83283,234
Allyson_Felix_,111344,692
Alvaro_Noboa_,104812,547
Alvaro_Silva_Calderon_,135491,1315
Alvaro_Uribe_,98399,410
Amanda_Beard_,51182,140
Amanda_Bynes_,108481,617
Amanda_Coetzer_,130550,1203
Amber_Tamblyn_,126131,1079
Amelia_Vega_,101084,464
Amelie_Mauresmo_,96579.5,377
Amer_al-Saadi_,80395,210
Amram_Mitzna_,118606,853
Ana_Guevara_,67052,158
Ana_Palacio_,82983,229
Anastasia_Myskina_,104081,523
Anders_Ebbeson_,158400,1616
Anders_Fogh_Rasmussen_,159426,1623
Andre_Agassi_,131434,1222
Andrei_Mikhnevich_,0,8
Andrew_Bunner_,133603,1265
Andrew_Cuomo_,105670,565
Andrew_Niccol_,129164,1157
Andrew_Weissmann_,114131,759
Andy_Hebb_,100564,456
Andy_Roddick_,113763,747
Angela_Bassett_,122598,973
Angela_Lansbury_,65572,154
Angela_Merkel_,135268,1308
Angelina_Jolie_,127473,1113
Angelo_Reyes_,114090,758
Anibal_Ibarra_,94177,344
