Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,134520,1197
Aaron_Sorkin_,0,1
Abdel_Nasser_Assidi_,127443,986
Abdoulaye_Wade_,116543,621
Abdullah_,120755,770
Abdullah_Gul_,113616,535
Abdullah_al-Attiyah_,95320,186
Abdullatif_Sener_,107118,363
Abel_Pacheco_,90876,143
Abid_Hamid_Mahmud_Al-Tikriti_,138337,1284
Adam_Sandler_,121114,783
Adam_Scott_,118129,690
Adel_Al-Jubeir_,109572,424
Adolfo_Aguilar_Zinser_,123408,863
Adolfo_Rodriguez_Saa_,139140,1312
Adrian_McPherson_,103052,292
Adrian_Nastase_,146965,1476
Adrien_Brody_,133116,1153
Ahmad_Masood_,123686,870
Ahmed_Chalabi_,117792,677
Ahmet_Necdet_Sezer_,142696,1395
Ai_Sugiyama_,129776,1055
Aicha_El_Ouafi_,113721,537
Aitor_Gonzalez_,160628,1619
Akbar_Hashemi_Rafsanjani_,87422,121
Akhmed_Zakayev_,133663,1175
Al_Davis_,135427,1221
Al_Gore_,115975,602
Al_Pacino_,133501,1167
Al_Sharpton_,113594,533
Alan_Ball_,142455,1384
Alan_Greenspan_,120351,754
Alan_Mulally_,125810,939
Alastair_Campbell_,121842,805
Albert_Costa_,112482,506
Alberto_Fujimori_,125885,941
Alberto_Ruiz_Gallardon_,132114,1121
Albrecht_Mentz_,109035,413
Aldo_Paredes_,126070,948
Alec_Baldwin_,88150,123
Alejandro_Atchugarry_,160278,1614
Alejandro_Avila_,111012,464
Alejandro_Toledo_,150781,1522
Aleksander_Kwasniewski_,116519,620
Alex_Barros_,0,2
Alex_Penelas_,118071,687
Alex_Sink_,107739,383
Alexander_Downer_,111751,484
Alexander_Losyukov_,96286.5,197
Alexander_Rumyantsev_,118652,705
Alexandra_Stevenson_,97015,208
Alexandra_Vodjanikova_,119496,734
Ali_Abbas_,99285,238
Ali_Khamenei_,113833,540
Ali_Naimi_,122102,815
Alice_Fisher_,118587,704
Alicia_Silverstone_,135863,1234
Alimzhan_Tokhtakhounov_,126844,971
Alison_Lohman_,92362,159
Allen_Iverson_,134737,1206
Allison_Janney_,133223,1157
Allyson_Felix_,137567,1269
Alvaro_Noboa_,122989,852
Alvaro_Silva_Calderon_,137002,1258
Alvaro_Uribe_,142891,1404
Amanda_Beard_,99710.5,244
Amanda_Bynes_,116650,625
Amanda_Coetzer_,94328,178
Amber_Tamblyn_,122314,823
Amelia_Vega_,124857,910
Amelie_Mauresmo_,116735,630
Amer_al-Saadi_,142514,1386
Amram_Mitzna_,133584,1171
Ana_Guevara_,139753,1326
Ana_Palacio_,102200,277
Anastasia_Myskina_,153242,1555
Anders_Ebbeson_,0,3
Anders_Fogh_Rasmussen_,137433,1266
Andre_Agassi_,112048,493
Andrei_Mikhnevich_,141195,1358
Andrew_Bunner_,142824,1401
Andrew_Cuomo_,136307,1244
Andrew_Niccol_,117885,682
Andrew_Weissmann_,0,4
Andy_Hebb_,71737,76
Andy_Roddick_,121050,779
Angela_Bassett_,106964,356
Angela_Lansbury_,138166,1282
Angela_Merkel_,118557,703
Angelina_Jolie_,106964,357
Angelo_Reyes_,134422,1194
