Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2253,653
Aaron_Sorkin_,1305,141
Abdel_Nasser_Assidi_,3313,1368
Abdoulaye_Wade_,3878,1574
Abdullah_,3228,1330
Abdullah_Gul_,2500,819
Abdullah_al-Attiyah_,3786,1549
Abdullatif_Sener_,3360,1385
Abel_Pacheco_,2581,875
Abid_Hamid_Mahmud_Al-Tikriti_,3940,1592
Adam_Sandler_,1513,212
Adam_Scott_,2976,1162
Adel_Al-Jubeir_,3687,1512
Adolfo_Aguilar_Zinser_,2448,787
Adolfo_Rodriguez_Saa_,4020,1604
Adrian_McPherson_,3302,1367
Adrian_Nastase_,3491,1443
Adrien_Brody_,2028,506
Ahmad_Masood_,4519,1669
Ahmed_Chalabi_,1567,246
Ahmet_Necdet_Sezer_,1424,179
Ai_Sugiyama_,3219,1324
Aicha_El_Ouafi_,3153,1281
Aitor_Gonzalez_,4104,1623
Akbar_Hashemi_Rafsanjani_,2658,933
Akhmed_Zakayev_,2573,866
Al_Davis_,4095,1618
Al_Gore_,2868,1097
Al_Pacino_,1561,241
Al_Sharpton_,4020,1605
Alan_Ball_,2113,558
Alan_Greenspan_,3861,1571
Alan_Mulally_,2352,719
Alastair_Campbell_,3097,1232
Albert_Costa_,2022,499
Alberto_Fujimori_,3074,1222
Alberto_Ruiz_Gallardon_,2665,942
Albrecht_Mentz_,2537,842
Aldo_Paredes_,3049,1210
Alec_Baldwin_,2106,553
Alejandro_Atchugarry_,2207,617
Alejandro_Avila_,2664,941
Alejandro_Toledo_,2712,984
Aleksander_Kwasniewski_,2977,1163
Alex_Barros_,2862,1093
Alex_Penelas_,1012,61
Alex_Sink_,2383,738
Alexander_Downer_,1619,275
Alexander_Losyukov_,2230,635
Alexander_Rumyantsev_,1663,304
Alexandra_Stevenson_,3929,1588
Alexandra_Vodjanikova_,2549,850
Ali_Abbas_,1369,164
Ali_Khamenei_,3278,1355
Ali_Naimi_,1307,142
Alice_Fisher_,3127,1259
Alicia_Silverstone_,1985,476
Alimzhan_Tokhtakhounov_,2364,725
Alison_Lohman_,2140,578
Allen_Iverson_,3136,1268
Allison_Janney_,1495,206
Allyson_Felix_,3282,1358
Alvaro_Noboa_,3040,1203
Alvaro_Silva_Calderon_,3454,1429
Alvaro_Uribe_,2188,602
Amanda_Beard_,1525,218
Amanda_Bynes_,1034,68
Amanda_Coetzer_,2880,1101
Amber_Tamblyn_,663,17
Amelia_Vega_,2046,518
Amelie_Mauresmo_,1565,244
Amer_al-Saadi_,2847,1087
Amram_Mitzna_,1931,457
Ana_Guevara_,2508,825
Ana_Palacio_,2420,765
Anastasia_Myskina_,3731,1529
Anders_Ebbeson_,4762,1675
Anders_Fogh_Rasmussen_,1489,203
Andre_Agassi_,1606,268
Andrei_Mikhnevich_,1731,344
Andrew_Bunner_,2819,1066
Andrew_Cuomo_,1362,158
Andrew_Niccol_,1856,402
Andrew_Weissmann_,2604,890
Andy_Hebb_,1244,117
Andy_Roddick_,2808,1053
Angela_Bassett_,2919,1121
Angela_Lansbury_,1022,63
Angela_Merkel_,398,6
Angelina_Jolie_,1915,439
Angelo_Reyes_,1481,198
