Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,96890.2,371
Aaron_Sorkin_,116935,828
Abdel_Nasser_Assidi_,147917,1507
Abdoulaye_Wade_,97003,375
Abdullah_,140596,1409
Abdullah_Gul_,99656.4,429
Abdullah_al-Attiyah_,123086,1007
Abdullatif_Sener_,87662.5,246
Abel_Pacheco_,104583,531
Abid_Hamid_Mahmud_Al-Tikriti_,129865,1182
Adam_Sandler_,84463,219
Adam_Scott_,122939,1000
Adel_Al-Jubeir_,111226,683
Adolfo_Aguilar_Zinser_,114234,763
Adolfo_Rodriguez_Saa_,0,1
Adrian_McPherson_,124997,1058
Adrian_Nastase_,85042,225
Adrien_Brody_,132861,1253
Ahmad_Masood_,170677,1658
Ahmed_Chalabi_,108957,633
Ahmet_Necdet_Sezer_,91702.9,294
Ai_Sugiyama_,100908,455
Aicha_El_Ouafi_,112843,719
Aitor_Gonzalez_,118026,859
Akbar_Hashemi_Rafsanjani_,103001,499
Akhmed_Zakayev_,122662,992
Al_Davis_,98984.4,412
Al_Gore_,85132,226
Al_Pacino_,134926,1304
Al_Sharpton_,124984,1057
Alan_Ball_,63007,106
Alan_Greenspan_,139235,1383
Alan_Mulally_,74016.6,144
Alastair_Campbell_,98360,403
Albert_Costa_,112407,710
Alberto_Fujimori_,166800,1640
Alberto_Ruiz_Gallardon_,98220,399
Albrecht_Mentz_,113040,727
Aldo_Paredes_,129529,1171
Alec_Baldwin_,141734,1424
Alejandro_Atchugarry_,0,2
Alejandro_Avila_,104208,527
Alejandro_Toledo_,133476,1266
Aleksander_Kwasniewski_,99451,422
Alex_Barros_,131181,1206
Alex_Penelas_,148131,1514
Alex_Sink_,128892,1155
Alexander_Downer_,118703,877
Alexander_Losyukov_,114400,767
Alexander_Rumyantsev_,100149,441
Alexandra_Stevenson_,114231,762
Alexandra_Vodjanikova_,108931,631
Ali_Abbas_,149763,1528
Ali_Khamenei_,143237,1448
Ali_Naimi_,101174,460
Alice_Fisher_,154646,1572
Alicia_Silverstone_,122683,993
Alimzhan_Tokhtakhounov_,0,3
Alison_Lohman_,95099,345
Allen_Iverson_,99014,413
Allison_Janney_,153461,1563
Allyson_Felix_,119746,913
Alvaro_Noboa_,144403,1464
Alvaro_Silva_Calderon_,148014,1509
Alvaro_Uribe_,95047.7,343
Amanda_Beard_,105792,555
Amanda_Bynes_,147203,1497
Amanda_Coetzer_,101862,474
Amber_Tamblyn_,134881,1301
Amelia_Vega_,131121,1204
Amelie_Mauresmo_,109761,648
Amer_al-Saadi_,115775,796
Amram_Mitzna_,94783,336
Ana_Guevara_,115321,781
Ana_Palacio_,113380,739
Anastasia_Myskina_,73720.7,143
Anders_Ebbeson_,116598,819
Anders_Fogh_Rasmussen_,131100,1202
Andre_Agassi_,99381.8,419
Andrei_Mikhnevich_,109974,655
Andrew_Bunner_,133884,1276
Andrew_Cuomo_,138399,1369
Andrew_Niccol_,126670,1097
Andrew_Weissmann_,121436,958
Andy_Hebb_,67861,119
Andy_Roddick_,131044,1201
Angela_Bassett_,148495,1518
Angela_Lansbury_,0,4
Angela_Merkel_,140039,1399
Angelina_Jolie_,90424.2,280
