Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,3356,1396
Aaron_Sorkin_,3535,1456
Abdel_Nasser_Assidi_,2600,928
Abdoulaye_Wade_,2723,1010
Abdullah_,3741,1529
Abdullah_Gul_,3367,1398
Abdullah_al-Attiyah_,4133,1618
Abdullatif_Sener_,3371,1404
Abel_Pacheco_,2666,969
Abid_Hamid_Mahmud_Al-Tikriti_,2466,810
Adam_Sandler_,3203,1316
Adam_Scott_,2975,1183
Adel_Al-Jubeir_,3909,1570
Adolfo_Aguilar_Zinser_,1799,348
Adolfo_Rodriguez_Saa_,1364,154
Adrian_McPherson_,3985,1589
Adrian_Nastase_,2857,1099
Adrien_Brody_,2138,573
Ahmad_Masood_,4080,1609
Ahmed_Chalabi_,2770,1034
Ahmet_Necdet_Sezer_,2917,1142
Ai_Sugiyama_,2607,929
Aicha_El_Ouafi_,1765,329
Aitor_Gonzalez_,4074,1608
Akbar_Hashemi_Rafsanjani_,2468,812
Akhmed_Zakayev_,2358,731
Al_Davis_,4420,1661
Al_Gore_,4288,1645
Al_Pacino_,1605,250
Al_Sharpton_,2591,917
Alan_Ball_,2832,1085
Alan_Greenspan_,3772,1536
Alan_Mulally_,1710,299
Alastair_Campbell_,2092,539
Albert_Costa_,3582,1475
Alberto_Fujimori_,2400,759
Alberto_Ruiz_Gallardon_,2227,631
Albrecht_Mentz_,2027,498
Aldo_Paredes_,3290,1359
Alec_Baldwin_,2893,1127
Alejandro_Atchugarry_,3072,1243
Alejandro_Avila_,2890,1124
Alejandro_Toledo_,2224,629
Aleksander_Kwasniewski_,1253,120
Alex_Barros_,2186,605
Alex_Penelas_,1084,83
Alex_Sink_,3246,1333
Alexander_Downer_,2626,944
Alexander_Losyukov_,3119,1273
Alexander_Rumyantsev_,2148,579
Alexandra_Stevenson_,2076,524
Alexandra_Vodjanikova_,2862,1103
Ali_Abbas_,1485,195
Ali_Khamenei_,3411,1418
Ali_Naimi_,1510,213
Alice_Fisher_,2860,1101
Alicia_Silverstone_,2348,727
Alimzhan_Tokhtakhounov_,1727,309
Alison_Lohman_,1401,162
Allen_Iverson_,1884,394
Allison_Janney_,1771,331
Allyson_Felix_,3913,1571
Alvaro_Noboa_,4247,1634
Alvaro_Silva_Calderon_,855,39
Alvaro_Uribe_,1085,85
Amanda_Beard_,2589,916
Amanda_Bynes_,2006,485
Amanda_Coetzer_,4215,1629
Amber_Tamblyn_,1173,100
Amelia_Vega_,3083,1250
Amelie_Mauresmo_,2235,634
Amer_al-Saadi_,3255,1336
Amram_Mitzna_,2686,981
Ana_Guevara_,2880,1118
Ana_Palacio_,1447,182
Anastasia_Myskina_,3316,1373
Anders_Ebbeson_,3191,1310
Anders_Fogh_Rasmussen_,3956,1577
Andre_Agassi_,4258,1636
Andrei_Mikhnevich_,2031,499
Andrew_Bunner_,2186,606
Andrew_Cuomo_,2297,689
Andrew_Niccol_,2875,1113
Andrew_Weissmann_,2238,636
Andy_Hebb_,2226,630
Andy_Roddick_,2086,530
Angela_Bassett_,3565,1469
Angela_Lansbury_,1439,177
Angela_Merkel_,1973,461
Angelina_Jolie_,2872,1110
Angelo_Reyes_,2086,531
