Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,121717,845
Aaron_Sorkin_,117411,737
Abdel_Nasser_Assidi_,90792,364
Abdoulaye_Wade_,0,1
Abdullah_,133961,1134
Abdullah_Gul_,139393,1271
Abdullah_al-Attiyah_,103266,475
Abdullatif_Sener_,125815,937
Abel_Pacheco_,134435,1150
Abid_Hamid_Mahmud_Al-Tikriti_,123384,880
Adam_Sandler_,94074,390
Adam_Scott_,104559,502
Adel_Al-Jubeir_,115615,699
Adolfo_Aguilar_Zinser_,123102,872
Adolfo_Rodriguez_Saa_,153098,1501
Adrian_McPherson_,93516,386
Adrian_Nastase_,138922,1267
Adrien_Brody_,124339,904
Ahmad_Masood_,171351,1645
Ahmed_Chalabi_,135043,1162
Ahmet_Necdet_Sezer_,131771,1083
Ai_Sugiyama_,121157,832
Aicha_El_Ouafi_,152396,1490
Aitor_Gonzalez_,0,2
Akbar_Hashemi_Rafsanjani_,113775,664
Akhmed_Zakayev_,143162,1342
Al_Davis_,133151,1116
Al_Gore_,130091,1038
Al_Pacino_,160705,1591
Al_Sharpton_,105567,520
Alan_Ball_,101535,462
Alan_Greenspan_,137418,1224
Alan_Mulally_,129728,1029
Alastair_Campbell_,104079,487
Albert_Costa_,136403,1198
Alberto_Fujimori_,0,3
Alberto_Ruiz_Gallardon_,96437.5,412
Albrecht_Mentz_,0,4
Aldo_Paredes_,162163,1602
Alec_Baldwin_,132097,1089
Alejandro_Avila_,141835,1321
Alejandro_Toledo_,115442,696
Aleksander_Kwasniewski_,152252,1488
Alex_Barros_,141544,1315
Alex_Penelas_,140608,1295
Alex_Sink_,139586,1274
Alexander_Downer_,90543,359
Alexander_Losyukov_,137517,1228
Alexander_Rumyantsev_,72956,266
Alexandra_Stevenson_,130675,1051
Alexandra_Vodjanikova_,88224.5,336
Ali_Abbas_,123044,871
Ali_Khamenei_,119876,803
Ali_Naimi_,138255,1253
Alice_Fisher_,141119,1304
Alicia_Silverstone_,149230,1441
Alimzhan_Tokhtakhounov_,0,5
Alison_Lohman_,130560,1049
Allen_Iverson_,0,6
Allison_Janney_,108421,569
Allyson_Felix_,149401,1445
Alvaro_Noboa_,173441,1655
Alvaro_Silva_Calderon_,105516,515
Alvaro_Uribe_,133183,1118
Amanda_Beard_,160473,1586
Amanda_Bynes_,104158,490
Amanda_Coetzer_,148602,1434
Amber_Tamblyn_,90974,366
Amelia_Vega_,87663,331
Amelie_Mauresmo_,138703,1259
Amer_al-Saadi_,101477,459
Amram_Mitzna_,0,7
Ana_Guevara_,157890,1562
Ana_Palacio_,119223,777
Anastasia_Myskina_,171450,1646
Anders_Ebbeson_,153731,1509
Anders_Fogh_Rasmussen_,124228,902
Andre_Agassi_,113456,656
Andrei_Mikhnevich_,0,8
Andrew_Bunner_,153801,1511
Andrew_Cuomo_,121499,838
Andrew_Niccol_,0,9
Andrew_Weissmann_,125237,921
Andy_Hebb_,106915,548
Andy_Roddick_,110855,607
Angela_Bassett_,87349,328
Angela_Lansbury_,80649,286
Angela_Merkel_,154186,1516
Angelina_Jolie_,158570,1567
Angelo_Reyes_,50450,233
Anibal_Ibarra_,112057,630
