Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2367,720
Aaron_Sorkin_,3408,1380
Abdel_Nasser_Assidi_,2689,951
Abdoulaye_Wade_,4392,1649
Abdullah_,2182,598
Abdullah_Gul_,2770,1009
Abdullah_al-Attiyah_,4473,1660
Abdullatif_Sener_,3925,1566
Abel_Pacheco_,3320,1337
Abid_Hamid_Mahmud_Al-Tikriti_,4033,1593
Adam_Sandler_,829,63
Adam_Scott_,3017,1157
Adel_Al-Jubeir_,2781,1014
Adolfo_Aguilar_Zinser_,2725,982
Adolfo_Rodriguez_Saa_,3761,1522
Adrian_McPherson_,4480,1661
Adrian_Nastase_,1954,472
Adrien_Brody_,1246,154
Ahmad_Masood_,3226,1278
Ahmed_Chalabi_,2423,772
Ahmet_Necdet_Sezer_,2018,510
Ai_Sugiyama_,2879,1078
Aicha_El_Ouafi_,2516,840
Aitor_Gonzalez_,3144,1234
Akbar_Hashemi_Rafsanjani_,2028,520
Akhmed_Zakayev_,3009,1153
Al_Davis_,3786,1532
Al_Gore_,3526,1428
Al_Pacino_,2546,859
Al_Sharpton_,3446,1388
Alan_Ball_,3112,1217
Alan_Greenspan_,4135,1612
Alan_Mulally_,1070,113
Alastair_Campbell_,4090,1603
Albert_Costa_,4801,1674
Alberto_Fujimori_,1466,235
Alberto_Ruiz_Gallardon_,2581,877
Albrecht_Mentz_,2418,764
Aldo_Paredes_,2063,544
Alec_Baldwin_,3276,1310
Alejandro_Atchugarry_,3105,1211
Alejandro_Avila_,4105,1608
Alejandro_Toledo_,1985,489
Aleksander_Kwasniewski_,3539,1436
Alex_Barros_,1439,222
Alex_Penelas_,659,31
Alex_Sink_,2590,886
Alexander_Downer_,744,46
Alexander_Losyukov_,2508,831
Alexander_Rumyantsev_,1983,487
Alexandra_Stevenson_,2607,896
Alexandra_Vodjanikova_,2341,698
Ali_Abbas_,2877,1076
Ali_Khamenei_,4146,1615
Ali_Naimi_,2197,609
Alice_Fisher_,1489,244
Alicia_Silverstone_,2668,938
Alimzhan_Tokhtakhounov_,2021,514
Alison_Lohman_,739,44
Allen_Iverson_,2546,860
Allison_Janney_,2397,738
Allyson_Felix_,4667,1669
Alvaro_Noboa_,2359,713
Alvaro_Silva_Calderon_,1977,484
Alvaro_Uribe_,2450,789
Amanda_Beard_,3386,1371
Amanda_Bynes_,665,32
Amanda_Coetzer_,3501,1411
Amber_Tamblyn_,930,76
Amelia_Vega_,1372,199
Amelie_Mauresmo_,3799,1536
Amer_al-Saadi_,1556,277
Amram_Mitzna_,2388,733
Ana_Guevara_,2157,584
Ana_Palacio_,1678,326
Anastasia_Myskina_,4463,1658
Anders_Ebbeson_,2890,1085
Anders_Fogh_Rasmussen_,1458,233
Andre_Agassi_,2344,701
Andrei_Mikhnevich_,3238,1284
Andrew_Bunner_,3140,1231
Andrew_Cuomo_,2207,615
Andrew_Niccol_,2956,1123
Andrew_Weissmann_,2437,785
Andy_Hebb_,2003,501
Andy_Roddick_,3543,1438
Angela_Bassett_,3292,1323
Angela_Lansbury_,1076,115
Angela_Merkel_,1346,188
Angelina_Jolie_,2315,680
Angelo_Reyes_,2484,812
