Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2519,844
Aaron_Sorkin_,1704,340
Abdel_Nasser_Assidi_,2953,1112
Abdoulaye_Wade_,3716,1508
Abdullah_,2302,701
Abdullah_Gul_,3130,1226
Abdullah_al-Attiyah_,4116,1599
Abdullatif_Sener_,3660,1490
Abel_Pacheco_,3250,1288
Abid_Hamid_Mahmud_Al-Tikriti_,4428,1650
Adam_Sandler_,1081,106
Adam_Scott_,3649,1488
Adel_Al-Jubeir_,3580,1463
Adolfo_Aguilar_Zinser_,2516,843
Adolfo_Rodriguez_Saa_,1860,431
Adrian_McPherson_,4723,1676
Adrian_Nastase_,2423,781
Adrien_Brody_,1826,414
Ahmad_Masood_,2288,691
Ahmed_Chalabi_,3364,1350
Ahmet_Necdet_Sezer_,2045,539
Ai_Sugiyama_,2273,682
Aicha_El_Ouafi_,4429,1651
Aitor_Gonzalez_,2959,1116
Akbar_Hashemi_Rafsanjani_,1593,283
Akhmed_Zakayev_,1851,428
Al_Davis_,4569,1666
Al_Gore_,4116,1600
Al_Pacino_,1721,351
Al_Sharpton_,2608,895
Alan_Ball_,3612,1472
Alan_Greenspan_,2741,983
Alan_Mulally_,2777,1008
Alastair_Campbell_,3522,1442
Albert_Costa_,3308,1317
Alberto_Fujimori_,3224,1271
Alberto_Ruiz_Gallardon_,2436,792
Albrecht_Mentz_,2707,967
Aldo_Paredes_,2868,1066
Alec_Baldwin_,3434,1399
Alejandro_Atchugarry_,3347,1339
Alejandro_Avila_,1930,472
Alejandro_Toledo_,2007,519
Aleksander_Kwasniewski_,1774,379
Alex_Barros_,1010,87
Alex_Penelas_,1044,93
Alex_Sink_,2050,543
Alexander_Downer_,1603,289
Alexander_Losyukov_,2446,799
Alexander_Rumyantsev_,3225,1272
Alexandra_Stevenson_,1848,425
Alexandra_Vodjanikova_,3110,1208
Ali_Abbas_,2123,588
Ali_Khamenei_,3507,1435
Ali_Naimi_,2195,631
Alice_Fisher_,2817,1031
Alicia_Silverstone_,3863,1553
Alimzhan_Tokhtakhounov_,1815,405
Alison_Lohman_,3172,1245
Allen_Iverson_,2622,906
Allison_Janney_,3175,1246
Allyson_Felix_,3949,1575
Alvaro_Noboa_,2183,622
Alvaro_Silva_Calderon_,544,14
Alvaro_Uribe_,3832,1540
Amanda_Beard_,2036,534
Amanda_Bynes_,1261,162
Amanda_Coetzer_,2163,611
Amber_Tamblyn_,1976,500
Amelia_Vega_,1697,335
Amelie_Mauresmo_,2120,583
Amer_al-Saadi_,3325,1325
Amram_Mitzna_,2858,1061
Ana_Guevara_,1882,444
Ana_Palacio_,2724,972
Anastasia_Myskina_,3663,1491
Anders_Ebbeson_,3265,1292
Anders_Fogh_Rasmussen_,3429,1396
Andre_Agassi_,2669,938
Andrei_Mikhnevich_,2651,924
Andrew_Bunner_,3256,1291
Andrew_Cuomo_,2048,541
Andrew_Niccol_,2442,795
Andrew_Weissmann_,2120,584
Andy_Hebb_,1398,211
Andy_Roddick_,2289,693
Angela_Bassett_,2340,730
Angela_Lansbury_,1009,85
Angela_Merkel_,229,5
Angelina_Jolie_,1396,208
Angelo_Reyes_,2073,554
