Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,120195,1066
Aaron_Sorkin_,147736,1545
Abdel_Nasser_Assidi_,132413,1333
Abdoulaye_Wade_,127424,1239
Abdullah_,107180,679
Abdullah_Gul_,95651,399
Abdullah_al-Attiyah_,139694,1456
Abdullatif_Sener_,180924,1674
Abel_Pacheco_,112251,811
Abid_Hamid_Mahmud_Al-Tikriti_,126779,1232
Adam_Sandler_,107928,699
Adam_Scott_,112555,815
Adel_Al-Jubeir_,77463,119
Adolfo_Aguilar_Zinser_,119847,1055
Adolfo_Rodriguez_Saa_,147093,1534
Adrian_McPherson_,93409.8,347
Adrian_Nastase_,95985,407
Adrien_Brody_,135027,1389
Ahmad_Masood_,118989,1028
Ahmed_Chalabi_,98620.5,475
Ahmet_Necdet_Sezer_,110857,775
Ai_Sugiyama_,90307,281
Aicha_El_Ouafi_,142961,1500
Aitor_Gonzalez_,0,1
Akbar_Hashemi_Rafsanjani_,114663,885
Akhmed_Zakayev_,90379.8,282
Al_Davis_,118281,1002
Al_Gore_,87160,233
Al_Pacino_,97513,454
Al_Sharpton_,130746,1308
Alan_Ball_,130621,1305
Alan_Greenspan_,120771,1080
Alan_Mulally_,86682,227
Alastair_Campbell_,96527.5,429
Albert_Costa_,117125,972
Alberto_Fujimori_,91868.5,316
Alberto_Ruiz_Gallardon_,125558,1198
Albrecht_Mentz_,163077,1647
Aldo_Paredes_,106622,664
Alec_Baldwin_,94511,374
Alejandro_Atchugarry_,154322,1598
Alejandro_Avila_,120477,1074
Alejandro_Toledo_,91620.3,309
Aleksander_Kwasniewski_,129892,1287
Alex_Barros_,152577,1588
Alex_Penelas_,131888,1323
Alex_Sink_,69944,77
Alexander_Downer_,116656,958
Alexander_Losyukov_,85869,213
Alexander_Rumyantsev_,98097,466
Alexandra_Stevenson_,0,2
Alexandra_Vodjanikova_,112178,808
Ali_Abbas_,154667,1602
Ali_Khamenei_,111672,796
Ali_Naimi_,100999,525
Alice_Fisher_,43112.5,39
Alicia_Silverstone_,90511.3,285
Alimzhan_Tokhtakhounov_,85654,209
Alison_Lohman_,144095,1513
Allen_Iverson_,92074,318
Allison_Janney_,136753,1427
Allyson_Felix_,128368,1253
Alvaro_Noboa_,143965,1511
Alvaro_Silva_Calderon_,150347,1568
Alvaro_Uribe_,133467,1351
Amanda_Beard_,102246,555
Amanda_Bynes_,125497,1196
Amanda_Coetzer_,155836,1608
Amber_Tamblyn_,113280,843
Amelia_Vega_,124167,1167
Amelie_Mauresmo_,123682,1153
Amer_al-Saadi_,109151,729
Amram_Mitzna_,156119,1610
Ana_Guevara_,127138,1236
Ana_Palacio_,106070,648
Anastasia_Myskina_,110172,753
Anders_Ebbeson_,128684,1265
Anders_Fogh_Rasmussen_,119522,1046
Andre_Agassi_,79988.3,141
Andrei_Mikhnevich_,110224,756
Andrew_Bunner_,139322,1455
Andrew_Cuomo_,126138,1213
Andrew_Niccol_,117346,975
Andrew_Weissmann_,110861,776
Andy_Hebb_,115868,928
Andy_Roddick_,129764,1285
Angela_Bassett_,115115,903
Angela_Lansbury_,119293,1037
Angela_Merkel_,116408,949
Angelina_Jolie_,94094.2,366
