Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,3768,1499
Aaron_Sorkin_,3133,1210
Abdel_Nasser_Assidi_,2091,578
Abdoulaye_Wade_,3608,1442
Abdullah_,2373,743
Abdullah_Gul_,3094,1187
Abdullah_al-Attiyah_,4392,1651
Abdullatif_Sener_,3873,1530
Abel_Pacheco_,4041,1590
Abid_Hamid_Mahmud_Al-Tikriti_,2849,1029
Adam_Sandler_,3378,1341
Adam_Scott_,2990,1114
Adel_Al-Jubeir_,3566,1426
Adolfo_Aguilar_Zinser_,3480,1395
Adolfo_Rodriguez_Saa_,1099,113
Adrian_McPherson_,4534,1667
Adrian_Nastase_,1861,460
Adrien_Brody_,829,59
Ahmad_Masood_,2836,1020
Ahmed_Chalabi_,2218,648
Ahmet_Necdet_Sezer_,2909,1063
Ai_Sugiyama_,3307,1308
Aicha_El_Ouafi_,2057,564
Aitor_Gonzalez_,2847,1026
Akbar_Hashemi_Rafsanjani_,1302,181
Akhmed_Zakayev_,1863,462
Al_Davis_,3223,1272
Al_Gore_,2557,853
Al_Pacino_,2879,1046
Al_Sharpton_,2309,708
Alan_Ball_,2150,607
Alan_Greenspan_,2831,1014
Alan_Mulally_,3079,1176
Alastair_Campbell_,4278,1636
Albert_Costa_,3164,1231
Alberto_Fujimori_,2265,672
Alberto_Ruiz_Gallardon_,1277,173
Albrecht_Mentz_,2122,593
Aldo_Paredes_,3394,1356
Alec_Baldwin_,2472,812
Alejandro_Atchugarry_,1824,437
Alejandro_Avila_,2045,556
Alejandro_Toledo_,2419,777
Aleksander_Kwasniewski_,2392,754
Alex_Barros_,1897,486
Alex_Penelas_,582,19
Alex_Sink_,3343,1326
Alexander_Downer_,1069,107
Alexander_Losyukov_,3233,1277
Alexander_Rumyantsev_,2426,782
Alexandra_Stevenson_,3032,1149
Alexandra_Vodjanikova_,2518,829
Ali_Abbas_,935,79
Ali_Khamenei_,3891,1537
Ali_Naimi_,3193,1246
Alice_Fisher_,1331,197
Alicia_Silverstone_,4474,1660
Alimzhan_Tokhtakhounov_,1873,471
Alison_Lohman_,666,27
Allen_Iverson_,4069,1593
Allison_Janney_,1958,512
Allyson_Felix_,3785,1502
Alvaro_Noboa_,1854,458
Alvaro_Silva_Calderon_,1306,185
Alvaro_Uribe_,1290,178
Amanda_Beard_,2407,764
Amanda_Bynes_,755,44
Amanda_Coetzer_,3317,1316
Amber_Tamblyn_,2055,561
Amelia_Vega_,925,77
Amelie_Mauresmo_,4169,1613
Amer_al-Saadi_,3553,1420
Amram_Mitzna_,2940,1085
Ana_Guevara_,3502,1401
Ana_Palacio_,1226,156
Anastasia_Myskina_,4098,1599
Anders_Ebbeson_,3711,1477
Anders_Fogh_Rasmussen_,3249,1288
Andre_Agassi_,4043,1591
Andrei_Mikhnevich_,3621,1450
Andrew_Bunner_,2298,701
Andrew_Cuomo_,2315,713
Andrew_Niccol_,1624,333
Andrew_Weissmann_,2884,1052
Andy_Hebb_,3322,1318
Andy_Roddick_,2571,865
Angela_Bassett_,2424,781
Angela_Lansbury_,886,69
Angela_Merkel_,2613,894
Angelina_Jolie_,2292,697
Angelo_Reyes_,3168,1233
