Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1099,95
Aaron_Sorkin_,3154,1268
Abdel_Nasser_Assidi_,2951,1121
Abdoulaye_Wade_,3903,1569
Abdullah_,3657,1504
Abdullah_Gul_,3262,1316
Abdullah_al-Attiyah_,4321,1646
Abdullatif_Sener_,2543,860
Abel_Pacheco_,3847,1556
Abid_Hamid_Mahmud_Al-Tikriti_,4268,1638
Adam_Sandler_,2018,499
Adam_Scott_,3050,1189
Adel_Al-Jubeir_,2725,975
Adolfo_Aguilar_Zinser_,3646,1494
Adolfo_Rodriguez_Saa_,3103,1231
Adrian_McPherson_,3658,1505
Adrian_Nastase_,1273,151
Adrien_Brody_,1623,291
Ahmad_Masood_,2836,1040
Ahmed_Chalabi_,3448,1406
Ahmet_Necdet_Sezer_,3362,1370
Ai_Sugiyama_,3285,1327
Aicha_El_Ouafi_,3562,1460
Aitor_Gonzalez_,4028,1601
Akbar_Hashemi_Rafsanjani_,1733,340
Akhmed_Zakayev_,1198,120
Al_Davis_,2196,621
Al_Gore_,3671,1514
Al_Pacino_,1381,191
Al_Sharpton_,3336,1353
Alan_Ball_,1609,284
Alan_Greenspan_,2831,1036
Alan_Mulally_,2061,533
Alastair_Campbell_,3665,1510
Albert_Costa_,3365,1374
Alberto_Fujimori_,2160,595
Alberto_Ruiz_Gallardon_,2432,786
Albrecht_Mentz_,3063,1196
Aldo_Paredes_,3493,1422
Alec_Baldwin_,2868,1064
Alejandro_Atchugarry_,2538,856
Alejandro_Avila_,2219,639
Alejandro_Toledo_,1709,324
Aleksander_Kwasniewski_,1958,464
Alex_Barros_,2457,806
Alex_Penelas_,2555,866
Alex_Sink_,2608,900
Alexander_Downer_,1236,131
Alexander_Losyukov_,2212,633
Alexander_Rumyantsev_,2941,1113
Alexandra_Stevenson_,3204,1290
Alexandra_Vodjanikova_,3572,1463
Ali_Abbas_,2770,1003
Ali_Khamenei_,2364,743
Ali_Naimi_,1333,172
Alice_Fisher_,3464,1410
Alicia_Silverstone_,1985,477
Alimzhan_Tokhtakhounov_,2879,1072
Alison_Lohman_,3629,1490
Allen_Iverson_,3072,1200
Allison_Janney_,2711,967
Allyson_Felix_,3572,1464
Alvaro_Noboa_,1020,78
Alvaro_Silva_Calderon_,3028,1176
Alvaro_Uribe_,3440,1402
Amanda_Beard_,2333,718
Amanda_Bynes_,1169,109
Amanda_Coetzer_,2926,1104
Amber_Tamblyn_,2432,787
Amelia_Vega_,1994,480
Amelie_Mauresmo_,4467,1664
Amer_al-Saadi_,3981,1593
Amram_Mitzna_,1296,161
Ana_Guevara_,3193,1284
Ana_Palacio_,2296,690
Anastasia_Myskina_,4546,1666
Anders_Ebbeson_,4137,1621
Anders_Fogh_Rasmussen_,4599,1671
Andre_Agassi_,2106,557
Andrei_Mikhnevich_,3543,1451
Andrew_Bunner_,2782,1011
Andrew_Cuomo_,2289,684
Andrew_Niccol_,3383,1377
Andrew_Weissmann_,2284,680
Andy_Hebb_,2299,691
Andy_Roddick_,3480,1416
Angela_Bassett_,2632,913
Angela_Lansbury_,2032,507
Angela_Merkel_,2176,608
Angelina_Jolie_,595,16
