Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,115563,687
Aaron_Sorkin_,110009,547
Abdel_Nasser_Assidi_,106385,473
Abdoulaye_Wade_,142069,1364
Abdullah_,116438,714
Abdullah_Gul_,137727,1282
Abdullah_al-Attiyah_,127856,1020
Abdullatif_Sener_,121552,856
Abel_Pacheco_,133642,1186
Abid_Hamid_Mahmud_Al-Tikriti_,133892,1194
Adam_Sandler_,137599,1281
Adam_Scott_,118646,785
Adel_Al-Jubeir_,92627,233
Adolfo_Aguilar_Zinser_,129129,1067
Adolfo_Rodriguez_Saa_,107028,487
Adrian_McPherson_,149243,1485
Adrian_Nastase_,115387,683
Adrien_Brody_,102901,395
Ahmad_Masood_,129410,1073
Ahmed_Chalabi_,109569,534
Ahmet_Necdet_Sezer_,128504,1046
Ai_Sugiyama_,135521,1227
Aicha_El_Ouafi_,136046,1238
Aitor_Gonzalez_,70207,99
Akbar_Hashemi_Rafsanjani_,136516,1254
Akhmed_Zakayev_,100461,356
Al_Davis_,58762,83
Al_Gore_,147481,1460
Al_Pacino_,123628,904
Al_Sharpton_,151409,1509
Alan_Ball_,0,1
Alan_Greenspan_,134903,1219
Alan_Mulally_,135911,1235
Alastair_Campbell_,139670,1322
Albert_Costa_,146826,1453
Alberto_Fujimori_,141950,1360
Alberto_Ruiz_Gallardon_,154313,1536
Albrecht_Mentz_,111242,591
Aldo_Paredes_,119934,817
Alec_Baldwin_,105213,449
Alejandro_Atchugarry_,104755,436
Alejandro_Avila_,114287,661
Alejandro_Toledo_,108228,510
Aleksander_Kwasniewski_,133937,1195
Alex_Barros_,103944,418
Alex_Penelas_,134369,1206
Alex_Sink_,137502,1279
Alexander_Downer_,83913,148
Alexander_Losyukov_,77553,121
Alexander_Rumyantsev_,130190,1093
Alexandra_Stevenson_,121130,849
Alexandra_Vodjanikova_,131816,1135
Ali_Abbas_,135493,1225
Ali_Khamenei_,115621,689
Ali_Naimi_,133119,1172
Alice_Fisher_,109905,541
Alicia_Silverstone_,122838,887
Alimzhan_Tokhtakhounov_,120967,845
Alison_Lohman_,154619,1538
Allen_Iverson_,94065,258
Allison_Janney_,130077,1092
Allyson_Felix_,156916,1567
Alvaro_Noboa_,107357,494
Alvaro_Silva_Calderon_,122218,870
Alvaro_Uribe_,84781,161
Amanda_Beard_,132103,1146
Amanda_Bynes_,121990,864
Amanda_Coetzer_,131594,1132
Amber_Tamblyn_,114817,675
Amelia_Vega_,103002,399
Amelie_Mauresmo_,114651,671
Amer_al-Saadi_,140289,1339
Amram_Mitzna_,137256,1274
Ana_Guevara_,123791,913
Ana_Palacio_,121099,848
Anastasia_Myskina_,93667,252
Anders_Ebbeson_,129146,1068
Anders_Fogh_Rasmussen_,133810,1192
Andre_Agassi_,110028,550
Andrei_Mikhnevich_,129494,1077
Andrew_Bunner_,107911,505
Andrew_Cuomo_,155847,1553
Andrew_Niccol_,144376,1414
Andrew_Weissmann_,93249,240
Andy_Hebb_,131203,1120
Andy_Roddick_,136189,1241
Angela_Bassett_,87168.8,181
Angela_Lansbury_,107349,493
Angela_Merkel_,97552,303
Angelina_Jolie_,126425,975
Angelo_Reyes_,111666,597
