Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2418,761
Aaron_Sorkin_,3768,1528
Abdel_Nasser_Assidi_,3961,1579
Abdoulaye_Wade_,3736,1519
Abdullah_,4045,1603
Abdullah_Gul_,2242,673
Abdullah_al-Attiyah_,4251,1642
Abdullatif_Sener_,2623,897
Abel_Pacheco_,2851,1058
Abid_Hamid_Mahmud_Al-Tikriti_,4022,1595
Adam_Sandler_,1164,114
Adam_Scott_,2990,1151
Adel_Al-Jubeir_,3082,1209
Adolfo_Aguilar_Zinser_,3177,1265
Adolfo_Rodriguez_Saa_,4002,1589
Adrian_McPherson_,4022,1596
Adrian_Nastase_,2581,865
Adrien_Brody_,2835,1046
Ahmad_Masood_,3235,1291
Ahmed_Chalabi_,2949,1120
Ahmet_Necdet_Sezer_,1699,335
Ai_Sugiyama_,2833,1045
Aicha_El_Ouafi_,1762,372
Aitor_Gonzalez_,4610,1669
Akbar_Hashemi_Rafsanjani_,3113,1230
Akhmed_Zakayev_,1805,397
Al_Davis_,3384,1369
Al_Gore_,3159,1252
Al_Pacino_,1387,205
Al_Sharpton_,3416,1391
Alan_Ball_,2216,651
Alan_Greenspan_,3647,1491
Alan_Mulally_,1317,176
Alastair_Campbell_,3621,1481
Albert_Costa_,2043,532
Alberto_Fujimori_,3209,1280
Alberto_Ruiz_Gallardon_,3110,1227
Albrecht_Mentz_,2505,817
Aldo_Paredes_,3050,1184
Alec_Baldwin_,3983,1583
Alejandro_Atchugarry_,3550,1444
Alejandro_Avila_,2509,819
Alejandro_Toledo_,2016,515
Aleksander_Kwasniewski_,2957,1125
Alex_Barros_,3109,1226
Alex_Penelas_,609,18
Alex_Sink_,2429,771
Alexander_Downer_,2051,540
Alexander_Losyukov_,3208,1279
Alexander_Rumyantsev_,2883,1075
Alexandra_Stevenson_,2460,801
Alexandra_Vodjanikova_,4214,1634
Ali_Abbas_,1485,248
Ali_Khamenei_,4144,1618
Ali_Naimi_,2020,517
Alice_Fisher_,3301,1320
Alicia_Silverstone_,3163,1255
Alimzhan_Tokhtakhounov_,1522,259
Alison_Lohman_,2744,1001
Allen_Iverson_,2903,1089
Allison_Janney_,2512,825
Allyson_Felix_,2584,870
Alvaro_Noboa_,1868,437
Alvaro_Silva_Calderon_,3526,1436
Alvaro_Uribe_,2158,601
Amanda_Beard_,1723,349
Amanda_Bynes_,1987,497
Amanda_Coetzer_,3441,1408
Amber_Tamblyn_,501,10
Amelia_Vega_,2347,722
Amelie_Mauresmo_,3652,1492
Amer_al-Saadi_,2789,1025
Amram_Mitzna_,1217,133
Ana_Guevara_,2562,856
Ana_Palacio_,2664,930
Anastasia_Myskina_,2009,509
Anders_Ebbeson_,4195,1627
Anders_Fogh_Rasmussen_,4898,1678
Andre_Agassi_,1910,459
Andrei_Mikhnevich_,2071,559
Andrew_Bunner_,3357,1353
Andrew_Cuomo_,331,1
Andrew_Niccol_,2557,852
Andrew_Weissmann_,2034,528
Andy_Hebb_,1159,111
Andy_Roddick_,3057,1189
Angela_Bassett_,2880,1072
Angela_Lansbury_,1743,357
Angela_Merkel_,1683,327
Angelina_Jolie_,1826,413
Angelo_Reyes_,2477,807
