Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,3719,1520
Aaron_Sorkin_,2959,1127
Abdel_Nasser_Assidi_,4099,1612
Abdoulaye_Wade_,4103,1613
Abdullah_,1907,442
Abdullah_Gul_,2433,748
Abdullah_al-Attiyah_,3571,1466
Abdullatif_Sener_,3003,1158
Abel_Pacheco_,3086,1209
Abid_Hamid_Mahmud_Al-Tikriti_,4355,1648
Adam_Sandler_,2305,677
Adam_Scott_,3339,1374
Adel_Al-Jubeir_,2510,801
Adolfo_Aguilar_Zinser_,2832,1037
Adolfo_Rodriguez_Saa_,2561,841
Adrian_McPherson_,4546,1666
Adrian_Nastase_,2611,883
Adrien_Brody_,1914,444
Ahmad_Masood_,2754,977
Ahmed_Chalabi_,928,63
Ahmet_Necdet_Sezer_,3085,1207
Ai_Sugiyama_,2728,962
Aicha_El_Ouafi_,1325,174
Aitor_Gonzalez_,3346,1383
Akbar_Hashemi_Rafsanjani_,2389,725
Akhmed_Zakayev_,3060,1192
Al_Davis_,3707,1514
Al_Gore_,3701,1513
Al_Pacino_,2416,743
Al_Sharpton_,2591,867
Alan_Ball_,3563,1462
Alan_Greenspan_,2473,777
Alan_Mulally_,3057,1190
Alastair_Campbell_,1392,200
Albert_Costa_,4661,1673
Alberto_Fujimori_,2117,568
Alberto_Ruiz_Gallardon_,1150,118
Albrecht_Mentz_,3426,1417
Aldo_Paredes_,2623,888
Alec_Baldwin_,3499,1442
Alejandro_Atchugarry_,2593,870
Alejandro_Avila_,4655,1672
Alejandro_Toledo_,2183,606
Aleksander_Kwasniewski_,3504,1443
Alex_Barros_,761,40
Alex_Penelas_,2413,740
Alex_Sink_,2002,499
Alexander_Downer_,1336,175
Alexander_Losyukov_,1306,169
Alexander_Rumyantsev_,2601,878
Alexandra_Stevenson_,4359,1649
Alexandra_Vodjanikova_,2294,671
Ali_Abbas_,2556,835
Ali_Khamenei_,3297,1346
Ali_Naimi_,3015,1164
Alice_Fisher_,1628,312
Alicia_Silverstone_,2849,1052
Alimzhan_Tokhtakhounov_,2125,572
Alison_Lohman_,2525,809
Allen_Iverson_,3237,1305
Allison_Janney_,3301,1350
Allyson_Felix_,2978,1144
Alvaro_Noboa_,2238,632
Alvaro_Silva_Calderon_,2479,783
Alvaro_Uribe_,2237,629
Amanda_Beard_,2729,963
Amanda_Bynes_,1804,390
Amanda_Coetzer_,2394,728
Amber_Tamblyn_,2232,624
Amelia_Vega_,2449,761
Amelie_Mauresmo_,3413,1413
Amer_al-Saadi_,2081,548
Amram_Mitzna_,3803,1554
Ana_Guevara_,2855,1054
Ana_Palacio_,1293,161
Anastasia_Myskina_,1985,487
Anders_Ebbeson_,3343,1379
Anders_Fogh_Rasmussen_,1979,482
Andre_Agassi_,2372,718
Andrei_Mikhnevich_,2738,969
Andrew_Bunner_,2182,605
Andrew_Cuomo_,2745,972
Andrew_Niccol_,3306,1353
Andrew_Weissmann_,2684,932
Andy_Hebb_,3141,1249
Andy_Roddick_,2358,708
Angela_Bassett_,3993,1591
Angela_Lansbury_,1513,246
Angela_Merkel_,1297,163
Angelina_Jolie_,1248,146
Angelo_Reyes_,2955,1124
