Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,148867,1489
Aaron_Sorkin_,128704,971
Abdel_Nasser_Assidi_,141757,1346
Abdoulaye_Wade_,132793,1098
Abdullah_,116388,623
Abdullah_Gul_,139687,1280
Abdullah_al-Attiyah_,135130,1157
Abdullatif_Sener_,129683,995
Abel_Pacheco_,107184,438
Abid_Hamid_Mahmud_Al-Tikriti_,148306,1483
Adam_Sandler_,128879,976
Adam_Scott_,100440,304
Adel_Al-Jubeir_,80377,126
Adolfo_Aguilar_Zinser_,139886,1287
Adolfo_Rodriguez_Saa_,127239,928
Adrian_McPherson_,137141,1203
Adrian_Nastase_,128664,966
Adrien_Brody_,97740,265
Ahmad_Masood_,138342,1251
Ahmed_Chalabi_,105301,393
Ahmet_Necdet_Sezer_,121400,780
Ai_Sugiyama_,111841,527
Aicha_El_Ouafi_,94256,218
Aitor_Gonzalez_,128761,973
Akbar_Hashemi_Rafsanjani_,127055,920
Akhmed_Zakayev_,149321,1495
Al_Davis_,139509,1276
Al_Gore_,137691,1227
Al_Pacino_,107262,441
Al_Sharpton_,118915,696
Alan_Ball_,142051,1355
Alan_Greenspan_,134427,1138
Alan_Mulally_,145645,1426
Alastair_Campbell_,120748,758
Albert_Costa_,161798,1621
Alberto_Fujimori_,0,1
Alberto_Ruiz_Gallardon_,114227,579
Albrecht_Mentz_,142639,1368
Aldo_Paredes_,119355,708
Alec_Baldwin_,160967,1618
Alejandro_Atchugarry_,157652,1588
Alejandro_Avila_,149071,1490
Alejandro_Toledo_,139147,1272
Aleksander_Kwasniewski_,119179,705
Alex_Barros_,101128,317
Alex_Penelas_,134039,1129
Alex_Sink_,93613,211
Alexander_Downer_,129916,1004
Alexander_Losyukov_,112027,530
Alexander_Rumyantsev_,156702,1575
Alexandra_Stevenson_,147441,1462
Alexandra_Vodjanikova_,111544,521
Ali_Abbas_,117952,670
Ali_Khamenei_,150845,1517
Ali_Naimi_,137691,1228
Alice_Fisher_,96211.6,240
Alicia_Silverstone_,104021,360
Alimzhan_Tokhtakhounov_,105222,391
Alison_Lohman_,106765,426
Allen_Iverson_,117235,650
Allison_Janney_,143531,1387
Allyson_Felix_,125063,860
Alvaro_Noboa_,121488,783
Alvaro_Silva_Calderon_,142260,1360
Alvaro_Uribe_,106192,412
Amanda_Beard_,119845,729
Amanda_Bynes_,129176,983
Amanda_Coetzer_,114049,573
Amber_Tamblyn_,0,2
Amelia_Vega_,165866,1645
Amelie_Mauresmo_,158773,1600
Amer_al-Saadi_,94667,227
Amram_Mitzna_,151524,1521
Ana_Guevara_,57836,82
Ana_Palacio_,75736,111
Anastasia_Myskina_,107516,448
Anders_Ebbeson_,150256,1509
Anders_Fogh_Rasmussen_,104196,363
Andre_Agassi_,100378,303
Andrei_Mikhnevich_,129101,981
Andrew_Bunner_,126588,909
Andrew_Cuomo_,134443,1139
Andrew_Niccol_,162364,1626
Andrew_Weissmann_,83849,141
Andy_Hebb_,140771,1319
Andy_Roddick_,113618,565
Angela_Bassett_,126013,896
Angela_Lansbury_,70460,98
Angela_Merkel_,128277,954
Angelina_Jolie_,122587,806
Angelo_Reyes_,97681,260
