Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,85703.8,395
Aaron_Sorkin_,144468,1351
Abdel_Nasser_Assidi_,143983,1342
Abdoulaye_Wade_,132096,1144
Abdullah_,82778,372
Abdullah_Gul_,86457.5,401
Abdullah_al-Attiyah_,0,1
Abdullatif_Sener_,105974,641
Abel_Pacheco_,118728,872
Abid_Hamid_Mahmud_Al-Tikriti_,126752,1039
Adam_Sandler_,121753,938
Adam_Scott_,158725,1536
Adel_Al-Jubeir_,96785.7,515
Adolfo_Aguilar_Zinser_,144841,1356
Adolfo_Rodriguez_Saa_,185087,1665
Adrian_McPherson_,121103,923
Adrian_Nastase_,110215,707
Adrien_Brody_,155065,1501
Ahmad_Masood_,135511,1198
Ahmed_Chalabi_,151691,1459
Ahmet_Necdet_Sezer_,115614,812
Ai_Sugiyama_,124251,994
Aicha_El_Ouafi_,91306.5,448
Aitor_Gonzalez_,159618,1552
Akbar_Hashemi_Rafsanjani_,0,2
Akhmed_Zakayev_,64599,269
Al_Davis_,132583,1153
Al_Gore_,144203,1344
Al_Pacino_,145532,1364
Al_Sharpton_,122603,954
Alan_Ball_,121376,930
Alan_Greenspan_,150523,1446
Alan_Mulally_,111304,721
Alastair_Campbell_,86035.4,398
Albert_Costa_,84164.2,383
Alberto_Fujimori_,141141,1296
Alberto_Ruiz_Gallardon_,152302,1464
Albrecht_Mentz_,132641,1154
Aldo_Paredes_,123594,975
Alec_Baldwin_,111213,718
Alejandro_Atchugarry_,124438,1001
Alejandro_Avila_,122017,946
Alejandro_Toledo_,121422,931
Aleksander_Kwasniewski_,108781,682
Alex_Barros_,111375,725
Alex_Penelas_,155391,1504
Alex_Sink_,124940,1006
Alexander_Downer_,83411,376
Alexander_Losyukov_,104697,622
Alexander_Rumyantsev_,156198,1514
Alexandra_Stevenson_,53370,243
Alexandra_Vodjanikova_,148555,1414
Ali_Abbas_,81425,361
Ali_Khamenei_,101904,577
Ali_Naimi_,104178,615
Alice_Fisher_,89168,427
Alicia_Silverstone_,116872,843
Alimzhan_Tokhtakhounov_,0,3
Alison_Lohman_,135930,1205
Allen_Iverson_,0,4
Allison_Janney_,149297,1429
Allyson_Felix_,134089,1173
Alvaro_Noboa_,116490,836
Alvaro_Silva_Calderon_,71876.5,300
Alvaro_Uribe_,140190,1283
Amanda_Beard_,104025,609
Amanda_Bynes_,0,5
Amanda_Coetzer_,0,6
Amber_Tamblyn_,139530,1271
Amelia_Vega_,187709,1672
Amelie_Mauresmo_,73163.7,308
Amer_al-Saadi_,167444,1611
Amram_Mitzna_,47590,240
Ana_Guevara_,68183,281
Ana_Palacio_,116418,833
Anastasia_Myskina_,124138,990
Anders_Ebbeson_,101073,562
Anders_Fogh_Rasmussen_,148184,1406
Andre_Agassi_,83190.2,375
Andrei_Mikhnevich_,0,7
Andrew_Bunner_,149720,1432
Andrew_Cuomo_,114420,789
Andrew_Niccol_,66359.5,274
Andrew_Weissmann_,74777,317
Andy_Hebb_,131428,1131
Andy_Roddick_,81821,366
Angela_Bassett_,148021,1403
Angela_Lansbury_,0,8
Angela_Merkel_,96511,513
Angelina_Jolie_,46898.5,239
