Name,Scores,Fused Ranks
,,,
,,,
Aaron_Sorkin_,3363,1389
Abdel_Nasser_Assidi_,3534,1457
Abdoulaye_Wade_,2372,739
Abdullah_,3790,1547
Abdullah_Gul_,1909,438
Abdullah_al-Attiyah_,3556,1464
Abdullatif_Sener_,3645,1500
Abel_Pacheco_,3584,1475
Abid_Hamid_Mahmud_Al-Tikriti_,3148,1251
Adam_Sandler_,3389,1403
Adam_Scott_,3847,1568
Adel_Al-Jubeir_,2124,563
Adolfo_Aguilar_Zinser_,3765,1540
Adolfo_Rodriguez_Saa_,4498,1671
Adrian_McPherson_,2652,917
Adrian_Nastase_,1835,387
Adrien_Brody_,3102,1218
Ahmad_Masood_,4030,1607
Ahmed_Chalabi_,3023,1173
Ahmet_Necdet_Sezer_,2319,701
Ai_Sugiyama_,4234,1650
Aicha_El_Ouafi_,1722,317
Aitor_Gonzalez_,4216,1647
Akbar_Hashemi_Rafsanjani_,2895,1087
Akhmed_Zakayev_,1832,385
Al_Davis_,2270,667
Al_Gore_,3133,1244
Al_Pacino_,3037,1178
Al_Sharpton_,3956,1587
Alan_Ball_,1262,138
Alan_Greenspan_,4213,1646
Alan_Mulally_,1484,221
Alastair_Campbell_,1402,188
Albert_Costa_,3355,1383
Alberto_Fujimori_,2793,1020
Alberto_Ruiz_Gallardon_,3189,1276
Albrecht_Mentz_,3744,1532
Aldo_Paredes_,3100,1217
Alec_Baldwin_,1410,191
Alejandro_Atchugarry_,3676,1513
Alejandro_Avila_,2115,558
Alejandro_Toledo_,2545,852
Aleksander_Kwasniewski_,1645,282
Alex_Barros_,3036,1176
Alex_Penelas_,1956,465
Alex_Sink_,2328,710
Alexander_Downer_,1743,329
Alexander_Losyukov_,1871,411
Alexander_Rumyantsev_,2537,846
Alexandra_Stevenson_,2934,1117
Alexandra_Vodjanikova_,3379,1397
Ali_Abbas_,1265,139
Ali_Khamenei_,1850,394
Ali_Naimi_,1530,239
Alice_Fisher_,2911,1097
Alicia_Silverstone_,2209,614
Alimzhan_Tokhtakhounov_,1879,419
Alison_Lohman_,1807,366
Allen_Iverson_,3227,1312
Allison_Janney_,2907,1094
Allyson_Felix_,4186,1641
Alvaro_Noboa_,3434,1420
Alvaro_Silva_Calderon_,3683,1517
Alvaro_Uribe_,2983,1139
Amanda_Beard_,695,26
Amanda_Bynes_,1112,101
Amanda_Coetzer_,3457,1433
Amber_Tamblyn_,2712,964
Amelia_Vega_,3357,1386
Amelie_Mauresmo_,2403,761
Amer_al-Saadi_,3323,1356
Amram_Mitzna_,1665,290
Ana_Guevara_,1861,407
Ana_Palacio_,1494,224
Anastasia_Myskina_,3791,1548
Anders_Ebbeson_,2519,838
Anders_Fogh_Rasmussen_,3506,1448
Andre_Agassi_,969,71
Andrei_Mikhnevich_,1744,330
Andrew_Bunner_,1080,96
Andrew_Cuomo_,2078,536
Andrew_Niccol_,1096,99
Andrew_Weissmann_,3129,1241
Andy_Hebb_,1110,100
Andy_Roddick_,1287,148
Angela_Bassett_,3377,1396
Angela_Lansbury_,3352,1381
Angela_Merkel_,2400,757
Angelina_Jolie_,1026,86
Angelo_Reyes_,2042,515
Anibal_Ibarra_,3014,1167
