Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1938,444
Aaron_Sorkin_,835,36
Abdel_Nasser_Assidi_,2495,845
Abdoulaye_Wade_,2770,1031
Abdullah_,2946,1145
Abdullah_Gul_,2575,905
Abdullah_al-Attiyah_,3851,1570
Abdullatif_Sener_,2207,614
Abel_Pacheco_,2845,1079
Abid_Hamid_Mahmud_Al-Tikriti_,3883,1577
Adam_Sandler_,3556,1475
Adam_Scott_,3804,1556
Adel_Al-Jubeir_,3919,1587
Adolfo_Aguilar_Zinser_,3635,1504
Adolfo_Rodriguez_Saa_,3086,1235
Adrian_McPherson_,2470,824
Adrian_Nastase_,1752,331
Adrien_Brody_,3269,1340
Ahmad_Masood_,2800,1050
Ahmed_Chalabi_,2340,718
Ahmet_Necdet_Sezer_,2704,985
Ai_Sugiyama_,2916,1132
Aicha_El_Ouafi_,2990,1175
Aitor_Gonzalez_,4242,1637
Akbar_Hashemi_Rafsanjani_,1025,67
Akhmed_Zakayev_,1922,430
Al_Davis_,3009,1186
Al_Gore_,3389,1405
Al_Pacino_,2171,584
Al_Sharpton_,2141,570
Alan_Ball_,2443,796
Alan_Greenspan_,3370,1400
Alan_Mulally_,1729,317
Alastair_Campbell_,2764,1026
Albert_Costa_,2600,920
Alberto_Fujimori_,1560,237
Alberto_Ruiz_Gallardon_,2489,840
Albrecht_Mentz_,1643,270
Aldo_Paredes_,2263,662
Alec_Baldwin_,697,18
Alejandro_Atchugarry_,2684,971
Alejandro_Avila_,2982,1167
Alejandro_Toledo_,1641,269
Aleksander_Kwasniewski_,2578,907
Alex_Barros_,943,52
Alex_Penelas_,879,42
Alex_Sink_,1986,477
Alexander_Downer_,1283,131
Alexander_Losyukov_,2706,987
Alexander_Rumyantsev_,496,6
Alexandra_Stevenson_,2814,1063
Alexandra_Vodjanikova_,3282,1346
Ali_Abbas_,3357,1392
Ali_Khamenei_,4047,1611
Ali_Naimi_,1681,294
Alice_Fisher_,3391,1408
Alicia_Silverstone_,3780,1550
Alimzhan_Tokhtakhounov_,2441,792
Alison_Lohman_,3419,1420
Allen_Iverson_,2743,1011
Allison_Janney_,3654,1509
Allyson_Felix_,4080,1615
Alvaro_Noboa_,3101,1244
Alvaro_Silva_Calderon_,2963,1160
Alvaro_Uribe_,1748,330
Amanda_Beard_,2348,725
Amanda_Bynes_,1226,117
Amanda_Coetzer_,3416,1418
Amber_Tamblyn_,1944,449
Amelia_Vega_,1930,437
Amelie_Mauresmo_,4318,1651
Amer_al-Saadi_,2507,858
Amram_Mitzna_,1635,265
Ana_Guevara_,3083,1232
Ana_Palacio_,1852,390
Anastasia_Myskina_,2749,1016
Anders_Ebbeson_,2391,752
Anders_Fogh_Rasmussen_,3954,1592
Andre_Agassi_,2107,545
Andrei_Mikhnevich_,2338,714
Andrew_Bunner_,3092,1238
Andrew_Cuomo_,579,11
Andrew_Niccol_,2425,781
Andrew_Weissmann_,2229,635
Andy_Hebb_,1541,232
Andy_Roddick_,2576,906
Angela_Bassett_,4151,1627
Angela_Lansbury_,2238,642
Angela_Merkel_,1807,359
Angelina_Jolie_,800,32
Angelo_Reyes_,3546,1471
