Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,582,1179
Aaron_Sorkin_,1,1
Abdel_Nasser_Assidi_,2,4
Abdoulaye_Wade_,1171,1615
Abdullah_,918,1495
Abdullah_Gul_,901,1486
Abdullah_al-Attiyah_,288,703
Abdullatif_Sener_,418,933
Abel_Pacheco_,148,404
Abid_Hamid_Mahmud_Al-Tikriti_,1085,1579
Adam_Sandler_,98,281
Adam_Scott_,560,1151
Adel_Al-Jubeir_,3,7
Adolfo_Aguilar_Zinser_,798,1416
Adolfo_Rodriguez_Saa_,1239,1638
Adrian_McPherson_,591,1188
Adrian_Nastase_,362,840
Adrien_Brody_,411,922
Ahmad_Masood_,779,1397
Ahmed_Chalabi_,408,916
Ahmet_Necdet_Sezer_,4,10
Ai_Sugiyama_,610,1212
Aicha_El_Ouafi_,346,813
Aitor_Gonzalez_,316,755
Akbar_Hashemi_Rafsanjani_,259,643
Akhmed_Zakayev_,5,13
Al_Davis_,793,1411
Al_Gore_,690,1303
Al_Pacino_,124,352
Al_Sharpton_,1341,1667
Alan_Ball_,737,1353
Alan_Greenspan_,734,1347
Alan_Mulally_,398,899
Alastair_Campbell_,263,650
Albert_Costa_,45,131
Alberto_Fujimori_,817,1432
Alberto_Ruiz_Gallardon_,319,759
Albrecht_Mentz_,369,850
Aldo_Paredes_,482,1042
Alec_Baldwin_,264,653
Alejandro_Atchugarry_,667,1282
Alejandro_Avila_,654,1265
Alejandro_Toledo_,433,957
Aleksander_Kwasniewski_,376,860
Alex_Barros_,378,863
Alex_Penelas_,86,250
Alex_Sink_,63,185
Alexander_Downer_,173,466
Alexander_Losyukov_,251,630
Alexander_Rumyantsev_,436,961
Alexandra_Stevenson_,245,618
Alexandra_Vodjanikova_,6,16
Ali_Abbas_,173,467
Ali_Khamenei_,845,1450
Ali_Naimi_,369,851
Alice_Fisher_,213,555
Alicia_Silverstone_,541,1126
Alimzhan_Tokhtakhounov_,212,553
Alison_Lohman_,455,1001
Allen_Iverson_,7,19
Allison_Janney_,316,756
Allyson_Felix_,1158,1611
Alvaro_Noboa_,528,1104
Alvaro_Silva_Calderon_,263,651
Alvaro_Uribe_,747,1359
Amanda_Beard_,420,937
Amanda_Bynes_,59,173
Amanda_Coetzer_,1261,1647
Amber_Tamblyn_,20,57
Amelia_Vega_,277,682
Amelie_Mauresmo_,1113,1595
Amer_al-Saadi_,458,1006
Amram_Mitzna_,231,594
Ana_Guevara_,66,193
Ana_Palacio_,2,5
Anastasia_Myskina_,608,1209
Anders_Ebbeson_,749,1362
Anders_Fogh_Rasmussen_,463,1013
Andre_Agassi_,593,1190
Andrei_Mikhnevich_,304,734
Andrew_Bunner_,427,948
Andrew_Cuomo_,81,235
Andrew_Niccol_,22,63
Andrew_Weissmann_,794,1413
Andy_Hebb_,35,102
Andy_Roddick_,930,1502
Angela_Bassett_,435,959
Angela_Lansbury_,320,762
Angela_Merkel_,50,146
Angelina_Jolie_,729,1343
Angelo_Reyes_,30,87
Anibal_Ibarra_,277,683
Ann_Veneman_,221,572
Anna_Kournikova_,967,1522
Anna_Nicole_Smith_,504,1071
Anne_Krueger_,405,912
Anne_McLellan_,287,700
