Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2828,1026
Aaron_Sorkin_,1161,130
Abdel_Nasser_Assidi_,2556,850
Abdoulaye_Wade_,4051,1609
Abdullah_,3579,1469
Abdullah_Gul_,3228,1288
Abdullah_al-Attiyah_,2518,819
Abdullatif_Sener_,2837,1033
Abel_Pacheco_,1431,211
Abid_Hamid_Mahmud_Al-Tikriti_,4386,1657
Adam_Sandler_,1083,98
Adam_Scott_,3255,1305
Adel_Al-Jubeir_,2613,896
Adolfo_Aguilar_Zinser_,3588,1472
Adolfo_Rodriguez_Saa_,4000,1599
Adrian_McPherson_,3421,1394
Adrian_Nastase_,2749,972
Adrien_Brody_,2547,846
Ahmad_Masood_,3813,1547
Ahmed_Chalabi_,3277,1317
Ai_Sugiyama_,3488,1428
Aicha_El_Ouafi_,2541,843
Aitor_Gonzalez_,3434,1400
Akbar_Hashemi_Rafsanjani_,1853,414
Akhmed_Zakayev_,1684,322
Al_Davis_,3763,1524
Al_Gore_,3452,1408
Al_Pacino_,2276,676
Al_Sharpton_,4326,1648
Alan_Ball_,2996,1147
Alan_Greenspan_,3369,1364
Alan_Mulally_,2339,713
Alastair_Campbell_,2837,1034
Albert_Costa_,1941,472
Alberto_Fujimori_,2703,937
Alberto_Ruiz_Gallardon_,1753,358
Albrecht_Mentz_,1647,305
Aldo_Paredes_,2901,1074
Alec_Baldwin_,2141,592
Alejandro_Atchugarry_,3437,1402
Alejandro_Avila_,2828,1027
Alejandro_Toledo_,3399,1385
Aleksander_Kwasniewski_,3044,1185
Alex_Barros_,3122,1232
Alex_Penelas_,787,38
Alex_Sink_,1816,401
Alexander_Downer_,2105,567
Alexander_Losyukov_,1862,422
Alexander_Rumyantsev_,1635,301
Alexandra_Stevenson_,1607,286
Alexandra_Vodjanikova_,2826,1024
Ali_Abbas_,1230,147
Ali_Khamenei_,3720,1510
Ali_Naimi_,2097,565
Alice_Fisher_,2538,842
Alicia_Silverstone_,2164,613
Alimzhan_Tokhtakhounov_,1128,116
Alison_Lohman_,1810,398
Allen_Iverson_,1999,516
Allison_Janney_,2291,685
Allyson_Felix_,4004,1602
Alvaro_Noboa_,2773,987
Alvaro_Silva_Calderon_,2510,811
Alvaro_Uribe_,3291,1326
Amanda_Beard_,1592,281
Amanda_Bynes_,1755,359
Amanda_Coetzer_,4120,1620
Amber_Tamblyn_,910,62
Amelia_Vega_,1569,266
Amelie_Mauresmo_,3974,1592
Amer_al-Saadi_,1960,491
Amram_Mitzna_,3252,1303
Ana_Guevara_,1998,514
Ana_Palacio_,1084,99
Anastasia_Myskina_,3434,1401
Anders_Ebbeson_,3276,1316
Anders_Fogh_Rasmussen_,3733,1517
Andre_Agassi_,2107,569
Andrei_Mikhnevich_,2606,887
Andrew_Bunner_,2453,778
Andrew_Cuomo_,646,18
Andrew_Niccol_,380,3
Andrew_Weissmann_,3896,1573
Andy_Hebb_,549,11
Andy_Roddick_,2880,1060
Angela_Bassett_,2805,1005
Angela_Lansbury_,1771,376
Angela_Merkel_,1770,375
Angelina_Jolie_,3169,1258
Angelo_Reyes_,1453,221
Anibal_Ibarra_,2193,628
Ann_Veneman_,1972,502
