Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,201,528
Aaron_Sorkin_,488,1057
Abdel_Nasser_Assidi_,1,1
Abdoulaye_Wade_,700,1323
Abdullah_,689,1311
Abdullah_Gul_,279,704
Abdullah_al-Attiyah_,72,206
Abdullatif_Sener_,420,956
Abel_Pacheco_,313,764
Abid_Hamid_Mahmud_Al-Tikriti_,214,554
Adam_Sandler_,163,440
Adam_Scott_,688,1309
Adel_Al-Jubeir_,860,1453
Adolfo_Aguilar_Zinser_,529,1117
Adolfo_Rodriguez_Saa_,672,1298
Adrian_McPherson_,1014,1549
Adrian_Nastase_,150,408
Adrien_Brody_,554,1152
Ahmad_Masood_,1403,1671
Ahmed_Chalabi_,378,887
Ahmet_Necdet_Sezer_,87,242
Ai_Sugiyama_,567,1176
Aicha_El_Ouafi_,496,1070
Aitor_Gonzalez_,609,1227
Akbar_Hashemi_Rafsanjani_,233,597
Akhmed_Zakayev_,2,4
Al_Davis_,721,1344
Al_Gore_,865,1457
Al_Pacino_,4,10
Al_Sharpton_,1108,1601
Alan_Ball_,521,1104
Alan_Greenspan_,1234,1643
Alan_Mulally_,115,318
Alastair_Campbell_,367,868
Albert_Costa_,261,662
Alberto_Fujimori_,372,877
Alberto_Ruiz_Gallardon_,284,713
Albrecht_Mentz_,481,1046
Aldo_Paredes_,436,981
Alec_Baldwin_,982,1528
Alejandro_Atchugarry_,484,1052
Alejandro_Avila_,354,844
Alejandro_Toledo_,657,1283
Aleksander_Kwasniewski_,528,1115
Alex_Barros_,344,828
Alex_Penelas_,99,275
Alex_Sink_,574,1185
Alexander_Downer_,161,435
Alexander_Losyukov_,124,342
Alexander_Rumyantsev_,276,698
Alexandra_Stevenson_,497,1071
Alexandra_Vodjanikova_,480,1045
Ali_Abbas_,285,715
Ali_Khamenei_,105,292
Ali_Naimi_,251,641
Alice_Fisher_,998,1539
Alicia_Silverstone_,327,793
Alimzhan_Tokhtakhounov_,42,121
Alison_Lohman_,455,1013
Allen_Iverson_,272,689
Allison_Janney_,429,971
Allyson_Felix_,1265,1651
Alvaro_Noboa_,361,859
Alvaro_Silva_Calderon_,817,1429
Alvaro_Uribe_,786,1409
Amanda_Beard_,3,7
Amanda_Bynes_,59,170
Amanda_Coetzer_,749,1373
Amber_Tamblyn_,68,195
Amelia_Vega_,251,642
Amelie_Mauresmo_,781,1402
Amer_al-Saadi_,245,626
Amram_Mitzna_,253,645
Ana_Guevara_,62,178
Ana_Palacio_,566,1174
Anastasia_Myskina_,663,1290
Anders_Ebbeson_,1162,1621
Anders_Fogh_Rasmussen_,428,970
Andre_Agassi_,596,1212
Andrei_Mikhnevich_,1007,1546
Andrew_Bunner_,640,1265
Andrew_Cuomo_,163,441
Andrew_Niccol_,357,850
Andrew_Weissmann_,596,1213
Andy_Hebb_,4,11
Andy_Roddick_,977,1524
Angela_Bassett_,350,839
Angela_Lansbury_,134,367
Angela_Merkel_,47,136
Angelina_Jolie_,427,968
Angelo_Reyes_,179,477
Anibal_Ibarra_,155,422
Ann_Veneman_,293,730
Anna_Kournikova_,1016,1551
Anna_Nicole_Smith_,186,495
Anne_Krueger_,542,1132
