Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,117676.500000,0.688626,117.267448
Aaron_Sorkin_,150075.000000,0.849618,134.491867
Abdel_Nasser_Assidi_,124691.000000,0.879156,158.798233
Abdoulaye_Wade_,119645.750000,0.636318,177.804531
Abdullah_,142126.333333,0.865710,139.135300
Abdullah_Gul_,115374.000000,0.842762,106.003687
Abdullah_al-Attiyah_,137823.000000,0.632666,139.388359
Abdullatif_Sener_,125594.000000,0.757497,131.013416
Abel_Pacheco_,117362.000000,0.960785,135.920187
Abid_Hamid_Mahmud_Al-Tikriti_,86157.666667,0.691059,156.621899
Adam_Sandler_,108907.666667,0.842265,115.312990
Adam_Scott_,144950.500000,1.001041,160.233913
Adel_Al-Jubeir_,125169.500000,0.668967,148.602911
Adolfo_Aguilar_Zinser_,133928.200000,0.720049,135.504293
Adolfo_Rodriguez_Saa_,137597.000000,0.920279,139.597748
Adrian_McPherson_,159024.000000,0.778280,196.327782
Adrian_Nastase_,134777.000000,0.918183,141.550648
Adrien_Brody_,143624.000000,0.861172,110.803398
Ahmad_Masood_,122697.500000,0.909357,126.397526
Ahmed_Chalabi_,144420.500000,0.840805,110.710564
Ahmet_Necdet_Sezer_,122383.400000,0.710566,129.475903
Ai_Sugiyama_,110587.000000,1.018300,135.273096
Aicha_El_Ouafi_,133461.000000,0.596008,151.214725
Aitor_Gonzalez_,0.000000,0.953215,170.280218
Akbar_Hashemi_Rafsanjani_,73683.000000,0.836069,118.579659
Akhmed_Zakayev_,130241.000000,0.802148,128.838648
Al_Davis_,122138.000000,0.598050,140.207314
Al_Gore_,135102.500000,0.715368,139.245403
Al_Pacino_,98884.750000,0.699302,136.659454
Al_Sharpton_,145131.000000,0.891990,144.181320
Alan_Ball_,56548.000000,0.604534,123.321810
Alan_Greenspan_,108249.000000,1.089000,139.919750
Alan_Mulally_,128143.000000,0.920748,110.240080
Alastair_Campbell_,96063.000000,0.664775,129.284479
Albert_Costa_,130573.000000,0.716487,168.730656
Alberto_Fujimori_,132252.000000,0.838361,127.414503
Alberto_Ruiz_Gallardon_,0.000000,1.046702,129.841061
Albrecht_Mentz_,111839.500000,0.924365,128.806698
Aldo_Paredes_,129967.000000,0.806264,113.540730
Alec_Baldwin_,133605.000000,0.816785,103.845394
Alejandro_Atchugarry_,127068.500000,0.920804,120.505920
Alejandro_Avila_,125388.500000,0.717561,144.145592
Alejandro_Toledo_,130243.000000,0.705303,130.800018
Aleksander_Kwasniewski_,137896.000000,0.693029,138.484961
Alex_Barros_,123198.666667,0.753083,109.262157
Alex_Penelas_,91770.875000,0.645273,106.835178
Alex_Sink_,127602.000000,0.941362,118.572874
Alexander_Downer_,107155.000000,0.783042,105.945761
Alexander_Losyukov_,132891.000000,0.791451,140.557381
Alexander_Rumyantsev_,108509.666667,0.836842,105.963600
Alexandra_Stevenson_,160752.000000,0.873675,160.313961
Alexandra_Vodjanikova_,128498.666667,0.949282,154.611790
Ali_Abbas_,131255.000000,0.863304,109.468878
Ali_Khamenei_,107342.000000,0.735514,138.234861
Ali_Naimi_,109592.500000,0.526283,112.310482
Alice_Fisher_,98454.000000,0.796459,141.131157
