Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,88985.000000,0.636849,117.312490
Aaron_Sorkin_,108561.500000,0.888497,117.416744
Abdel_Nasser_Assidi_,153313.000000,0.973080,158.816107
Abdoulaye_Wade_,120513.000000,0.615027,177.834023
Abdullah_,93753.000000,1.070389,101.870699
Abdullah_Gul_,116101.000000,1.069306,128.574036
Abdullah_al-Attiyah_,129892.500000,0.768794,163.401976
Abdullatif_Sener_,0.000000,0.915747,124.909861
Abel_Pacheco_,92534.666667,0.776572,137.063736
Abid_Hamid_Mahmud_Al-Tikriti_,155722.000000,0.997971,177.243616
Adam_Sandler_,104682.000000,0.781427,115.319677
Adam_Scott_,118532.000000,0.873398,160.241272
Adel_Al-Jubeir_,111717.000000,0.809045,148.608438
Adolfo_Aguilar_Zinser_,147527.000000,0.730060,135.558453
Adolfo_Rodriguez_Saa_,97174.000000,1.089601,90.659342
Adrian_McPherson_,130876.333333,0.601244,196.342112
Adrian_Nastase_,0.000000,1.178283,141.601105
Adrien_Brody_,177173.000000,0.867150,116.115587
Ahmad_Masood_,155994.000000,0.985598,126.445263
Ahmed_Chalabi_,134808.000000,0.858194,110.794193
Ahmet_Necdet_Sezer_,0.000000,0.704837,135.133516
Ai_Sugiyama_,134624.000000,1.035192,135.289118
Aicha_El_Ouafi_,127003.000000,0.824120,122.106386
Aitor_Gonzalez_,147759.000000,1.131647,174.424488
Akbar_Hashemi_Rafsanjani_,96008.000000,0.857691,103.655767
Akhmed_Zakayev_,128087.500000,0.863910,128.887257
Al_Davis_,65911.500000,0.590631,140.261793
Al_Gore_,103664.000000,0.750034,121.457098
Al_Pacino_,110043.000000,0.750653,122.317835
Al_Sharpton_,142608.000000,0.924709,144.223368
Alan_Ball_,128991.000000,0.738986,123.653172
Alan_Greenspan_,124176.000000,1.085274,139.941429
Alan_Mulally_,84273.000000,0.582170,128.914055
Alastair_Campbell_,96118.666667,0.708086,129.364500
Albert_Costa_,118170.000000,0.954841,168.835257
Alberto_Fujimori_,85077.000000,0.494873,127.470484
Alberto_Ruiz_Gallardon_,0.000000,0.837395,129.844881
Albrecht_Mentz_,138826.000000,0.657728,117.736521
Aldo_Paredes_,0.000000,1.001204,148.954386
Alec_Baldwin_,137643.500000,0.865491,136.350439
Alejandro_Atchugarry_,152787.500000,0.989076,120.530365
Alejandro_Avila_,71936.000000,0.651219,160.765562
Alejandro_Toledo_,115194.000000,0.632493,130.897329
Aleksander_Kwasniewski_,102402.500000,0.632233,138.511515
Alex_Barros_,152449.000000,1.024286,109.374254
Alex_Penelas_,160473.333333,0.714612,93.963699
Alex_Sink_,106508.666667,0.770378,118.643661
Alexander_Downer_,108303.000000,0.980013,98.404758
Alexander_Losyukov_,129231.000000,0.803808,112.982899
Alexander_Rumyantsev_,79112.000000,0.817849,106.005665
Alexandra_Stevenson_,132361.000000,0.757843,160.351690
Alexandra_Vodjanikova_,134972.000000,0.874080,155.301128
Ali_Abbas_,136252.000000,0.819158,109.510733
Ali_Khamenei_,121783.000000,0.995928,131.980566
Ali_Naimi_,59836.000000,0.507040,112.375252
Alice_Fisher_,66884.000000,1.032524,141.172079
