Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,93390.000000,0.823283,117.284756
Aaron_Sorkin_,141690.250000,1.049692,134.501709
Abdel_Nasser_Assidi_,113431.000000,0.513193,158.805277
Abdoulaye_Wade_,147679.000000,0.825622,177.817547
Abdullah_,110246.500000,0.784811,101.823771
Abdullah_Gul_,142553.500000,0.892746,106.028578
Abdullah_al-Attiyah_,107607.000000,0.852469,163.383436
Abdullatif_Sener_,178162.000000,0.822727,131.033798
Abel_Pacheco_,119844.333333,0.749248,135.926132
Abid_Hamid_Mahmud_Al-Tikriti_,139014.000000,0.796456,116.789698
Adam_Sandler_,112679.750000,0.825538,154.732401
Adam_Scott_,108500.600000,0.625293,160.236200
Adel_Al-Jubeir_,127712.000000,0.804138,148.605400
Adolfo_Aguilar_Zinser_,142101.750000,0.763923,135.527239
Adolfo_Rodriguez_Saa_,121627.000000,0.757982,139.620642
Adrian_McPherson_,138819.666667,0.939519,196.333330
Adrian_Nastase_,106065.000000,0.405124,136.947323
Adrien_Brody_,136586.000000,0.645856,124.416254
Ahmad_Masood_,153556.000000,0.642896,126.417297
Ahmed_Chalabi_,91508.666667,0.307874,115.824249
Ahmet_Necdet_Sezer_,117230.000000,0.674532,129.486666
Ai_Sugiyama_,131408.000000,0.784327,135.279236
Aicha_El_Ouafi_,117954.250000,0.840206,151.230682
Aitor_Gonzalez_,133374.000000,1.139561,174.415552
Akbar_Hashemi_Rafsanjani_,121046.000000,0.538745,103.614771
Akhmed_Zakayev_,118047.800000,0.377852,128.855314
Al_Davis_,132395.000000,0.612215,149.343536
Al_Gore_,101076.000000,0.843650,139.250984
Al_Pacino_,122018.400000,0.444231,136.661100
Al_Sharpton_,139204.000000,0.645840,144.199041
Alan_Ball_,0.000000,0.730659,123.619516
Alan_Greenspan_,142849.333333,0.678223,139.926102
Alan_Mulally_,118194.333333,0.614326,128.880466
Alastair_Campbell_,86296.000000,1.092120,129.315685
Albert_Costa_,121465.750000,0.867414,168.743608
Alberto_Fujimori_,100562.800000,0.702787,127.434669
Alberto_Ruiz_Gallardon_,127816.000000,0.689817,106.312387
Albrecht_Mentz_,114623.000000,0.688600,128.809914
Aldo_Paredes_,134424.000000,0.848251,113.555353
Alec_Baldwin_,106222.000000,0.496589,136.279814
Alejandro_Atchugarry_,123485.000000,0.418290,120.514162
Alejandro_Avila_,148956.000000,0.818699,160.751970
Alejandro_Toledo_,106015.285714,0.486375,130.834175
Aleksander_Kwasniewski_,129399.000000,0.705358,138.495102
Alex_Barros_,143202.500000,0.696629,109.309858
Alex_Penelas_,119341.000000,0.596681,106.856615
Alex_Sink_,110770.500000,0.767737,118.599501
Alexander_Downer_,100063.666667,0.489267,98.390242
Alexander_Losyukov_,114295.333333,0.805892,112.953146
Alexander_Rumyantsev_,134108.500000,0.783972,112.076513
Alexandra_Stevenson_,153607.000000,0.735833,160.331125
Alexandra_Vodjanikova_,160506.000000,0.601017,155.273649
Ali_Abbas_,71828.000000,0.869455,109.485529
Ali_Khamenei_,128693.500000,1.135569,131.934120
Ali_Naimi_,120366.000000,0.799066,112.337566
