Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,118410.000000,0.654420,117.289455
Aaron_Sorkin_,91752.000000,0.830869,134.504282
Abdel_Nasser_Assidi_,0.000000,0.806458,173.092434
Abdoulaye_Wade_,127020.000000,0.720410,177.819744
Abdullah_,134968.000000,0.647681,139.143721
Abdullah_Gul_,98874.000000,0.693111,106.033972
Abdullah_al-Attiyah_,0.000000,0.846699,145.216393
Abdullatif_Sener_,160309.000000,0.590615,124.888296
Abel_Pacheco_,95098.000000,0.742920,137.037664
Abid_Hamid_Mahmud_Al-Tikriti_,158824.000000,0.824259,177.240602
Adam_Sandler_,127781.000000,0.807749,115.316122
Adam_Scott_,111346.750000,0.867452,145.655313
Adel_Al-Jubeir_,116357.333333,0.749366,148.605761
Adolfo_Aguilar_Zinser_,131005.200000,0.723309,135.531885
Adolfo_Rodriguez_Saa_,143794.000000,1.007589,139.627707
Adrian_McPherson_,124222.333333,0.717891,196.334826
Adrian_Nastase_,113959.000000,0.864652,141.577349
Adrien_Brody_,211427.000000,0.829841,110.842112
Ahmad_Masood_,108001.000000,0.762579,149.203056
Ahmed_Chalabi_,81277.500000,0.744663,111.108608
Ahmet_Necdet_Sezer_,124489.000000,0.840445,129.490585
Ai_Sugiyama_,109718.333333,0.824773,130.574558
Aicha_El_Ouafi_,101717.500000,0.687305,151.235415
Aitor_Gonzalez_,138911.000000,1.039445,174.416939
Akbar_Hashemi_Rafsanjani_,81498.666667,0.754257,103.623795
Akhmed_Zakayev_,108557.666667,0.519344,128.860903
Al_Davis_,134191.000000,0.621108,140.233942
Al_Gore_,105831.333333,0.844997,139.252003
Al_Pacino_,95041.000000,0.654919,136.662397
Al_Sharpton_,139134.000000,0.800797,144.202593
Alan_Ball_,147881.000000,0.683330,123.625330
Alan_Greenspan_,144533.500000,0.906811,139.928312
Alan_Mulally_,103078.000000,0.541657,128.886095
Alastair_Campbell_,95285.500000,0.820397,129.323959
Albert_Costa_,126239.333333,0.797381,168.747433
Alberto_Fujimori_,155435.000000,0.684049,127.441383
Alberto_Ruiz_Gallardon_,122468.000000,0.783596,106.327789
Albrecht_Mentz_,121336.000000,0.764024,117.705364
Aldo_Paredes_,140979.000000,0.730713,113.558933
Alec_Baldwin_,96576.000000,0.717549,136.294975
Alejandro_Atchugarry_,204614.000000,0.766334,120.517015
Alejandro_Avila_,96295.500000,0.563074,160.754333
Alejandro_Toledo_,121441.000000,0.577837,130.845928
Aleksander_Kwasniewski_,148292.000000,0.596460,117.053497
Alex_Barros_,83651.000000,0.892390,109.319338
Alex_Penelas_,146411.000000,0.702848,106.860304
Alex_Sink_,105112.333333,0.574472,149.207104
Alexander_Downer_,118128.000000,0.768624,105.998486
Alexander_Losyukov_,114908.666667,0.681265,112.957367
Alexander_Rumyantsev_,105851.000000,1.006444,112.082239
Alexandra_Stevenson_,111065.000000,0.665290,160.334146
Alexandra_Vodjanikova_,162872.500000,0.812115,154.620874
Ali_Abbas_,113312.800000,0.829431,109.489456
Ali_Khamenei_,82135.000000,1.030655,138.270086
Ali_Naimi_,120992.000000,0.601441,112.342897
Alice_Fisher_,113156.000000,0.811882,141.151691
