Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,132353.000000,0.867867,131.926842
Aaron_Sorkin_,132252.333333,0.892781,134.496756
Abdel_Nasser_Assidi_,112588.500000,0.427312,158.801699
Abdoulaye_Wade_,142584.000000,0.709823,195.729296
Abdullah_,132571.500000,0.686198,139.138416
Abdullah_Gul_,139104.000000,0.654779,128.517282
Abdullah_al-Attiyah_,106011.000000,1.068438,139.396580
Abdullatif_Sener_,119969.000000,1.040206,131.023491
Abel_Pacheco_,144850.200000,0.755011,135.922718
Abid_Hamid_Mahmud_Al-Tikriti_,139607.000000,0.587858,177.238781
Adam_Sandler_,96315.200000,0.449102,115.314238
Adam_Scott_,139019.000000,0.745559,160.234997
Adel_Al-Jubeir_,110647.000000,0.770267,148.604128
Adolfo_Aguilar_Zinser_,108779.800000,0.698004,135.515846
Adolfo_Rodriguez_Saa_,144868.000000,0.484899,139.609522
Adrian_McPherson_,138741.000000,1.124526,196.330502
Adrian_Nastase_,113487.000000,0.605095,136.945854
Adrien_Brody_,107512.500000,0.443365,110.818079
Ahmad_Masood_,141261.000000,0.857017,149.198942
Ahmed_Chalabi_,157939.000000,0.950031,111.087265
Ahmet_Necdet_Sezer_,98790.000000,0.582809,129.481018
Ai_Sugiyama_,115725.500000,0.621884,135.276098
Aicha_El_Ouafi_,128114.500000,0.577178,130.812508
Aitor_Gonzalez_,122600.000000,0.909025,174.412796
Akbar_Hashemi_Rafsanjani_,112755.000000,0.486971,103.610384
Akhmed_Zakayev_,134928.000000,0.547929,128.846899
Al_Davis_,79936.000000,0.940979,149.334061
Al_Gore_,114912.000000,0.849087,139.248024
Al_Pacino_,122236.000000,0.530384,136.660095
Al_Sharpton_,117077.000000,0.697796,144.190079
Alan_Ball_,124477.000000,0.763060,123.608232
Alan_Greenspan_,146389.000000,0.656891,139.922836
Alan_Mulally_,128970.333333,0.787455,110.252598
Alastair_Campbell_,154572.000000,0.785007,103.839727
Albert_Costa_,142810.500000,0.606166,159.906235
Alberto_Fujimori_,160154.000000,0.786861,127.424004
Alberto_Ruiz_Gallardon_,143467.200000,0.580444,106.290174
Albrecht_Mentz_,139739.000000,0.629945,128.808266
Aldo_Paredes_,128609.500000,1.048651,148.932377
Alec_Baldwin_,109444.000000,0.633099,136.264130
Alejandro_Atchugarry_,115420.500000,0.509594,120.509817
Alejandro_Avila_,97371.000000,0.980499,160.747938
Alejandro_Toledo_,108960.000000,0.582485,130.816853
Aleksander_Kwasniewski_,146197.000000,0.860495,138.490080
Alex_Barros_,108214.000000,0.519634,109.287395
Alex_Penelas_,93734.000000,0.504866,106.846018
Alex_Sink_,150253.000000,0.826931,149.195206
Alexander_Downer_,98383.000000,0.420935,98.386312
Alexander_Losyukov_,128059.000000,1.016268,112.942465
Alexander_Rumyantsev_,92620.800000,0.622129,112.062920
Alexandra_Stevenson_,144992.500000,0.971728,103.030649
Alexandra_Vodjanikova_,95894.333333,0.385458,154.614529
Ali_Abbas_,119444.000000,0.851121,109.476896
Ali_Khamenei_,0.000000,1.312462,122.160337
Ali_Naimi_,126434.000000,0.555458,83.890413
