Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,129488.000000,0.812987,117.272940
Aaron_Sorkin_,133132.500000,0.835348,134.494831
Abdel_Nasser_Assidi_,106539.000000,0.668922,158.800386
Abdoulaye_Wade_,135171.666667,1.005787,177.808735
Abdullah_,89305.000000,0.844802,101.799849
Abdullah_Gul_,101974.000000,0.769861,128.512276
Abdullah_al-Attiyah_,144748.000000,1.101127,139.393515
Abdullatif_Sener_,150148.000000,0.974338,131.018873
Abel_Pacheco_,133513.333333,0.650065,135.921303
Abid_Hamid_Mahmud_Al-Tikriti_,139420.000000,0.687698,177.238409
Adam_Sandler_,106077.333333,0.555708,115.313780
Adam_Scott_,138732.000000,0.799168,160.234571
Adel_Al-Jubeir_,129071.000000,0.848897,148.603748
Adolfo_Aguilar_Zinser_,109899.000000,0.769664,135.512259
Adolfo_Rodriguez_Saa_,105274.500000,0.857970,139.603790
Adrian_McPherson_,131198.500000,0.858945,196.329432
Adrian_Nastase_,156440.000000,0.784655,136.945227
Adrien_Brody_,114577.000000,0.609600,110.811874
Ahmad_Masood_,101770.000000,0.954843,149.197666
Ahmed_Chalabi_,111336.500000,1.137567,111.081980
Ahmet_Necdet_Sezer_,139133.333333,0.703399,129.478811
Ai_Sugiyama_,118764.333333,0.613371,135.275059
Aicha_El_Ouafi_,109463.500000,0.735908,130.811499
Aitor_Gonzalez_,101494.000000,0.874605,174.411589
Akbar_Hashemi_Rafsanjani_,65346.000000,0.706024,103.609051
Akhmed_Zakayev_,123684.000000,0.925114,125.150970
Al_Davis_,0.000000,1.016431,140.213638
Al_Gore_,153090.500000,0.888784,139.247116
Al_Pacino_,123179.000000,0.633374,136.660036
Al_Sharpton_,110621.000000,0.845185,144.186979
Alan_Ball_,0.000000,0.655611,123.605490
Alan_Greenspan_,118041.000000,0.654866,147.616611
Alan_Mulally_,102162.000000,0.893127,128.865582
Alastair_Campbell_,119633.500000,0.840052,131.540627
Albert_Costa_,133341.500000,0.757433,168.734238
Alberto_Fujimori_,125343.500000,0.693307,127.420763
Alberto_Ruiz_Gallardon_,136299.000000,0.652550,129.841412
Albrecht_Mentz_,151740.666667,0.636690,128.807695
Aldo_Paredes_,139970.000000,0.949764,113.545166
Alec_Baldwin_,120495.500000,0.916645,136.256849
Alejandro_Atchugarry_,170541.000000,0.848910,120.508148
Alejandro_Avila_,134251.000000,0.845770,144.149069
Alejandro_Toledo_,108363.000000,0.734040,130.809479
Aleksander_Kwasniewski_,157986.000000,0.591621,138.487938
Alex_Barros_,139286.500000,0.752695,109.277843
Alex_Penelas_,113422.250000,0.577704,106.842266
Alex_Sink_,119849.000000,0.857207,118.580294
Alexander_Downer_,138771.000000,0.834004,98.384817
Alexander_Losyukov_,120297.000000,0.643418,140.562241
Alexander_Rumyantsev_,83429.000000,0.809220,112.057674
Alexandra_Stevenson_,127546.500000,0.748460,160.321047
Alexandra_Vodjanikova_,145555.000000,0.822253,154.613632
Ali_Abbas_,126340.666667,0.640581,109.473948
Ali_Khamenei_,118345.333333,0.832348,138.245867
Ali_Naimi_,162713.000000,0.706354,112.318895
Alice_Fisher_,114547.500000,0.844849,139.585388
