Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,112317.000000,0.583518,131.926834
Aaron_Sorkin_,148563.000000,0.803519,134.496964
Abdel_Nasser_Assidi_,138373.000000,0.750666,158.801941
Abdoulaye_Wade_,101396.000000,0.952373,177.811064
Abdullah_,145899.000000,1.032988,139.138878
Abdullah_Gul_,108878.000000,1.141439,106.017038
Abdullah_al-Attiyah_,106375.000000,0.571913,163.376841
Abdullatif_Sener_,0.000000,0.947722,124.877190
Abel_Pacheco_,116829.000000,0.436791,135.923313
Abid_Hamid_Mahmud_Al-Tikriti_,0.000000,0.572027,156.623634
Adam_Sandler_,108179.500000,0.458360,115.314386
Adam_Scott_,163796.000000,0.730803,160.235170
Adel_Al-Jubeir_,110383.500000,0.999041,135.183573
Adolfo_Aguilar_Zinser_,0.000000,0.642635,150.096786
Adolfo_Rodriguez_Saa_,152494.000000,0.962089,139.608974
Adrian_McPherson_,127097.000000,0.738703,196.330658
Adrian_Nastase_,125503.000000,0.904993,136.946005
Adrien_Brody_,122476.000000,0.801592,110.819174
Ahmad_Masood_,0.000000,1.060686,126.407879
Ahmed_Chalabi_,104906.000000,1.071432,110.727184
Ahmet_Necdet_Sezer_,143005.500000,0.329360,129.481497
Ai_Sugiyama_,0.000000,0.597901,136.838234
Aicha_El_Ouafi_,121302.500000,0.592451,151.222961
Aitor_Gonzalez_,106772.000000,0.937122,174.412806
Akbar_Hashemi_Rafsanjani_,112128.000000,0.798645,118.589369
Akhmed_Zakayev_,132045.000000,0.745982,128.847170
Al_Davis_,107179.000000,1.131770,149.334908
Al_Gore_,140341.500000,0.757178,139.248482
Al_Pacino_,112997.500000,0.537897,121.662878
Al_Sharpton_,106114.000000,0.585357,168.746416
Alan_Ball_,106639.000000,0.674250,123.610353
Alan_Greenspan_,130469.000000,1.127333,139.923141
Alan_Mulally_,119042.000000,0.794047,128.870127
Alastair_Campbell_,122342.000000,1.249947,103.840857
Albert_Costa_,126674.000000,0.501433,159.906561
Alberto_Fujimori_,140100.000000,0.740834,127.425150
Alberto_Ruiz_Gallardon_,133162.000000,0.580632,129.841743
Albrecht_Mentz_,116172.000000,0.551458,128.808388
Aldo_Paredes_,0.000000,1.197581,148.932459
Alec_Baldwin_,133713.000000,0.905883,136.266409
Alejandro_Atchugarry_,125437.000000,1.021947,120.510307
Alejandro_Avila_,162425.000000,0.582455,160.748205
Alejandro_Toledo_,130159.000000,0.768735,130.817358
Aleksander_Kwasniewski_,101036.000000,0.964419,117.051588
Alex_Barros_,126822.000000,0.864937,109.285604
Alex_Penelas_,109426.000000,0.469325,106.846569
Alex_Sink_,110926.000000,0.810797,118.586880
Alexander_Downer_,90003.000000,0.945288,98.386509
Alexander_Losyukov_,100308.000000,1.077522,112.942308
Alexander_Rumyantsev_,0.000000,0.823797,105.969971
Alexandra_Stevenson_,94576.000000,0.698249,103.030148
Alexandra_Vodjanikova_,124569.000000,0.910348,154.615152
Ali_Abbas_,124650.333333,0.602765,109.477837
Ali_Khamenei_,97016.000000,1.045131,122.159229
Ali_Naimi_,116428.000000,0.586332,112.323824
Alice_Fisher_,0.000000,0.910031,139.592758
