Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,130873.333333,0.801513,117.287643
Aaron_Sorkin_,118956.000000,0.570768,134.503389
Abdel_Nasser_Assidi_,154666.000000,1.033157,173.092226
Abdoulaye_Wade_,111358.000000,0.908577,186.114170
Abdullah_,158172.000000,0.840127,101.823658
Abdullah_Gul_,112918.333333,0.857727,106.030499
Abdullah_al-Attiyah_,136465.500000,0.751100,163.383947
Abdullatif_Sener_,134362.333333,0.750462,131.039200
Abel_Pacheco_,103649.000000,0.701226,135.931557
Abid_Hamid_Mahmud_Al-Tikriti_,156358.666667,0.728539,116.789919
Adam_Sandler_,163879.000000,0.738515,133.497669
Adam_Scott_,97540.000000,1.001088,160.237383
Adel_Al-Jubeir_,133762.000000,0.783715,148.605583
Adolfo_Aguilar_Zinser_,131099.000000,0.568100,135.528357
Adolfo_Rodriguez_Saa_,75030.000000,0.827720,90.634436
Adrian_McPherson_,97897.000000,0.986134,196.334150
Adrian_Nastase_,131173.000000,0.860221,136.948107
Adrien_Brody_,135901.000000,0.679532,110.838993
Ahmad_Masood_,0.000000,0.859666,126.419111
Ahmed_Chalabi_,154888.000000,0.887823,111.108652
Ahmet_Necdet_Sezer_,107272.500000,0.736818,135.107853
Ai_Sugiyama_,142862.000000,0.774507,136.174311
Aicha_El_Ouafi_,123285.000000,0.876214,151.233662
Aitor_Gonzalez_,140965.000000,0.678640,170.290087
Akbar_Hashemi_Rafsanjani_,148467.000000,0.779193,103.628922
Akhmed_Zakayev_,122173.000000,0.777845,128.860403
Al_Davis_,116270.000000,1.168991,149.342430
Al_Gore_,154397.000000,0.898753,139.251337
Al_Pacino_,159840.000000,0.730747,136.665474
Al_Sharpton_,135783.000000,0.773844,164.901377
Alan_Ball_,123812.500000,0.821546,123.623386
Alan_Greenspan_,141878.000000,0.840923,139.930281
Alan_Mulally_,123626.500000,0.890415,128.883301
Alastair_Campbell_,128398.000000,0.956509,103.856697
Albert_Costa_,107691.000000,0.728377,168.746273
Alberto_Fujimori_,136025.000000,0.926458,127.439140
Alberto_Ruiz_Gallardon_,109132.000000,0.663837,106.323597
Albrecht_Mentz_,114922.000000,0.821426,128.810669
Aldo_Paredes_,109166.000000,0.733876,113.557222
Alec_Baldwin_,113311.000000,0.961385,136.294750
Alejandro_Atchugarry_,0.000000,0.894562,120.351173
Alejandro_Avila_,121524.000000,0.811041,160.753626
Alejandro_Toledo_,144900.500000,0.842280,130.842588
Aleksander_Kwasniewski_,158326.000000,0.960077,138.496761
Alex_Barros_,0.000000,0.776654,146.780296
Alex_Penelas_,98090.000000,0.667254,106.857050
Alex_Sink_,114217.000000,0.884955,118.604845
Alexander_Downer_,136602.000000,0.898472,98.392735
Alexander_Losyukov_,131144.000000,0.688509,112.954208
Alexander_Rumyantsev_,150976.500000,0.786293,112.078600
Alexandra_Stevenson_,110581.500000,0.837220,160.330549
Alexandra_Vodjanikova_,120917.000000,0.802250,154.621054
Ali_Abbas_,0.000000,0.732575,91.203173
Ali_Khamenei_,121488.000000,0.872865,122.185013
Ali_Naimi_,101254.666667,0.699276,133.642191
Alice_Fisher_,123890.750000,0.543204,141.149641
