Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,100242.000000,0.537798,131.916365
Aaron_Sorkin_,142316.000000,0.761008,117.371300
Abdel_Nasser_Assidi_,113093.000000,0.750190,158.797861
Abdoulaye_Wade_,131699.000000,0.529466,195.726051
Abdullah_,140921.000000,0.976140,139.135334
Abdullah_Gul_,159422.000000,1.065241,106.002537
Abdullah_al-Attiyah_,137996.000000,1.199781,139.388258
Abdullatif_Sener_,148111.000000,0.879122,131.011292
Abel_Pacheco_,149120.000000,0.714186,138.137875
Abid_Hamid_Mahmud_Al-Tikriti_,149961.333333,0.909985,177.237307
Adam_Sandler_,133535.250000,0.695748,133.490435
Adam_Scott_,158662.000000,0.814691,145.644175
Adel_Al-Jubeir_,145185.000000,0.663826,148.603016
Adolfo_Aguilar_Zinser_,131469.000000,0.676059,135.502962
Adolfo_Rodriguez_Saa_,136543.000000,1.113695,139.594835
Adrian_McPherson_,163150.000000,0.529770,196.327471
Adrian_Nastase_,171991.000000,0.803235,136.944504
Adrien_Brody_,165290.000000,0.823280,124.402494
Ahmad_Masood_,71866.500000,0.971037,126.396679
Ahmed_Chalabi_,95815.000000,0.604247,115.803644
Ahmet_Necdet_Sezer_,91484.000000,0.459303,129.475288
Ai_Sugiyama_,125933.000000,0.650172,135.272978
Aicha_El_Ouafi_,118730.000000,0.406003,151.213627
Aitor_Gonzalez_,131963.500000,1.197546,170.279339
Akbar_Hashemi_Rafsanjani_,150169.000000,0.907530,118.384352
Akhmed_Zakayev_,118081.000000,0.637127,128.837183
Al_Davis_,128023.500000,0.695674,140.205067
Al_Gore_,100140.000000,0.619664,121.393597
Al_Pacino_,123429.000000,0.376888,136.659567
Al_Sharpton_,99603.000000,0.835853,164.885441
Alan_Ball_,104638.000000,0.724446,123.319675
Alan_Greenspan_,147809.000000,0.789131,153.427929
Alan_Mulally_,123518.500000,0.424190,110.237825
Alastair_Campbell_,146673.000000,0.852597,129.283224
Albert_Costa_,181940.500000,0.531120,168.729925
Alberto_Fujimori_,132693.666667,0.457639,127.414003
Alberto_Ruiz_Gallardon_,174673.000000,0.547849,129.840769
Albrecht_Mentz_,0.000000,0.848438,117.674446
Aldo_Paredes_,0.000000,1.132809,148.925806
Alec_Baldwin_,140603.333333,0.876697,136.249203
Alejandro_Atchugarry_,147469.000000,0.993940,120.505720
Alejandro_Avila_,152326.000000,0.729434,148.372152
Alejandro_Toledo_,128634.666667,0.541913,130.796635
Aleksander_Kwasniewski_,86920.000000,0.372559,138.484072
Alex_Barros_,102048.000000,0.534291,146.767262
Alex_Penelas_,144110.400000,0.432100,93.883261
Alex_Sink_,95748.000000,0.499412,149.188231
Alexander_Downer_,134575.000000,0.892050,98.382082
Alexander_Losyukov_,137309.000000,0.570735,140.556452
Alexander_Rumyantsev_,136663.000000,0.851134,112.048075
Alexandra_Stevenson_,145465.000000,0.535924,103.011669
Alexandra_Vodjanikova_,141617.000000,1.026364,154.611755
Ali_Abbas_,0.000000,1.098878,91.188229
Ali_Khamenei_,173794.000000,1.062819,131.917112
Ali_Naimi_,113860.666667,0.305984,112.307226
Alice_Fisher_,0.000000,1.026571,139.572954
