Names,SIFT Scores,Coreleation Scores,EMD Scores
,,,
,,,
Aaron_Peirsol_,142953.500000,0.813512,117.283251
Aaron_Sorkin_,149964.000000,0.870344,134.500834
Abdel_Nasser_Assidi_,0.000000,1.121088,173.089928
Abdoulaye_Wade_,127236.000000,0.821398,177.816692
Abdullah_,117813.000000,0.761124,139.141359
Abdullah_Gul_,113855.333333,0.650162,106.026808
Abdullah_al-Attiyah_,142326.000000,0.479797,139.403633
Abdullatif_Sener_,82387.800000,0.388854,131.031219
Abel_Pacheco_,130725.666667,1.269253,135.924768
Abid_Hamid_Mahmud_Al-Tikriti_,120654.500000,0.905323,177.239964
Adam_Sandler_,132152.000000,1.338165,115.315311
Adam_Scott_,98005.000000,1.289550,160.235897
Adel_Al-Jubeir_,133169.666667,0.900333,148.605215
Adolfo_Aguilar_Zinser_,144648.500000,0.931545,135.525965
Adolfo_Rodriguez_Saa_,152052.000000,0.970244,139.617876
Adrian_McPherson_,130542.666667,0.592283,155.080099
Adrian_Nastase_,102028.000000,0.862733,141.573151
Adrien_Brody_,129340.500000,1.033387,110.830124
Ahmad_Masood_,0.000000,0.996994,126.415771
Ahmed_Chalabi_,133771.000000,0.931379,110.738558
Ahmet_Necdet_Sezer_,145802.500000,1.112789,129.485294
Ai_Sugiyama_,113679.000000,1.301240,135.278761
Aicha_El_Ouafi_,139414.666667,0.845408,151.228672
Aitor_Gonzalez_,150954.000000,0.817005,170.287605
Akbar_Hashemi_Rafsanjani_,116818.000000,0.841430,103.613348
Akhmed_Zakayev_,132122.000000,0.971747,128.853521
Al_Davis_,108209.000000,0.805197,149.343359
Al_Gore_,140613.000000,1.143240,82.996655
Al_Pacino_,135100.000000,1.079241,136.660894
Al_Sharpton_,130895.000000,1.196805,171.511381
Alan_Ball_,118690.500000,0.707318,123.344154
Alan_Greenspan_,119152.250000,1.122501,127.095226
Alan_Mulally_,122352.000000,0.833645,128.878561
Alastair_Campbell_,135358.333333,0.661104,129.312759
Albert_Costa_,96890.333333,0.975903,168.741987
Alberto_Fujimori_,110291.000000,0.977791,127.432692
Alberto_Ruiz_Gallardon_,141136.250000,1.287921,129.842455
Albrecht_Mentz_,126306.000000,1.345786,128.809628
Aldo_Paredes_,0.000000,0.926041,148.937105
Alec_Baldwin_,128677.000000,0.893177,136.273525
Alejandro_Atchugarry_,0.000000,0.824409,120.348639
Alejandro_Avila_,44565.000000,0.782234,160.751204
Alejandro_Toledo_,118837.000000,0.884128,130.830042
Aleksander_Kwasniewski_,122049.333333,1.051890,138.494123
Alex_Barros_,140308.000000,0.736131,109.306982
Alex_Penelas_,0.000000,0.865288,93.914167
Alex_Sink_,139500.000000,0.918731,118.596508
Alexander_Downer_,142916.500000,1.000026,98.389374
Alexander_Losyukov_,100770.500000,0.576282,112.951374
Alexander_Rumyantsev_,0.000000,0.933828,105.974863
Alexandra_Stevenson_,91033.333333,0.669406,103.042158
Alexandra_Vodjanikova_,0.000000,0.924547,155.271540
Ali_Abbas_,0.000000,1.077312,91.199842
Ali_Khamenei_,135318.666667,0.753681,122.174091
Ali_Naimi_,120138.000000,0.845265,112.335659
Alice_Fisher_,109730.666667,0.884421,141.146967
