Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,114725,980
Aaron_Sorkin_,104186,658
Abdel_Nasser_Assidi_,117123,1050
Abdoulaye_Wade_,78168,148
Abdullah_,145414,1591
Abdullah_Gul_,114602,976
Abdullah_al-Attiyah_,129341,1371
Abdullatif_Sener_,121174,1188
Abel_Pacheco_,93891,394
Abid_Hamid_Mahmud_Al-Tikriti_,109185,805
Adam_Sandler_,83123.4,215
Adam_Scott_,131549,1415
Adel_Al-Jubeir_,123813,1252
Adolfo_Aguilar_Zinser_,132463,1426
Adolfo_Rodriguez_Saa_,125057,1287
Adrian_McPherson_,116282,1033
Adrian_Nastase_,124354,1269
Adrien_Brody_,109612,813
Ahmad_Masood_,106922,747
Ahmed_Chalabi_,121810,1202
Ahmet_Necdet_Sezer_,96365,457
Ai_Sugiyama_,113761,951
Aicha_El_Ouafi_,119364,1134
Aitor_Gonzalez_,0,1
Akbar_Hashemi_Rafsanjani_,116415,1036
Akhmed_Zakayev_,79811,165
Al_Davis_,99276.3,542
Al_Gore_,95331.2,424
Al_Pacino_,83233.7,217
Al_Sharpton_,112029,897
Alan_Ball_,99249.3,541
Alan_Greenspan_,129667,1376
Alan_Mulally_,93081.3,375
Alastair_Campbell_,122365,1215
Albert_Costa_,117634,1068
Alberto_Fujimori_,149637,1617
Alberto_Ruiz_Gallardon_,112304,908
Albrecht_Mentz_,110944,859
Aldo_Paredes_,132530,1429
Alec_Baldwin_,91659.5,350
Alejandro_Atchugarry_,123770,1251
Alejandro_Avila_,92240,360
Alejandro_Toledo_,103305,638
Aleksander_Kwasniewski_,136100,1494
Alex_Barros_,113408,944
Alex_Penelas_,100890,576
Alex_Sink_,138583,1525
Alexander_Downer_,99044,533
Alexander_Losyukov_,92674.3,367
Alexander_Rumyantsev_,107227,757
Alexandra_Stevenson_,102259,613
Alexandra_Vodjanikova_,125095,1291
Ali_Abbas_,148126,1605
Ali_Khamenei_,0,2
Ali_Naimi_,106210,718
Alice_Fisher_,136808,1501
Alicia_Silverstone_,117242,1059
Alimzhan_Tokhtakhounov_,96939,474
Alison_Lohman_,106434,731
Allen_Iverson_,102212,611
Allison_Janney_,122351,1214
Allyson_Felix_,118522,1107
Alvaro_Noboa_,101134,585
Alvaro_Silva_Calderon_,170663,1670
Alvaro_Uribe_,132191,1424
Amanda_Beard_,80911.3,176
Amanda_Bynes_,103690,647
Amanda_Coetzer_,166671,1663
Amber_Tamblyn_,90856.3,340
Amelia_Vega_,116833,1045
Amelie_Mauresmo_,137690,1514
Amer_al-Saadi_,98819,528
Amram_Mitzna_,70544.3,92
Ana_Guevara_,109456,809
Ana_Palacio_,127654,1337
Anastasia_Myskina_,162333,1657
Anders_Ebbeson_,145823,1593
Anders_Fogh_Rasmussen_,82169,201
Andre_Agassi_,137015,1508
Andrei_Mikhnevich_,95116.7,422
Andrew_Bunner_,102717,624
Andrew_Cuomo_,88471.7,290
Andrew_Niccol_,93519,385
Andrew_Weissmann_,95489.3,430
Andy_Hebb_,123063,1230
Andy_Roddick_,95826,437
Angela_Bassett_,80193,170
Angela_Lansbury_,126653,1319
Angela_Merkel_,106715,743
