Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.956117,1400
Aaron_Sorkin_,0.823702,928
Abdel_Nasser_Assidi_,0.723504,438
Abdoulaye_Wade_,0.709177,377
Abdullah_,0.627926,94
Abdullah_Gul_,0.57786,33
Abdullah_al-Attiyah_,0.822767,924
Abdullatif_Sener_,0.699226,331
Abel_Pacheco_,0.899353,1229
Abid_Hamid_Mahmud_Al-Tikriti_,0.783503,759
Adam_Sandler_,0.799624,834
Adam_Scott_,0.997607,1511
Adel_Al-Jubeir_,0.79939,833
Adolfo_Aguilar_Zinser_,0.668523,215
Adolfo_Rodriguez_Saa_,0.754727,588
Adrian_McPherson_,0.865272,1100
Adrian_Nastase_,0.619653,72
Adrien_Brody_,0.737025,500
Ahmad_Masood_,0.617306,67
Ahmed_Chalabi_,0.6539,163
Ahmet_Necdet_Sezer_,0.853123,1041
Ai_Sugiyama_,0.960401,1416
Aicha_El_Ouafi_,1.01093,1533
Aitor_Gonzalez_,0.811133,878
Akbar_Hashemi_Rafsanjani_,0.809488,866
Akhmed_Zakayev_,0.801834,844
Al_Davis_,0.832841,966
Al_Gore_,1.11485,1660
Al_Pacino_,0.746062,540
Al_Sharpton_,0.747026,547
Alan_Ball_,0.840365,999
Alan_Greenspan_,0.860196,1074
Alan_Mulally_,1.11648,1662
Alastair_Campbell_,1.01229,1536
Albert_Costa_,0.967908,1438
Alberto_Fujimori_,0.892297,1203
Alberto_Ruiz_Gallardon_,0.980003,1459
Albrecht_Mentz_,0.995228,1506
Aldo_Paredes_,0.80089,840
Alec_Baldwin_,0.65215,150
Alejandro_Atchugarry_,0.762903,640
Alejandro_Avila_,0.967416,1437
Alejandro_Toledo_,0.67107,227
Aleksander_Kwasniewski_,0.825234,935
Alex_Barros_,0.888252,1189
Alex_Penelas_,0.658686,175
Alex_Sink_,1.00917,1529
Alexander_Downer_,0.70107,341
Alexander_Losyukov_,0.710055,384
Alexander_Rumyantsev_,0.853222,1043
Alexandra_Stevenson_,0.897946,1224
Alexandra_Vodjanikova_,0.706124,362
Ali_Abbas_,0.993254,1501
Ali_Khamenei_,0.846244,1017
Ali_Naimi_,0.828846,950
Alice_Fisher_,0.665332,200
Alicia_Silverstone_,0.981729,1462
Alimzhan_Tokhtakhounov_,0.975076,1456
Alison_Lohman_,1.095,1642
Allen_Iverson_,0.919825,1306
Allison_Janney_,0.803261,850
Allyson_Felix_,0.809577,867
Alvaro_Noboa_,0.809965,872
Alvaro_Silva_Calderon_,0.661793,186
Alvaro_Uribe_,0.943941,1368
Amanda_Beard_,0.933597,1337
Amanda_Bynes_,0.658868,177
Amanda_Coetzer_,0.946875,1373
Amber_Tamblyn_,0.962938,1431
Amelia_Vega_,0.66712,209
Amelie_Mauresmo_,0.85842,1065
Amer_al-Saadi_,0.493851,2
Amram_Mitzna_,0.756322,599
Ana_Guevara_,0.763902,645
Ana_Palacio_,0.838081,988
Anastasia_Myskina_,0.89203,1200
Anders_Ebbeson_,0.916625,1295
Anders_Fogh_Rasmussen_,0.763935,646
Andre_Agassi_,0.730133,465
Andrei_Mikhnevich_,0.75444,585
Andrew_Bunner_,0.862113,1085
