Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1037,87
Aaron_Sorkin_,1886,429
Abdel_Nasser_Assidi_,3164,1246
Abdoulaye_Wade_,2754,978
Abdullah_,2602,874
Abdullah_Gul_,2863,1064
Abdullah_al-Attiyah_,3430,1405
Abdullatif_Sener_,2037,521
Abel_Pacheco_,3588,1480
Abid_Hamid_Mahmud_Al-Tikriti_,1817,387
Adam_Sandler_,2663,914
Adam_Scott_,4818,1679
Adel_Al-Jubeir_,2409,760
Adolfo_Aguilar_Zinser_,2322,711
Adolfo_Rodriguez_Saa_,1705,329
Adrian_McPherson_,3168,1249
Adrian_Nastase_,2371,738
Adrien_Brody_,2311,703
Ahmad_Masood_,3383,1380
Ahmed_Chalabi_,1522,240
Ahmet_Necdet_Sezer_,1541,250
Ai_Sugiyama_,4042,1602
Aicha_El_Ouafi_,2416,766
Aitor_Gonzalez_,4569,1673
Akbar_Hashemi_Rafsanjani_,1948,473
Akhmed_Zakayev_,2140,590
Al_Davis_,1714,335
Al_Gore_,2714,950
Al_Pacino_,2617,884
Al_Sharpton_,3180,1255
Alan_Ball_,2015,508
Alan_Greenspan_,3668,1512
Alan_Mulally_,1323,174
Alastair_Campbell_,1857,415
Albert_Costa_,3403,1389
Alberto_Fujimori_,2893,1085
Alberto_Ruiz_Gallardon_,3201,1267
Albrecht_Mentz_,2151,601
Aldo_Paredes_,2046,533
Alec_Baldwin_,1843,407
Alejandro_Atchugarry_,3680,1514
Alejandro_Avila_,3069,1189
Alejandro_Toledo_,2355,728
Aleksander_Kwasniewski_,2976,1137
Alex_Barros_,2373,739
Alex_Penelas_,1812,382
Alex_Sink_,2379,742
Alexander_Downer_,2410,762
Alexander_Losyukov_,1568,261
Alexander_Rumyantsev_,3042,1170
Alexandra_Stevenson_,373,2
Alexandra_Vodjanikova_,3252,1299
Ali_Abbas_,1645,292
Ali_Khamenei_,1519,236
Ali_Naimi_,571,14
Alice_Fisher_,3497,1439
Alicia_Silverstone_,2998,1151
Alimzhan_Tokhtakhounov_,1916,449
Alison_Lohman_,2467,804
Allen_Iverson_,2063,543
Allison_Janney_,2053,538
Allyson_Felix_,3833,1563
Alvaro_Noboa_,3274,1313
Alvaro_Silva_Calderon_,2548,838
Alvaro_Uribe_,2470,805
Amanda_Beard_,941,67
Amanda_Bynes_,1684,312
Amanda_Coetzer_,3713,1523
Amber_Tamblyn_,1521,239
Amelia_Vega_,3457,1416
Amelie_Mauresmo_,3825,1561
Amer_al-Saadi_,1303,169
Amram_Mitzna_,1326,175
Ana_Guevara_,2955,1122
Ana_Palacio_,549,12
Anastasia_Myskina_,2706,947
Anders_Ebbeson_,3856,1565
Anders_Fogh_Rasmussen_,1929,459
Andre_Agassi_,1008,83
Andrei_Mikhnevich_,2779,1005
Andrew_Bunner_,1840,405
Andrew_Cuomo_,1065,96
Andrew_Niccol_,2109,573
Andrew_Weissmann_,3116,1221
Andy_Hebb_,1058,95
Andy_Roddick_,3545,1460
Angela_Bassett_,4369,1658
Angela_Lansbury_,3141,1231
Angela_Merkel_,2213,641
Angelina_Jolie_,1514,234
Angelo_Reyes_,2387,750
Anibal_Ibarra_,2073,551
