Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.978949,1380
Aaron_Sorkin_,0.742004,693
Abdel_Nasser_Assidi_,0.458305,41
Abdoulaye_Wade_,0.937901,1285
Abdullah_,0.493713,82
Abdullah_Gul_,0.518973,125
Abdullah_al-Attiyah_,1.04054,1497
Abdullatif_Sener_,0.781076,834
Abel_Pacheco_,0.927168,1263
Abid_Hamid_Mahmud_Al-Tikriti_,0.694812,552
Adam_Sandler_,0.774584,815
Adam_Scott_,0.808942,925
Adel_Al-Jubeir_,0.798228,895
Adolfo_Aguilar_Zinser_,0.649427,441
Adolfo_Rodriguez_Saa_,0.559686,206
Adrian_McPherson_,1.26648,1666
Adrian_Nastase_,0.613855,351
Adrien_Brody_,0.544865,177
Ahmad_Masood_,0.477377,65
Ahmed_Chalabi_,0.60436,326
Ahmet_Necdet_Sezer_,0.761127,760
Ai_Sugiyama_,1.01972,1465
Aicha_El_Ouafi_,1.09713,1573
Aitor_Gonzalez_,0.752409,729
Akbar_Hashemi_Rafsanjani_,0.61471,357
Akhmed_Zakayev_,0.790893,874
Al_Davis_,0.919454,1237
Al_Gore_,0.976187,1369
Al_Pacino_,0.805102,912
Al_Sharpton_,0.57352,239
Alan_Ball_,0.853588,1077
Alan_Greenspan_,0.883024,1151
Alan_Mulally_,1.08711,1559
Alastair_Campbell_,0.66472,474
Albert_Costa_,0.844568,1050
Alberto_Fujimori_,0.835044,1014
Albrecht_Mentz_,0.982848,1390
Aldo_Paredes_,0.856032,1084
Alec_Baldwin_,0.525676,135
Alejandro_Atchugarry_,0.583533,268
Alejandro_Avila_,0.620116,368
Alejandro_Toledo_,0.685802,537
Aleksander_Kwasniewski_,1.12832,1604
Alex_Barros_,0.432194,24
Alex_Penelas_,0.769389,790
Alex_Sink_,1.04627,1508
Alexander_Downer_,0.47151,59
Alexander_Losyukov_,0.706141,588
Alexander_Rumyantsev_,0.837534,1026
Alexandra_Stevenson_,0.995534,1414
Alexandra_Vodjanikova_,0.468355,54
Ali_Abbas_,1.11517,1591
Ali_Khamenei_,0.768842,785
Ali_Naimi_,0.647829,434
Alice_Fisher_,0.568222,229
Alicia_Silverstone_,0.909797,1212
Alimzhan_Tokhtakhounov_,0.959346,1333
Alison_Lohman_,1.09519,1569
Allen_Iverson_,0.852794,1072
Allison_Janney_,0.675526,505
Allyson_Felix_,0.812582,938
Alvaro_Noboa_,0.702582,578
Alvaro_Silva_Calderon_,0.639398,421
Alvaro_Uribe_,0.781862,838
Amanda_Beard_,0.822792,975
Amanda_Bynes_,0.820212,966
Amanda_Coetzer_,0.816603,954
Amber_Tamblyn_,0.975608,1367
Amelia_Vega_,0.475961,63
Amelie_Mauresmo_,0.716396,628
Amer_al-Saadi_,0.865503,1105
Amram_Mitzna_,0.882079,1147
Ana_Guevara_,0.900652,1193
Ana_Palacio_,0.764458,770
Anastasia_Myskina_,0.917183,1230
Anders_Ebbeson_,0.617042,362
Anders_Fogh_Rasmussen_,0.536098,157
Andre_Agassi_,1.08438,1557
Andrei_Mikhnevich_,0.814044,944
Andrew_Bunner_,0.972256,1360
Andrew_Cuomo_,0.877532,1135
